season,week,datex,rank,school,date
2022,13,44885,24,Texas,2022x11x20
2022,13,44885,25,UCF,2022x11x20
2022,14,44892,1,Georgia,2022x11x27
2022,14,44892,2,Michigan,2022x11x27
2022,14,44892,3,TCU,2022x11x27
2022,14,44892,4,USC,2022x11x27
2022,14,44892,5,Ohio State,2022x11x27
2022,14,44892,6,Alabama,2022x11x27
2022,14,44892,7,Tennessee,2022x11x27
2022,14,44892,8,Penn State,2022x11x27
2022,14,44892,9,Washington,2022x11x27
2022,14,44892,10,Clemson,2022x11x27
2022,14,44892,11,LSU,2022x11x27
2022,14,44892,12,Utah,2022x11x27
2022,14,44892,13,Kansas St.,2022x11x27
2022,14,44892,14,Florida St.,2022x11x27
2022,14,44892,15,Oregon,2022x11x27
2022,14,44892,16,Oregon St.,2022x11x27
2022,14,44892,17,UCLA,2022x11x27
2022,14,44892,18,Tulane,2022x11x27
2022,14,44892,19,Notre Dame,2022x11x27
2022,14,44892,20,South Carolina,2022x11x27
2022,14,44892,21,Texas,2022x11x27
2022,14,44892,22,UCF,2022x11x27
2022,14,44892,23,UTSA,2022x11x27
2022,14,44892,24,North Carolina,2022x11x27
2022,14,44892,25,Miss State,2022x11x27
2022,15,44899,1,Georgia,2022x12x04
2022,15,44899,2,Michigan,2022x12x04
2022,15,44899,3,TCU,2022x12x04
2022,15,44899,4,Ohio State,2022x12x04
2022,15,44899,5,Alabama,2022x12x04
2022,15,44899,6,Tennessee,2022x12x04
2022,15,44899,7,Utah,2022x12x04
2022,15,44899,8,USC,2022x12x04
2022,15,44899,9,Penn State,2022x12x04
2022,15,44899,10,Clemson,2022x12x04
2022,15,44899,11,Kansas St.,2022x12x04
2022,15,44899,12,Washington,2022x12x04
2022,15,44899,13,Florida St.,2022x12x04
2022,15,44899,14,Tulane,2022x12x04
2022,15,44899,15,Oregon,2022x12x04
2022,15,44899,16,LSU,2022x12x04
2022,15,44899,17,Oregon St.,2022x12x04
2022,15,44899,18,UCLA,2022x12x04
2022,15,44899,19,Notre Dame,2022x12x04
2022,15,44899,20,South Carolina,2022x12x04
2022,15,44899,21,Texas,2022x12x04
2022,15,44899,22,UTSA,2022x12x04
2022,15,44899,23,Troy,2022x12x04
2022,15,44899,24,Miss State,2022x12x04
2022,15,44899,25,NC State,2022x12x04
2022,16,Final,1,Georgia,2023x01x31
2022,16,Final,2,TCU,2023x01x31
2022,16,Final,3,Michigan,2023x01x31
2022,16,Final,4,Ohio State,2023x01x31
2022,16,Final,5,Alabama,2023x01x31
2022,16,Final,6,Tennessee,2023x01x31
2022,16,Final,7,Penn State,2023x01x31
2022,16,Final,8,Washington,2023x01x31
2022,16,Final,9,Tulane,2023x01x31
2022,16,Final,10,Utah,2023x01x31
2022,16,Final,11,Florida St.,2023x01x31
2022,16,Final,12,USC,2023x01x31
2022,16,Final,13,Clemson,2023x01x31
2022,16,Final,14,Kansas St.,2023x01x31
2022,16,Final,15,Oregon,2023x01x31
2022,16,Final,16,LSU,2023x01x31
2022,16,Final,17,Oregon St.,2023x01x31
2022,16,Final,18,Notre Dame,2023x01x31
2022,16,Final,19,Troy,2023x01x31
2022,16,Final,20,Miss State,2023x01x31
2022,16,Final,21,UCLA,2023x01x31
2022,16,Final,22,Pittsburgh,2023x01x31
2022,16,Final,23,South Carolina,2023x01x31
2022,16,Final,24,Fresno St.,2023x01x31
2022,16,Final,25,Texas,2023x01x31
2023,1,Preseason,1,Georgia,2023x08x01
2023,1,Preseason,2,Michigan,2023x08x01
2023,1,Preseason,3,Ohio State,2023x08x01
2023,1,Preseason,4,Alabama,2023x08x01
2023,1,Preseason,5,LSU,2023x08x01
2023,1,Preseason,6,USC,2023x08x01
2023,1,Preseason,7,Penn State,2023x08x01
2023,1,Preseason,8,Florida St.,2023x08x01
2023,1,Preseason,9,Clemson,2023x08x01
2023,1,Preseason,10,Washington,2023x08x01
2023,1,Preseason,11,Texas,2023x08x01
2023,1,Preseason,12,Tennessee,2023x08x01
2023,1,Preseason,13,Notre Dame,2023x08x01
2023,1,Preseason,14,Utah,2023x08x01
2023,1,Preseason,15,Oregon,2023x08x01
2023,1,Preseason,16,Kansas St.,2023x08x01
2023,1,Preseason,17,TCU,2023x08x01
2023,1,Preseason,18,Oregon St.,2023x08x01
2023,1,Preseason,19,Wisconsin,2023x08x01
2023,1,Preseason,20,Oklahoma,2023x08x01
2023,1,Preseason,21,North Carolina,2023x08x01
2023,1,Preseason,22,Mississippi,2023x08x01
2023,1,Preseason,23,Texas A&M,2023x08x01
2023,1,Preseason,24,Tulane,2023x08x01
2023,1,Preseason,25,Iowa,2023x08x01
2023,2,45174,1,Georgia,2023x09x05
2023,2,45174,2,Michigan,2023x09x05
2023,2,45174,3,Alabama,2023x09x05
2023,2,45174,4,Florida St.,2023x09x05
2023,2,45174,5,Ohio State,2023x09x05
2023,2,45174,6,USC,2023x09x05
2023,2,45174,7,Penn State,2023x09x05
2023,2,45174,8,Washington,2023x09x05
2023,2,45174,9,Tennessee,2023x09x05
2023,2,45174,10,Notre Dame,2023x09x05
2023,2,45174,11,Texas,2023x09x05
2023,2,45174,12,Utah,2023x09x05
2023,2,45174,13,Oregon,2023x09x05
2023,2,45174,14,LSU,2023x09x05
2023,2,45174,15,Kansas St.,2023x09x05
2023,2,45174,16,Oregon St.,2023x09x05
2023,2,45174,17,North Carolina,2023x09x05
2023,2,45174,18,Oklahoma,2023x09x05
2023,2,45174,19,Wisconsin,2023x09x05
2023,2,45174,20,Mississippi,2023x09x05
2023,2,45174,21,Duke,2023x09x05
2023,2,45174,22,Colorado,2023x09x05
2023,2,45174,23,Texas A&M,2023x09x05
2023,2,45174,24,Tulane,2023x09x05
2023,2,45174,25,Clemson,2023x09x05
2023,3,45179,1,Georgia,2023x09x10
2023,3,45179,2,Michigan,2023x09x10
2023,3,45179,3,Florida St.,2023x09x10
2023,3,45179,4,Texas,2023x09x10
2023,3,45179,5,USC,2023x09x10
2023,3,45179,6,Ohio State,2023x09x10
2023,3,45179,7,Penn State,2023x09x10
2023,3,45179,8,Washington,2023x09x10
2023,3,45179,9,Notre Dame,2023x09x10
2023,3,45179,10,Alabama,2023x09x10
2023,3,45179,11,Tennessee,2023x09x10
2023,3,45179,12,Utah,2023x09x10
2023,3,45179,13,Oregon,2023x09x10
2023,3,45179,14,LSU,2023x09x10
2023,3,45179,15,Kansas St.,2023x09x10
2023,3,45179,16,Oregon St.,2023x09x10
2023,3,45179,17,Mississippi,2023x09x10
2023,3,45179,18,Colorado,2023x09x10
2023,3,45179,19,Oklahoma,2023x09x10
2023,3,45179,20,North Carolina,2023x09x10
2023,3,45179,21,Duke,2023x09x10
2023,3,45179,22,Miami,2023x09x10
2023,3,45179,23,Washington St.,2023x09x10
2023,3,45179,24,UCLA,2023x09x10
2023,3,45179,25,Iowa,2023x09x10
2023,4,45186,1,Georgia,2023x09x17
2023,4,45186,2,Michigan,2023x09x17
2023,4,45186,3,Texas,2023x09x17
2023,4,45186,4,Florida St.,2023x09x17
2023,4,45186,5,USC,2023x09x17
2023,4,45186,6,Ohio State,2023x09x17
2023,4,45186,7,Penn State,2023x09x17
2023,4,45186,8,Washington,2023x09x17
2023,4,45186,9,Notre Dame,2023x09x17
2023,4,45186,10,Oregon,2023x09x17
2023,4,45186,11,Utah,2023x09x17
2023,4,45186,12,LSU,2023x09x17
2023,4,45186,13,Alabama,2023x09x17
2023,4,45186,14,Oregon St.,2023x09x17
2023,4,45186,15,Mississippi,2023x09x17
2023,4,45186,16,Oklahoma,2023x09x17
2023,4,45186,17,North Carolina,2023x09x17
2023,4,45186,18,Duke,2023x09x17
2023,4,45186,19,Colorado,2023x09x17
2023,4,45186,20,Miami,2023x09x17
2023,4,45186,21,Washington St.,2023x09x17
2023,4,45186,22,UCLA,2023x09x17
2023,4,45186,23,Tennessee,2023x09x17
2023,4,45186,24,Iowa,2023x09x17
2023,4,45186,25,Florida,2023x09x17
2023,5,45193,1,Georgia,2023x09x24
2023,5,45193,2,Michigan,2023x09x24
2023,5,45193,3,Texas,2023x09x24
2023,5,45193,4,Ohio State,2023x09x24
2023,5,45193,5,Florida St.,2023x09x24
2023,5,45193,6,Penn State,2023x09x24
2023,5,45193,7,Washington,2023x09x24
2023,5,45193,8,USC,2023x09x24
2023,5,45193,9,Oregon,2023x09x24
2023,5,45193,10,Utah,2023x09x24
2023,5,45193,11,Notre Dame,2023x09x24
2023,5,45193,12,Alabama,2023x09x24
2023,5,45193,13,LSU,2023x09x24
2023,5,45193,14,Oklahoma,2023x09x24
2023,5,45193,15,North Carolina,2023x09x24
2023,5,45193,16,Washington St.,2023x09x24
2023,5,45193,17,Duke,2023x09x24
2023,5,45193,18,Miami,2023x09x24
2023,5,45193,19,Oregon St.,2023x09x24
2023,5,45193,20,Mississippi,2023x09x24
2023,5,45193,21,Tennessee,2023x09x24
2023,5,45193,22,Florida,2023x09x24
2023,5,45193,23,Missouri,2023x09x24
2023,5,45193,24,Kansas,2023x09x24
2023,5,45193,25,Fresno St.,2023x09x24
2023,6,45200,1,Georgia,2023x10x01
2023,6,45200,2,Michigan,2023x10x01
2023,6,45200,3,Texas,2023x10x01
2023,6,45200,4,Ohio State,2023x10x01
2023,6,45200,5,Florida St.,2023x10x01
2023,6,45200,6,Penn State,2023x10x01
2023,6,45200,7,Washington,2023x10x01
2023,6,45200,8,Oregon,2023x10x01
2023,6,45200,9,USC,2023x10x01
2023,6,45200,10,Notre Dame,2023x10x01
2023,6,45200,11,Alabama,2023x10x01
2023,6,45200,12,Oklahoma,2023x10x01
2023,6,45200,13,Washington St.,2023x10x01
2023,6,45200,14,North Carolina,2023x10x01
2023,6,45200,15,Oregon St.,2023x10x01
2023,6,45200,16,Mississippi,2023x10x01
2023,6,45200,17,Miami,2023x10x01
2023,6,45200,18,Utah,2023x10x01
2023,6,45200,19,Duke,2023x10x01
2023,6,45200,20,Kentucky,2023x10x01
2023,6,45200,21,Missouri,2023x10x01
2023,6,45200,22,Tennessee,2023x10x01
2023,6,45200,23,LSU,2023x10x01
2023,6,45200,24,Fresno St.,2023x10x01
2023,6,45200,25,Louisville,2023x10x01
2023,7,45207,1,Georgia,2023x10x08
2023,7,45207,2,Michigan,2023x10x08
2023,7,45207,3,Ohio State,2023x10x08
2023,7,45207,4,Florida St.,2023x10x08
2023,7,45207,5,Oklahoma,2023x10x08
2023,7,45207,6,Penn State,2023x10x08
2023,7,45207,7,Washington,2023x10x08
2023,7,45207,8,Oregon,2023x10x08
2023,7,45207,9,Texas,2023x10x08
2023,7,45207,10,USC,2023x10x08
2023,7,45207,11,Alabama,2023x10x08
2023,7,45207,12,North Carolina,2023x10x08
2023,7,45207,13,Mississippi,2023x10x08
2023,7,45207,14,Louisville,2023x10x08
2023,7,45207,15,Oregon St.,2023x10x08
2023,7,45207,16,Utah,2023x10x08
2023,7,45207,17,Duke,2023x10x08
2023,7,45207,18,UCLA,2023x10x08
2023,7,45207,19,Tennessee,2023x10x08
2023,7,45207,19,Washington St.,2023x10x08
2023,7,45207,21,Notre Dame,2023x10x08
2023,7,45207,22,LSU,2023x10x08
2023,7,45207,23,Kansas,2023x10x08
2023,7,45207,24,Kentucky,2023x10x08
2023,7,45207,25,Miami,2023x10x08
2023,8,45214,1,Georgia,2023x10x15
2023,8,45214,2,Michigan,2023x10x15
2023,8,45214,3,Ohio State,2023x10x15
2023,8,45214,4,Florida St.,2023x10x15
2023,8,45214,5,Washington,2023x10x15
2023,8,45214,6,Oklahoma,2023x10x15
2023,8,45214,7,Penn State,2023x10x15
2023,8,45214,8,Texas,2023x10x15
2023,8,45214,9,Oregon,2023x10x15
2023,8,45214,10,North Carolina,2023x10x15
2023,8,45214,11,Alabama,2023x10x15
2023,8,45214,12,Oregon St.,2023x10x15
2023,8,45214,13,Mississippi,2023x10x15
2023,8,45214,14,Utah,2023x10x15
2023,8,45214,15,Notre Dame,2023x10x15
2023,8,45214,16,Duke,2023x10x15
2023,8,45214,17,Tennessee,2023x10x15
2023,8,45214,18,USC,2023x10x15
2023,8,45214,19,LSU,2023x10x15
2023,8,45214,20,Missouri,2023x10x15
2023,8,45214,21,Louisville,2023x10x15
2023,8,45214,22,Air Force,2023x10x15
2023,8,45214,23,Tulane,2023x10x15
2023,8,45214,24,Iowa,2023x10x15
2023,8,45214,25,UCLA,2023x10x15
2023,9,45221,1,Georgia,2023x10x22
2023,9,45221,2,Michigan,2023x10x22
2023,9,45221,3,Ohio State,2023x10x22
2023,9,45221,4,Florida St.,2023x10x22
2023,9,45221,5,Washington,2023x10x22
2023,9,45221,6,Oklahoma,2023x10x22
2023,9,45221,7,Texas,2023x10x22
2023,9,45221,8,Oregon,2023x10x22
2023,9,45221,9,Alabama,2023x10x22
2023,9,45221,10,Penn State,2023x10x22
2023,9,45221,11,Oregon St.,2023x10x22
2023,9,45221,12,Mississippi,2023x10x22
2023,9,45221,13,Utah,2023x10x22
2023,9,45221,14,Notre Dame,2023x10x22
2023,9,45221,15,LSU,2023x10x22
2023,9,45221,16,Missouri,2023x10x22
2023,9,45221,17,North Carolina,2023x10x22
2023,9,45221,18,Louisville,2023x10x22
2023,9,45221,19,Air Force,2023x10x22
2023,9,45221,20,Duke,2023x10x22
2023,9,45221,21,Tennessee,2023x10x22
2023,9,45221,22,Tulane,2023x10x22
2023,9,45221,23,UCLA,2023x10x22
2023,9,45221,24,USC,2023x10x22
2023,9,45221,25,James Madison,2023x10x22
2023,10,45228,1,Georgia,2023x10x29
2023,10,45228,2,Michigan,2023x10x29
2023,10,45228,3,Ohio State,2023x10x29
2023,10,45228,4,Florida St.,2023x10x29
2023,10,45228,5,Washington,2023x10x29
2023,10,45228,6,Oregon,2023x10x29
2023,10,45228,7,Texas,2023x10x29
2023,10,45228,8,Alabama,2023x10x29
2023,10,45228,9,Penn State,2023x10x29
2023,10,45228,10,Oklahoma,2023x10x29
2023,10,45228,11,Mississippi,2023x10x29
2023,10,45228,12,Notre Dame,2023x10x29
2023,10,45228,13,LSU,2023x10x29
2023,10,45228,14,Missouri,2023x10x29
2023,10,45228,15,Louisville,2023x10x29
2023,10,45228,16,Oregon St.,2023x10x29
2023,10,45228,17,Air Force,2023x10x29
2023,10,45228,18,Utah,2023x10x29
2023,10,45228,19,Tennessee,2023x10x29
2023,10,45228,20,UCLA,2023x10x29
2023,10,45228,21,Tulane,2023x10x29
2023,10,45228,22,Kansas,2023x10x29
2023,10,45228,23,James Madison,2023x10x29
2023,10,45228,24,USC,2023x10x29
2023,10,45228,25,Kansas St.,2023x10x29
2023,11,45235,1,Georgia,2023x11x05
2023,11,45235,2,Michigan,2023x11x05
2023,11,45235,3,Ohio State,2023x11x05
2023,11,45235,4,Florida St.,2023x11x05
2023,11,45235,5,Washington,2023x11x05
2023,11,45235,6,Oregon,2023x11x05
2023,11,45235,7,Texas,2023x11x05
2023,11,45235,8,Alabama,2023x11x05
2023,11,45235,9,Penn State,2023x11x05
2023,11,45235,10,Mississippi,2023x11x05
2023,11,45235,11,Louisville,2023x11x05
2023,11,45235,12,Oregon St.,2023x11x05
2023,11,45235,13,Utah,2023x11x05
2023,11,45235,14,Tennessee,2023x11x05
2023,11,45235,15,Oklahoma St.,2023x11x05
2023,11,45235,16,Missouri,2023x11x05
2023,11,45235,17,Oklahoma,2023x11x05
2023,11,45235,18,LSU,2023x11x05
2023,11,45235,19,Kansas,2023x11x05
2023,11,45235,20,Tulane,2023x11x05
2023,11,45235,21,James Madison,2023x11x05
2023,11,45235,22,Notre Dame,2023x11x05
2023,11,45235,23,Arizona,2023x11x05
2023,11,45235,24,North Carolina,2023x11x05
2023,11,45235,25,Liberty,2023x11x05
2023,12,45242,1,Georgia,2023x11x12
2023,12,45242,2,Michigan,2023x11x12
2023,12,45242,3,Ohio State,2023x11x12
2023,12,45242,4,Florida St.,2023x11x12
2023,12,45242,5,Washington,2023x11x12
2023,12,45242,6,Oregon,2023x11x12
2023,12,45242,7,Texas,2023x11x12
2023,12,45242,8,Alabama,2023x11x12
2023,12,45242,9,Louisville,2023x11x12
2023,12,45242,10,Oregon St.,2023x11x12
2023,12,45242,11,Missouri,2023x11x12
2023,12,45242,12,Penn State,2023x11x12
2023,12,45242,13,Mississippi,2023x11x12
2023,12,45242,14,Oklahoma,2023x11x12
2023,12,45242,15,LSU,2023x11x12
2023,12,45242,16,Utah,2023x11x12
2023,12,45242,17,Tulane,2023x11x12
2023,12,45242,18,James Madison,2023x11x12
2023,12,45242,19,Arizona,2023x11x12
2023,12,45242,20,Notre Dame,2023x11x12
2023,12,45242,21,Tennessee,2023x11x12
2023,12,45242,22,North Carolina,2023x11x12
2023,12,45242,23,Kansas St.,2023x11x12
2023,12,45242,24,Oklahoma St.,2023x11x12
2023,12,45242,25,Liberty,2023x11x12
2023,13,45249,1,Georgia,2023x11x19
2023,13,45249,2,Ohio State,2023x11x19
2023,13,45249,3,Michigan,2023x11x19
2023,13,45249,4,Washington,2023x11x19
2023,13,45249,5,Florida St.,2023x11x19
2023,13,45249,6,Oregon,2023x11x19
2023,13,45249,7,Texas,2023x11x19
2023,13,45249,8,Alabama,2023x11x19
2023,13,45249,9,Louisville,2023x11x19
2023,13,45249,10,Missouri,2023x11x19
2023,13,45249,11,Penn State,2023x11x19
2023,13,45249,12,Mississippi,2023x11x19
2023,13,45249,13,Oklahoma,2023x11x19
2023,13,45249,14,LSU,2023x11x19
2023,13,45249,15,Oregon St.,2023x11x19
2023,13,45249,16,Arizona,2023x11x19
2023,13,45249,17,Notre Dame,2023x11x19
2023,13,45249,18,Tulane,2023x11x19
2023,13,45249,19,Kansas St.,2023x11x19
2023,13,45249,20,Iowa,2023x11x19
2023,13,45249,21,Oklahoma St.,2023x11x19
2023,13,45249,22,Liberty,2023x11x19
2023,13,45249,23,Toledo,2023x11x19
2023,13,45249,24,James Madison,2023x11x19
2023,13,45249,25,Tennessee,2023x11x19
2023,14,45256,1,Georgia,2023x11x26
2023,14,45256,2,Michigan,2023x11x26
2023,14,45256,3,Washington,2023x11x26
2023,14,45256,4,Florida St.,2023x11x26
2023,14,45256,5,Oregon,2023x11x26
2023,14,45256,6,Ohio State,2023x11x26
2023,14,45256,7,Texas,2023x11x26
2023,14,45256,8,Alabama,2023x11x26
2023,14,45256,9,Missouri,2023x11x26
2023,14,45256,10,Penn State,2023x11x26
2023,14,45256,11,Mississippi,2023x11x26
2023,14,45256,12,Oklahoma,2023x11x26
2023,14,45256,13,LSU,2023x11x26
2023,14,45256,14,Arizona,2023x11x26
2023,14,45256,15,Louisville,2023x11x26
2023,14,45256,16,Notre Dame,2023x11x26
2023,14,45256,17,Tulane,2023x11x26
2023,14,45256,18,Iowa,2023x11x26
2023,14,45256,19,Oklahoma St.,2023x11x26
2023,14,45256,20,Liberty,2023x11x26
2023,14,45256,21,NC State,2023x11x26
2023,14,45256,21,Oregon St.,2023x11x26
2023,14,45256,23,Toledo,2023x11x26
2023,14,45256,24,James Madison,2023x11x26
2023,14,45256,25,SMU,2023x11x26
2023,15,45263,1,Michigan,2023x12x03
2023,15,45263,2,Washington,2023x12x03
2023,15,45263,3,Texas,2023x12x03
2023,15,45263,4,Florida St.,2023x12x03
2023,15,45263,5,Alabama,2023x12x03
2023,15,45263,6,Georgia,2023x12x03
2023,15,45263,7,Ohio State,2023x12x03
2023,15,45263,8,Oregon,2023x12x03
2023,15,45263,9,Missouri,2023x12x03
2023,15,45263,10,Penn State,2023x12x03
2023,15,45263,11,Mississippi,2023x12x03
2023,15,45263,12,Oklahoma,2023x12x03
2023,15,45263,13,LSU,2023x12x03
2023,15,45263,14,Arizona,2023x12x03
2023,15,45263,15,Notre Dame,2023x12x03
2023,15,45263,16,Louisville,2023x12x03
2023,15,45263,17,SMU,2023x12x03
2023,15,45263,18,Liberty,2023x12x03
2023,15,45263,19,NC State,2023x12x03
2023,15,45263,20,Iowa,2023x12x03
2023,15,45263,21,Oregon St.,2023x12x03
2023,15,45263,22,Oklahoma St.,2023x12x03
2023,15,45263,23,Tulane,2023x12x03
2023,15,45263,24,James Madison,2023x12x03
2023,15,45263,25,Tennessee,2023x12x03
2023,16,Final,1,Michigan,2024x01x31
2023,16,Final,2,Washington,2024x01x31
2023,16,Final,3,Texas,2024x01x31
2023,16,Final,4,Georgia,2024x01x31
2023,16,Final,5,Alabama,2024x01x31
2023,16,Final,6,Florida St.,2024x01x31
2023,16,Final,6,Oregon,2024x01x31
2023,16,Final,8,Missouri,2024x01x31
2023,16,Final,9,Mississippi,2024x01x31
2023,16,Final,10,Ohio State,2024x01x31
2023,16,Final,11,Arizona,2024x01x31
2023,16,Final,12,LSU,2024x01x31
2023,16,Final,13,Penn State,2024x01x31
2023,16,Final,14,Notre Dame,2024x01x31
2023,16,Final,15,Oklahoma,2024x01x31
2023,16,Final,16,Oklahoma St.,2024x01x31
2023,16,Final,17,Tennessee,2024x01x31
2023,16,Final,18,Kansas St.,2024x01x31
2023,16,Final,19,Louisville,2024x01x31
2023,16,Final,20,Clemson,2024x01x31
2023,16,Final,21,NC State,2024x01x31
2023,16,Final,22,SMU,2024x01x31
2023,16,Final,23,Kansas,2024x01x31
2023,16,Final,24,Iowa,2024x01x31
2023,16,Final,25,Liberty,2024x01x31
2024,17,Final,1,Ohio State,2025x01x31
2024,17,Final,2,Notre Dame,2025x01x31
2024,17,Final,3,Oregon,2025x01x31
2024,17,Final,4,Texas,2025x01x31
2024,17,Final,5,Penn State,2025x01x31
2024,17,Final,6,Georgia,2025x01x31
2024,17,Final,7,Arizona St.,2025x01x31
2024,17,Final,8,Boise St.,2025x01x31
2024,17,Final,9,Tennessee,2025x01x31
2024,17,Final,10,Indiana,2025x01x31
2024,17,Final,11,Mississippi,2025x01x31
2024,17,Final,12,SMU,2025x01x31
2024,17,Final,13,BYU,2025x01x31
2024,17,Final,14,Clemson,2025x01x31
2024,17,Final,15,Iowa State,2025x01x31
2024,17,Final,16,Illinois,2025x01x31
2024,17,Final,17,Alabama,2025x01x31
2024,17,Final,18,Miami,2025x01x31
2024,17,Final,19,South Carolina,2025x01x31
2024,17,Final,20,Syracuse,2025x01x31
2024,17,Final,21,Army,2025x01x31
2024,17,Final,22,Missouri,2025x01x31
2024,17,Final,23,UNLV,2025x01x31
2024,17,Final,24,Memphis,2025x01x31
2024,17,Final,25,Colorado,2025x01x31
2024,16,45634,1,Oregon,2024x12x08
2024,16,45634,2,Georgia,2024x12x08
2024,16,45634,3,Notre Dame,2024x12x08
2024,16,45634,4,Texas,2024x12x08
2024,16,45634,5,Penn State,2024x12x08
2024,16,45634,6,Ohio State,2024x12x08
2024,16,45634,7,Tennessee,2024x12x08
2024,16,45634,8,Boise St.,2024x12x08
2024,16,45634,9,Indiana,2024x12x08
2024,16,45634,10,Arizona St.,2024x12x08
2024,16,45634,11,Alabama,2024x12x08
2024,16,45634,12,SMU,2024x12x08
2024,16,45634,13,Clemson,2024x12x08
2024,16,45634,14,South Carolina,2024x12x08
2024,16,45634,15,Miami,2024x12x08
2024,16,45634,16,Mississippi,2024x12x08
2024,16,45634,17,BYU,2024x12x08
2024,16,45634,18,Iowa State,2024x12x08
2024,16,45634,19,Army,2024x12x08
2024,16,45634,20,Colorado,2024x12x08
2024,16,45634,21,Illinois,2024x12x08
2024,16,45634,22,Syracuse,2024x12x08
2024,16,45634,23,Missouri,2024x12x08
2024,16,45634,24,UNLV,2024x12x08
2024,16,45634,25,Memphis,2024x12x08
2024,15,45627,1,Oregon,2024x12x01
2024,15,45627,2,Texas,2024x12x01
2024,15,45627,3,Penn State,2024x12x01
2024,15,45627,4,Notre Dame,2024x12x01
2024,15,45627,5,Georgia,2024x12x01
2024,15,45627,6,Tennessee,2024x12x01
2024,15,45627,7,Ohio State,2024x12x01
2024,15,45627,8,SMU,2024x12x01
2024,15,45627,9,Indiana,2024x12x01
2024,15,45627,10,Boise St.,2024x12x01
2024,15,45627,11,Alabama,2024x12x01
2024,15,45627,12,Arizona St.,2024x12x01
2024,15,45627,13,South Carolina,2024x12x01
2024,15,45627,14,Miami,2024x12x01
2024,15,45627,15,Mississippi,2024x12x01
2024,15,45627,16,Iowa State,2024x12x01
2024,15,45627,17,BYU,2024x12x01
2024,15,45627,18,Clemson,2024x12x01
2024,15,45627,19,UNLV,2024x12x01
2024,15,45627,20,Colorado,2024x12x01
2024,15,45627,21,Illinois,2024x12x01
2024,15,45627,22,Missouri,2024x12x01
2024,15,45627,23,Syracuse,2024x12x01
2024,15,45627,24,Army,2024x12x01
2024,15,45627,25,Memphis,2024x12x01
2024,14,45620,1,Oregon,2024x11x24
2024,14,45620,2,Ohio State,2024x11x24
2024,14,45620,3,Texas,2024x11x24
2024,14,45620,4,Penn State,2024x11x24
2024,14,45620,5,Notre Dame,2024x11x24
2024,14,45620,6,Georgia,2024x11x24
2024,14,45620,7,Tennessee,2024x11x24
2024,14,45620,8,Miami,2024x11x24
2024,14,45620,9,SMU,2024x11x24
2024,14,45620,10,Indiana,2024x11x24
2024,14,45620,11,Boise St.,2024x11x24
2024,14,45620,12,Clemson,2024x11x24
2024,14,45620,13,Alabama,2024x11x24
2024,14,45620,14,Arizona St.,2024x11x24
2024,14,45620,15,Mississippi,2024x11x24
2024,14,45620,16,South Carolina,2024x11x24
2024,14,45620,17,Iowa State,2024x11x24
2024,14,45620,18,Tulane,2024x11x24
2024,14,45620,19,BYU,2024x11x24
2024,14,45620,20,Texas A&M,2024x11x24
2024,14,45620,21,UNLV,2024x11x24
2024,14,45620,22,Illinois,2024x11x24
2024,14,45620,23,Colorado,2024x11x24
2024,14,45620,24,Missouri,2024x11x24
2024,14,45620,25,Army,2024x11x24
2024,13,45613,1,Oregon,2024x11x17
2024,13,45613,2,Ohio State,2024x11x17
2024,13,45613,3,Texas,2024x11x17
2024,13,45613,4,Penn State,2024x11x17
2024,13,45613,5,Indiana,2024x11x17
2024,13,45613,6,Notre Dame,2024x11x17
2024,13,45613,7,Alabama,2024x11x17
2024,13,45613,8,Georgia,2024x11x17
2024,13,45613,9,Mississippi,2024x11x17
2024,13,45613,10,Tennessee,2024x11x17
2024,13,45613,11,Miami,2024x11x17
2024,13,45613,12,Boise St.,2024x11x17
2024,13,45613,13,SMU,2024x11x17
2024,13,45613,14,BYU,2024x11x17
2024,13,45613,15,Texas A&M,2024x11x17
2024,13,45613,16,Colorado,2024x11x17
2024,13,45613,17,Clemson,2024x11x17
2024,13,45613,18,Army,2024x11x17
2024,13,45613,19,South Carolina,2024x11x17
2024,13,45613,20,Tulane,2024x11x17
2024,13,45613,21,Arizona St.,2024x11x17
2024,13,45613,22,Iowa State,2024x11x17
2024,13,45613,23,UNLV,2024x11x17
2024,13,45613,24,Illinois,2024x11x17
2024,13,45613,25,Washington St.,2024x11x17
2024,12,45606,1,Oregon,2024x11x10
2024,12,45606,2,Ohio State,2024x11x10
2024,12,45606,3,Texas,2024x11x10
2024,12,45606,4,Penn State,2024x11x10
2024,12,45606,5,Indiana,2024x11x10
2024,12,45606,6,Tennessee,2024x11x10
2024,12,45606,7,BYU,2024x11x10
2024,12,45606,8,Notre Dame,2024x11x10
2024,12,45606,9,Alabama,2024x11x10
2024,12,45606,10,Mississippi,2024x11x10
2024,12,45606,11,Georgia,2024x11x10
2024,12,45606,12,Miami,2024x11x10
2024,12,45606,13,Boise St.,2024x11x10
2024,12,45606,14,SMU,2024x11x10
2024,12,45606,15,Texas A&M,2024x11x10
2024,12,45606,16,Army,2024x11x10
2024,12,45606,17,Clemson,2024x11x10
2024,12,45606,18,Colorado,2024x11x10
2024,12,45606,19,Washington St.,2024x11x10
2024,12,45606,20,Kansas St.,2024x11x10
2024,12,45606,21,LSU,2024x11x10
2024,12,45606,22,Louisville,2024x11x10
2024,12,45606,23,South Carolina,2024x11x10
