season,week,datex,rank,school,date
1936,1,13442,1,Minnesota,1936x10x19
1936,1,13442,2,Duke,1936x10x19
1936,1,13442,3,Army,1936x10x19
1936,1,13442,4,Northwestern,1936x10x19
1936,1,13442,5,Purdue,1936x10x19
1936,1,13442,6,USC,1936x10x19
1936,1,13442,7,Notre Dame,1936x10x19
1936,1,13442,8,Washington,1936x10x19
1936,1,13442,9,Pittsburgh,1936x10x19
1936,1,13442,10,Yale,1936x10x19
1936,1,13442,11,Duquesne,1936x10x19
1936,1,13442,12,St. Mary's,1936x10x19
1936,1,13442,13,LSU,1936x10x19
1936,1,13442,14,Texas A&M,1936x10x19
1936,1,13442,15,Nebraska,1936x10x19
1936,1,13442,16,Fordham,1936x10x19
1936,1,13442,17,Holy Cross,1936x10x19
1936,1,13442,18,Tulane,1936x10x19
1936,1,13442,19,SMU,1936x10x19
1936,1,13442,20,Marquette,1936x10x19
1936,2,13449,1,Minnesota,1936x10x26
1936,2,13449,2,Pittsburgh,1936x10x26
1936,2,13449,3,Northwestern,1936x10x26
1936,2,13449,4,Washington,1936x10x26
1936,2,13449,5,Fordham,1936x10x26
1936,2,13449,6,Army,1936x10x26
1936,2,13449,7,USC,1936x10x26
1936,2,13449,8,LSU,1936x10x26
1936,2,13449,9,Tulane,1936x10x26
1936,2,13449,10,Marquette,1936x10x26
1936,2,13449,11,Nebraska,1936x10x26
1936,2,13449,12,Yale,1936x10x26
1936,2,13449,13,Duke,1936x10x26
1936,2,13449,13,Holy Cross,1936x10x26
1936,2,13449,15,SMU,1936x10x26
1936,2,13449,16,Auburn,1936x10x26
1936,2,13449,17,Princeton,1936x10x26
1936,2,13449,17,Purdue,1936x10x26
1936,2,13449,19,Santa Clara,1936x10x26
1936,2,13449,20,Pennsylvania,1936x10x26
1936,2,13449,20,St. Mary's,1936x10x26
1936,3,13456,1,Northwestern,1936x11x02
1936,3,13456,2,Minnesota,1936x11x02
1936,3,13456,3,Fordham,1936x11x02
1936,3,13456,4,Marquette,1936x11x02
1936,3,13456,5,Pittsburgh,1936x11x02
1936,3,13456,6,Washington,1936x11x02
1936,3,13456,7,LSU,1936x11x02
1936,3,13456,8,Nebraska,1936x11x02
1936,3,13456,9,Santa Clara,1936x11x02
1936,3,13456,10,Tulane,1936x11x02
1936,3,13456,11,USC,1936x11x02
1936,3,13456,12,SMU,1936x11x02
1936,3,13456,13,Notre Dame,1936x11x02
1936,3,13456,14,Alabama,1936x11x02
1936,3,13456,15,Duke,1936x11x02
1936,3,13456,15,Pennsylvania,1936x11x02
1936,3,13456,17,Washington St.,1936x11x02
1936,3,13456,18,Dartmouth,1936x11x02
1936,3,13456,18,Tennessee,1936x11x02
1936,3,13456,20,Auburn,1936x11x02
1936,4,13463,1,Northwestern,1936x11x09
1936,4,13463,2,Minnesota,1936x11x09
1936,4,13463,3,Fordham,1936x11x09
1936,4,13463,4,Alabama,1936x11x09
1936,4,13463,5,Pittsburgh,1936x11x09
1936,4,13463,6,Nebraska,1936x11x09
1936,4,13463,7,LSU,1936x11x09
1936,4,13463,8,Marquette,1936x11x09
1936,4,13463,9,Santa Clara,1936x11x09
1936,4,13463,10,Washington,1936x11x09
1936,4,13463,11,Pennsylvania,1936x11x09
1936,4,13463,12,Dartmouth,1936x11x09
1936,4,13463,13,Duke,1936x11x09
1936,4,13463,14,Washington St.,1936x11x09
1936,4,13463,15,Texas A&M,1936x11x09
1936,4,13463,15,USC,1936x11x09
1936,4,13463,17,Holy Cross,1936x11x09
1936,4,13463,18,TCU,1936x11x09
1936,4,13463,19,SMU,1936x11x09
1936,4,13463,19,Temple,1936x11x09
1936,5,13470,1,Northwestern,1936x11x16
1936,5,13470,2,Minnesota,1936x11x16
1936,5,13470,3,Fordham,1936x11x16
1936,5,13470,4,Pittsburgh,1936x11x16
1936,5,13470,5,LSU,1936x11x16
1936,5,13470,6,Washington,1936x11x16
1936,5,13470,7,Marquette,1936x11x16
1936,5,13470,8,Alabama,1936x11x16
1936,5,13470,9,Santa Clara,1936x11x16
1936,5,13470,10,Pennsylvania,1936x11x16
1936,5,13470,11,Notre Dame,1936x11x16
1936,5,13470,12,Dartmouth,1936x11x16
1936,5,13470,13,Nebraska,1936x11x16
1936,5,13470,14,Texas A&M,1936x11x16
1936,5,13470,15,Washington St.,1936x11x16
1936,5,13470,16,Duke,1936x11x16
1936,5,13470,17,Holy Cross,1936x11x16
1936,5,13470,18,Ohio State,1936x11x16
1936,5,13470,19,Tennessee,1936x11x16
1936,5,13470,20,Duquesne,1936x11x16
1936,5,13470,20,Temple,1936x11x16
1936,6,13477,1,Minnesota,1936x11x23
1936,6,13477,2,LSU,1936x11x23
1936,6,13477,3,Alabama,1936x11x23
1936,6,13477,4,Pittsburgh,1936x11x23
1936,6,13477,5,Santa Clara,1936x11x23
1936,6,13477,6,Washington,1936x11x23
1936,6,13477,7,Northwestern,1936x11x23
1936,6,13477,8,Fordham,1936x11x23
1936,6,13477,9,Notre Dame,1936x11x23
1936,6,13477,10,Nebraska,1936x11x23
1936,6,13477,11,Duke,1936x11x23
1936,6,13477,12,Duquesne,1936x11x23
1936,6,13477,13,Pennsylvania,1936x11x23
1936,6,13477,14,Dartmouth,1936x11x23
1936,6,13477,15,Marquette,1936x11x23
1936,6,13477,16,Yale,1936x11x23
1936,6,13477,17,Tennessee,1936x11x23
1936,6,13477,18,TCU,1936x11x23
1936,6,13477,19,Tulane,1936x11x23
1936,6,13477,20,Washington St.,1936x11x23
1936,7,Final,1,Minnesota,1937x01x31
1936,7,Final,2,LSU,1937x01x31
1936,7,Final,3,Pittsburgh,1937x01x31
1936,7,Final,4,Alabama,1937x01x31
1936,7,Final,5,Washington,1937x01x31
1936,7,Final,6,Santa Clara,1937x01x31
1936,7,Final,7,Northwestern,1937x01x31
1936,7,Final,8,Notre Dame,1937x01x31
1936,7,Final,9,Nebraska,1937x01x31
1936,7,Final,10,Pennsylvania,1937x01x31
1936,7,Final,11,Duke,1937x01x31
1936,7,Final,12,Yale,1937x01x31
1936,7,Final,13,Dartmouth,1937x01x31
1936,7,Final,14,Duquesne,1937x01x31
1936,7,Final,15,Fordham,1937x01x31
1936,7,Final,16,TCU,1937x01x31
1936,7,Final,17,Tennessee,1937x01x31
1936,7,Final,18,Arkansas,1937x01x31
1936,7,Final,18,Navy,1937x01x31
1936,7,Final,20,Marquette,1937x01x31
1937,1,13806,1,California,1937x10x18
1937,1,13806,2,Alabama,1937x10x18
1937,1,13806,3,Pittsburgh,1937x10x18
1937,1,13806,4,Minnesota,1937x10x18
1937,1,13806,5,Yale,1937x10x18
1937,1,13806,6,LSU,1937x10x18
1937,1,13806,7,Northwestern,1937x10x18
1937,1,13806,8,Nebraska,1937x10x18
1937,1,13806,9,Fordham,1937x10x18
1937,1,13806,10,Duke,1937x10x18
1937,1,13806,11,USC,1937x10x18
1937,1,13806,12,Ohio State,1937x10x18
1937,1,13806,13,Texas A&M,1937x10x18
1937,1,13806,14,Santa Clara,1937x10x18
1937,1,13806,15,Baylor,1937x10x18
1937,1,13806,16,Wisconsin,1937x10x18
1937,1,13806,17,Syracuse,1937x10x18
1937,1,13806,18,Dartmouth,1937x10x18
1937,1,13806,19,Cornell,1937x10x18
1937,1,13806,20,Auburn,1937x10x18
1937,1,13806,20,Holy Cross,1937x10x18
1937,1,13806,20,Vanderbilt,1937x10x18
1937,2,13813,1,California,1937x10x25
1937,2,13813,2,Pittsburgh,1937x10x25
1937,2,13813,3,Alabama,1937x10x25
1937,2,13813,4,Minnesota,1937x10x25
1937,2,13813,5,Yale,1937x10x25
1937,2,13813,6,Baylor,1937x10x25
1937,2,13813,7,Vanderbilt,1937x10x25
1937,2,13813,8,Ohio State,1937x10x25
1937,2,13813,9,Dartmouth,1937x10x25
1937,2,13813,10,Fordham,1937x10x25
1937,2,13813,11,Nebraska,1937x10x25
1937,2,13813,12,Auburn,1937x10x25
1937,2,13813,13,Duke,1937x10x25
1937,2,13813,14,Santa Clara,1937x10x25
1937,2,13813,15,North Carolina,1937x10x25
1937,2,13813,16,Villanova,1937x10x25
1937,2,13813,17,LSU,1937x10x25
1937,2,13813,18,Detroit,1937x10x25
1937,2,13813,18,Holy Cross,1937x10x25
1937,2,13813,20,Arkansas,1937x10x25
1937,3,13820,1,California,1937x11x01
1937,3,13820,2,Alabama,1937x11x01
1937,3,13820,3,Pittsburgh,1937x11x01
1937,3,13820,4,Baylor,1937x11x01
1937,3,13820,5,Fordham,1937x11x01
1937,3,13820,6,Nebraska,1937x11x01
1937,3,13820,7,Yale,1937x11x01
1937,3,13820,8,Ohio State,1937x11x01
1937,3,13820,9,Dartmouth,1937x11x01
1937,3,13820,10,Santa Clara,1937x11x01
1937,3,13820,11,Duke,1937x11x01
1937,3,13820,12,Notre Dame,1937x11x01
1937,3,13820,13,Villanova,1937x11x01
1937,3,13820,14,Minnesota,1937x11x01
1937,3,13820,15,Tennessee,1937x11x01
1937,3,13820,16,Arkansas,1937x11x01
1937,3,13820,16,Duquesne,1937x11x01
1937,3,13820,18,LSU,1937x11x01
1937,3,13820,19,Northwestern,1937x11x01
1937,3,13820,19,Tulane,1937x11x01
1937,4,13827,1,Pittsburgh,1937x11x08
1937,4,13827,2,California,1937x11x08
1937,4,13827,3,Alabama,1937x11x08
1937,4,13827,4,Fordham,1937x11x08
1937,4,13827,5,Dartmouth,1937x11x08
1937,4,13827,6,Yale,1937x11x08
1937,4,13827,7,Santa Clara,1937x11x08
1937,4,13827,8,Duke,1937x11x08
1937,4,13827,9,Villanova,1937x11x08
1937,4,13827,10,Minnesota,1937x11x08
1937,4,13827,11,Nebraska,1937x11x08
1937,4,13827,12,LSU,1937x11x08
1937,4,13827,13,Baylor,1937x11x08
1937,4,13827,14,Auburn,1937x11x08
1937,4,13827,15,Rice,1937x11x08
1937,4,13827,16,Colorado,1937x11x08
1937,4,13827,17,Indiana,1937x11x08
1937,4,13827,18,Notre Dame,1937x11x08
1937,4,13827,19,Holy Cross,1937x11x08
1937,4,13827,20,Arkansas,1937x11x08
1937,5,13834,1,Pittsburgh,1937x11x15
1937,5,13834,2,California,1937x11x15
1937,5,13834,3,Alabama,1937x11x15
1937,5,13834,4,Fordham,1937x11x15
1937,5,13834,5,Yale,1937x11x15
1937,5,13834,6,Santa Clara,1937x11x15
1937,5,13834,7,Minnesota,1937x11x15
1937,5,13834,8,LSU,1937x11x15
1937,5,13834,9,Dartmouth,1937x11x15
1937,5,13834,10,Villanova,1937x11x15
1937,5,13834,11,Nebraska,1937x11x15
1937,5,13834,12,Notre Dame,1937x11x15
1937,5,13834,13,Stanford,1937x11x15
1937,5,13834,14,Holy Cross,1937x11x15
1937,5,13834,15,Rice,1937x11x15
1937,5,13834,16,Colorado,1937x11x15
1937,5,13834,17,North Carolina,1937x11x15
1937,5,13834,18,Vanderbilt,1937x11x15
1937,5,13834,19,Ohio State,1937x11x15
1937,5,13834,20,Indiana,1937x11x15
1937,6,13841,1,Pittsburgh,1937x11x22
1937,6,13841,2,California,1937x11x22
1937,6,13841,3,Fordham,1937x11x22
1937,6,13841,4,Alabama,1937x11x22
1937,6,13841,5,Minnesota,1937x11x22
1937,6,13841,6,Dartmouth,1937x11x22
1937,6,13841,7,Villanova,1937x11x22
1937,6,13841,8,Santa Clara,1937x11x22
1937,6,13841,9,Notre Dame,1937x11x22
1937,6,13841,10,LSU,1937x11x22
1937,6,13841,11,Nebraska,1937x11x22
1937,6,13841,12,Vanderbilt,1937x11x22
1937,6,13841,13,Washington,1937x11x22
1937,6,13841,14,TCU,1937x11x22
1937,6,13841,14,Yale,1937x11x22
1937,6,13841,16,Colorado,1937x11x22
1937,6,13841,17,Holy Cross,1937x11x22
1937,6,13841,18,Duke,1937x11x22
1937,6,13841,18,North Carolina,1937x11x22
1937,6,13841,20,Tulsa,1937x11x22
1937,7,Final,1,Pittsburgh,1938x01x31
1937,7,Final,2,California,1938x01x31
1937,7,Final,3,Fordham,1938x01x31
1937,7,Final,4,Alabama,1938x01x31
1937,7,Final,5,Minnesota,1938x01x31
1937,7,Final,6,Villanova,1938x01x31
1937,7,Final,7,Dartmouth,1938x01x31
1937,7,Final,8,LSU,1938x01x31
1937,7,Final,9,Notre Dame,1938x01x31
1937,7,Final,9,Santa Clara,1938x01x31
1937,7,Final,11,Nebraska,1938x01x31
1937,7,Final,12,Yale,1938x01x31
1937,7,Final,13,Ohio State,1938x01x31
1937,7,Final,14,Arkansas,1938x01x31
1937,7,Final,14,Holy Cross,1938x01x31
1937,7,Final,16,TCU,1938x01x31
1937,7,Final,17,Colorado,1938x01x31
1937,7,Final,18,Rice,1938x01x31
1937,7,Final,19,North Carolina,1938x01x31
1937,7,Final,20,Duke,1938x01x31
1938,1,14170,1,Pittsburgh,1938x10x17
1938,1,14170,2,Minnesota,1938x10x17
1938,1,14170,3,California,1938x10x17
1938,1,14170,4,Dartmouth,1938x10x17
1938,1,14170,5,Notre Dame,1938x10x17
1938,1,14170,6,Santa Clara,1938x10x17
1938,1,14170,7,TCU,1938x10x17
1938,1,14170,8,Tennessee,1938x10x17
1938,1,14170,9,Duke,1938x10x17
1938,1,14170,10,Syracuse,1938x10x17
1938,1,14170,11,Fordham,1938x10x17
1938,1,14170,12,Michigan,1938x10x17
1938,1,14170,13,Carnegie Tech,1938x10x17
1938,1,14170,14,Oklahoma,1938x10x17
1938,1,14170,15,Alabama,1938x10x17
1938,1,14170,16,Vanderbilt,1938x10x17
1938,1,14170,17,Baylor,1938x10x17
1938,1,14170,18,Northwestern,1938x10x17
1938,1,14170,19,North Carolina,1938x10x17
1938,1,14170,20,Villanova,1938x10x17
1938,2,14177,1,Pittsburgh,1938x10x24
1938,2,14177,2,Minnesota,1938x10x24
1938,2,14177,3,California,1938x10x24
1938,2,14177,4,TCU,1938x10x24
1938,2,14177,5,Santa Clara,1938x10x24
1938,2,14177,6,Dartmouth,1938x10x24
1938,2,14177,7,Notre Dame,1938x10x24
1938,2,14177,8,Tennessee,1938x10x24
1938,2,14177,9,Fordham,1938x10x24
1938,2,14177,10,Oklahoma,1938x10x24
1938,2,14177,11,Duke,1938x10x24
1938,2,14177,12,Northwestern,1938x10x24
1938,2,14177,13,Michigan,1938x10x24
1938,2,14177,14,Holy Cross,1938x10x24
1938,2,14177,15,Villanova,1938x10x24
1938,2,14177,16,Carnegie Tech,1938x10x24
1938,2,14177,17,Cornell,1938x10x24
1938,2,14177,18,Alabama,1938x10x24
1938,2,14177,19,USC,1938x10x24
1938,2,14177,20,Ohio State,1938x10x24
1938,3,14184,1,Pittsburgh,1938x10x31
1938,3,14184,2,TCU,1938x10x31
1938,3,14184,3,California,1938x10x31
1938,3,14184,4,Notre Dame,1938x10x31
1938,3,14184,5,Dartmouth,1938x10x31
1938,3,14184,6,Tennessee,1938x10x31
1938,3,14184,7,Northwestern,1938x10x31
1938,3,14184,8,Santa Clara,1938x10x31
1938,3,14184,9,Duke,1938x10x31
1938,3,14184,10,Fordham,1938x10x31
1938,3,14184,11,Oklahoma,1938x10x31
1938,3,14184,12,Minnesota,1938x10x31
1938,3,14184,13,Holy Cross,1938x10x31
1938,3,14184,13,USC,1938x10x31
1938,3,14184,15,Alabama,1938x10x31
1938,3,14184,16,Cornell,1938x10x31
1938,3,14184,16,Michigan,1938x10x31
1938,3,14184,18,Iowa State,1938x10x31
1938,3,14184,19,Carnegie Tech,1938x10x31
1938,3,14184,19,Texas A&M,1938x10x31
1938,4,14191,1,TCU,1938x11x07
1938,4,14191,2,Notre Dame,1938x11x07
1938,4,14191,3,Pittsburgh,1938x11x07
1938,4,14191,4,Tennessee,1938x11x07
1938,4,14191,5,Dartmouth,1938x11x07
1938,4,14191,6,Carnegie Tech,1938x11x07
1938,4,14191,7,Duke,1938x11x07
1938,4,14191,8,Santa Clara,1938x11x07
1938,4,14191,9,USC,1938x11x07
1938,4,14191,10,Oklahoma,1938x11x07
1938,4,14191,11,Holy Cross,1938x11x07
1938,4,14191,12,Minnesota,1938x11x07
1938,4,14191,13,Fordham,1938x11x07
1938,4,14191,14,California,1938x11x07
1938,4,14191,15,Wisconsin,1938x11x07
1938,4,14191,16,Alabama,1938x11x07
1938,4,14191,17,Northwestern,1938x11x07
1938,4,14191,18,Michigan,1938x11x07
1938,4,14191,19,Villanova,1938x11x07
1938,4,14191,20,Cornell,1938x11x07
1938,5,14198,1,Notre Dame,1938x11x14
1938,5,14198,2,TCU,1938x11x14
1938,5,14198,3,Tennessee,1938x11x14
1938,5,14198,4,Duke,1938x11x14
1938,5,14198,5,Pittsburgh,1938x11x14
1938,5,14198,6,Carnegie Tech,1938x11x14
1938,5,14198,7,Oklahoma,1938x11x14
1938,5,14198,8,Cornell,1938x11x14
1938,5,14198,9,California,1938x11x14
1938,5,14198,10,Holy Cross,1938x11x14
1938,5,14198,11,Santa Clara,1938x11x14
1938,5,14198,12,Wisconsin,1938x11x14
1938,5,14198,13,USC,1938x11x14
1938,5,14198,14,Dartmouth,1938x11x14
1938,5,14198,15,Villanova,1938x11x14
1938,5,14198,16,Northwestern,1938x11x14
1938,5,14198,17,Michigan,1938x11x14
1938,5,14198,18,Fordham,1938x11x14
1938,5,14198,19,Texas Tech,1938x11x14
1938,5,14198,20,Alabama,1938x11x14
1938,6,14205,1,Notre Dame,1938x11x21
1938,6,14205,2,TCU,1938x11x21
1938,6,14205,3,Duke,1938x11x21
1938,6,14205,4,Pittsburgh,1938x11x21
1938,6,14205,4,Tennessee,1938x11x21
1938,6,14205,6,Oklahoma,1938x11x21
1938,6,14205,7,Carnegie Tech,1938x11x21
1938,6,14205,8,Minnesota,1938x11x21
1938,6,14205,9,California,1938x11x21
1938,6,14205,10,Cornell,1938x11x21
1938,6,14205,11,Holy Cross,1938x11x21
1938,6,14205,12,Michigan,1938x11x21
1938,6,14205,13,Dartmouth,1938x11x21
1938,6,14205,14,USC,1938x11x21
1938,6,14205,15,Northwestern,1938x11x21
1938,6,14205,16,Villanova,1938x11x21
1938,6,14205,17,Texas Tech,1938x11x21
1938,6,14205,18,Fordham,1938x11x21
1938,6,14205,19,Santa Clara,1938x11x21
1938,6,14205,20,Georgetown,1938x11x21
1938,7,14212,1,Notre Dame,1938x11x28
1938,7,14212,2,TCU,1938x11x28
1938,7,14212,3,Duke,1938x11x28
1938,7,14212,4,Tennessee,1938x11x28
1938,7,14212,5,Oklahoma,1938x11x28
1938,7,14212,6,Carnegie Tech,1938x11x28
1938,7,14212,7,Pittsburgh,1938x11x28
1938,7,14212,8,USC,1938x11x28
1938,7,14212,9,Holy Cross,1938x11x28
1938,7,14212,10,Minnesota,1938x11x28
1938,7,14212,11,Cornell,1938x11x28
1938,7,14212,12,California,1938x11x28
1938,7,14212,13,Fordham,1938x11x28
1938,7,14212,14,Texas Tech,1938x11x28
1938,7,14212,15,Villanova,1938x11x28
1938,7,14212,16,Michigan,1938x11x28
1938,7,14212,17,Alabama,1938x11x28
1938,7,14212,18,Tulane,1938x11x28
1938,7,14212,19,Northwestern,1938x11x28
1938,7,14212,20,Dartmouth,1938x11x28
1938,8,Final,1,TCU,1939x01x31
1938,8,Final,2,Tennessee,1939x01x31
1938,8,Final,3,Duke,1939x01x31
1938,8,Final,4,Oklahoma,1939x01x31
1938,8,Final,5,Notre Dame,1939x01x31
1938,8,Final,6,Carnegie Tech,1939x01x31
1938,8,Final,7,USC,1939x01x31
1938,8,Final,8,Pittsburgh,1939x01x31
1938,8,Final,9,Holy Cross,1939x01x31
1938,8,Final,10,Minnesota,1939x01x31
1938,8,Final,11,Texas Tech,1939x01x31
1938,8,Final,12,Cornell,1939x01x31
1938,8,Final,13,Alabama,1939x01x31
1938,8,Final,14,California,1939x01x31
1938,8,Final,15,Fordham,1939x01x31
1938,8,Final,16,Michigan,1939x01x31
1938,8,Final,17,Northwestern,1939x01x31
1938,8,Final,18,Villanova,1939x01x31
1938,8,Final,19,Tulane,1939x01x31
1938,8,Final,20,Dartmouth,1939x01x31
1939,1,14534,1,Pittsburgh,1939x10x16
1939,1,14534,2,Notre Dame,1939x10x16
1939,1,14534,3,Oklahoma,1939x10x16
1939,1,14534,4,Tulane,1939x10x16
1939,1,14534,5,Tennessee,1939x10x16
1939,1,14534,6,Michigan,1939x10x16
1939,1,14534,7,USC,1939x10x16
1939,1,14534,8,Alabama,1939x10x16
1939,1,14534,9,Texas A&M,1939x10x16
1939,1,14534,10,Ohio State,1939x10x16
1939,1,14534,11,Oregon,1939x10x16
1939,1,14534,12,Cornell,1939x10x16
1939,1,14534,13,Duke,1939x10x16
1939,1,14534,14,North Carolina,1939x10x16
1939,1,14534,15,Carnegie Tech,1939x10x16
1939,1,14534,16,Nebraska,1939x10x16
1939,1,14534,17,Mississippi,1939x10x16
1939,1,14534,18,SMU,1939x10x16
1939,1,14534,19,Baylor,1939x10x16
1939,1,14534,20,St. Mary's,1939x10x16
1939,2,14541,1,Tennessee,1939x10x23
1939,2,14541,2,Notre Dame,1939x10x23
1939,2,14541,3,Michigan,1939x10x23
1939,2,14541,4,Ohio State,1939x10x23
1939,2,14541,5,Texas A&M,1939x10x23
1939,2,14541,6,Oklahoma,1939x10x23
1939,2,14541,7,Cornell,1939x10x23
1939,2,14541,8,USC,1939x10x23
1939,2,14541,9,Tulane,1939x10x23
1939,2,14541,10,Nebraska,1939x10x23
1939,2,14541,11,Duquesne,1939x10x23
1939,2,14541,12,Duke,1939x10x23
1939,2,14541,13,North Carolina,1939x10x23
1939,2,14541,14,Mississippi,1939x10x23
1939,2,14541,15,Oregon St.,1939x10x23
1939,2,14541,16,Pennsylvania,1939x10x23
1939,2,14541,17,SMU,1939x10x23
1939,2,14541,18,Pittsburgh,1939x10x23
1939,2,14541,19,NYU,1939x10x23
1939,2,14541,20,Alabama,1939x10x23
1939,3,14548,1,Tennessee,1939x10x30
1939,3,14548,2,Michigan,1939x10x30
1939,3,14548,3,Cornell,1939x10x30
1939,3,14548,4,Notre Dame,1939x10x30
1939,3,14548,5,Texas A&M,1939x10x30
1939,3,14548,6,Oklahoma,1939x10x30
1939,3,14548,7,USC,1939x10x30
1939,3,14548,8,Tulane,1939x10x30
1939,3,14548,9,North Carolina,1939x10x30
1939,3,14548,10,Nebraska,1939x10x30
1939,3,14548,11,Oregon St.,1939x10x30
1939,3,14548,12,Duke,1939x10x30
1939,3,14548,13,Duquesne,1939x10x30
1939,3,14548,14,Ohio State,1939x10x30
1939,3,14548,15,Kentucky,1939x10x30
1939,3,14548,16,SMU,1939x10x30
1939,3,14548,17,NYU,1939x10x30
1939,3,14548,18,LSU,1939x10x30
1939,3,14548,19,Alabama,1939x10x30
1939,3,14548,19,UCLA,1939x10x30
1939,4,14555,1,Tennessee,1939x11x06
1939,4,14555,2,Texas A&M,1939x11x06
1939,4,14555,3,Notre Dame,1939x11x06
1939,4,14555,4,USC,1939x11x06
1939,4,14555,5,Cornell,1939x11x06
1939,4,14555,6,Oklahoma,1939x11x06
1939,4,14555,7,Tulane,1939x11x06
1939,4,14555,8,North Carolina,1939x11x06
1939,4,14555,9,Ohio State,1939x11x06
1939,4,14555,10,Michigan,1939x11x06
1939,4,14555,11,UCLA,1939x11x06
1939,4,14555,12,Duquesne,1939x11x06
1939,4,14555,13,SMU,1939x11x06
1939,4,14555,14,Dartmouth,1939x11x06
1939,4,14555,15,Duke,1939x11x06
1939,4,14555,16,Santa Clara,1939x11x06
1939,4,14555,17,NYU,1939x11x06
1939,4,14555,18,Kentucky,1939x11x06
1939,4,14555,19,Mississippi,1939x11x06
1939,4,14555,20,Alabama,1939x11x06
1939,5,14562,1,Tennessee,1939x11x13
1939,5,14562,2,Texas A&M,1939x11x13
1939,5,14562,3,USC,1939x11x13
1939,5,14562,4,Cornell,1939x11x13
1939,5,14562,5,Oklahoma,1939x11x13
1939,5,14562,6,Tulane,1939x11x13
1939,5,14562,7,North Carolina,1939x11x13
1939,5,14562,8,Ohio State,1939x11x13
1939,5,14562,9,Notre Dame,1939x11x13
1939,5,14562,10,Duquesne,1939x11x13
1939,5,14562,11,UCLA,1939x11x13
1939,5,14562,12,Missouri,1939x11x13
1939,5,14562,13,Duke,1939x11x13
1939,5,14562,14,Santa Clara,1939x11x13
1939,5,14562,15,Iowa,1939x11x13
1939,5,14562,16,Clemson,1939x11x13
1939,5,14562,17,SMU,1939x11x13
1939,5,14562,18,Holy Cross,1939x11x13
1939,5,14562,19,Oregon St.,1939x11x13
1939,5,14562,20,Dartmouth,1939x11x13
1939,5,14562,20,Minnesota,1939x11x13
1939,6,14569,1,Texas A&M,1939x11x20
1939,6,14569,2,Tennessee,1939x11x20
1939,6,14569,3,Cornell,1939x11x20
1939,6,14569,4,USC,1939x11x20
1939,6,14569,5,Tulane,1939x11x20
1939,6,14569,6,Ohio State,1939x11x20
1939,6,14569,7,Notre Dame,1939x11x20
1939,6,14569,8,Duke,1939x11x20
1939,6,14569,9,Iowa,1939x11x20
1939,6,14569,10,Missouri,1939x11x20
1939,6,14569,11,Holy Cross,1939x11x20
1939,6,14569,12,Duquesne,1939x11x20
1939,6,14569,13,UCLA,1939x11x20
1939,6,14569,14,Oklahoma,1939x11x20
1939,6,14569,15,Clemson,1939x11x20
1939,6,14569,16,Georgetown,1939x11x20
1939,6,14569,17,North Carolina,1939x11x20
1939,6,14569,17,Santa Clara,1939x11x20
1939,6,14569,19,Georgia Tech,1939x11x20
1939,6,14569,19,Princeton,1939x11x20
1939,7,14576,1,Texas A&M,1939x11x27
1939,7,14576,1,USC,1939x11x27
1939,7,14576,3,Cornell,1939x11x27
1939,7,14576,4,Tennessee,1939x11x27
1939,7,14576,5,Tulane,1939x11x27
1939,7,14576,6,Duquesne,1939x11x27
1939,7,14576,7,Duke,1939x11x27
1939,7,14576,8,Missouri,1939x11x27
1939,7,14576,9,Iowa,1939x11x27
1939,7,14576,10,Holy Cross,1939x11x27
1939,7,14576,11,Notre Dame,1939x11x27
1939,7,14576,12,Ohio State,1939x11x27
1939,7,14576,13,UCLA,1939x11x27
1939,7,14576,14,Clemson,1939x11x27
1939,7,14576,15,Michigan,1939x11x27
1939,7,14576,16,North Carolina,1939x11x27
1939,7,14576,17,Georgetown,1939x11x27
1939,7,14576,18,Nebraska,1939x11x27
1939,7,14576,19,San Jose St.,1939x11x27
1939,7,14576,20,Santa Clara,1939x11x27
1939,8,14583,1,Texas A&M,1939x12x04
1939,8,14583,2,Tennessee,1939x12x04
1939,8,14583,3,USC,1939x12x04
1939,8,14583,4,Cornell,1939x12x04
1939,8,14583,5,Tulane,1939x12x04
1939,8,14583,6,Duke,1939x12x04
1939,8,14583,7,Missouri,1939x12x04
1939,8,14583,8,Iowa,1939x12x04
1939,8,14583,9,UCLA,1939x12x04
1939,8,14583,10,Duquesne,1939x12x04
1939,8,14583,11,Notre Dame,1939x12x04
1939,8,14583,12,Ohio State,1939x12x04
1939,8,14583,13,Georgia Tech,1939x12x04
1939,8,14583,14,Boston College,1939x12x04
1939,8,14583,15,Clemson,1939x12x04
1939,8,14583,16,Santa Clara,1939x12x04
1939,8,14583,17,Nebraska,1939x12x04
1939,8,14583,18,Fordham,1939x12x04
1939,8,14583,18,San Jose St.,1939x12x04
1939,8,14583,20,Georgetown,1939x12x04
1939,9,Final,1,Texas A&M,1940x01x31
1939,9,Final,2,Tennessee,1940x01x31
1939,9,Final,3,USC,1940x01x31
1939,9,Final,4,Cornell,1940x01x31
1939,9,Final,5,Tulane,1940x01x31
1939,9,Final,6,Missouri,1940x01x31
1939,9,Final,7,UCLA,1940x01x31
1939,9,Final,8,Duke,1940x01x31
1939,9,Final,9,Iowa,1940x01x31
1939,9,Final,10,Duquesne,1940x01x31
1939,9,Final,11,Boston College,1940x01x31
1939,9,Final,12,Clemson,1940x01x31
1939,9,Final,13,Notre Dame,1940x01x31
