year,name1,round,game,seed1,team1,score1,seed2,team2,score2,ot
1962,Mideast Regional,8,302,99,Kentucky,64,99,Ohio State,74,
1962,Midwest Regional,8,303,99,Colorado,46,99,Cincinnati,73,
1962,West Regional,8,304,99,Oregon St.,69,99,UCLA,88,
1962,Final Four,4,201,99,Wake Forest,68,99,Ohio State,84,
1962,Final Four,4,202,99,Cincinnati,72,99,UCLA,70,
1962,Final Four,3,151,99,Wake Forest,82,99,UCLA,80,
1962,Final Four,2,101,99,Ohio State,59,99,Cincinnati,71,
1963,East Regional,32,502,99,NYU,93,99,Pittsburgh,83,
1963,East Regional,32,503,99,West Virginia,77,99,Connecticut,71,
1963,East Regional,32,504,99,St. Joseph's,82,99,Princeton,81,OT
1963,Mideast Regional,32,506,99,Bowling Green,77,99,Notre Dame,72,
1963,Mideast Regional,32,507,99,Tennessee Tech,42,99,Loyola Chicago,111,
1963,Midwest Regional,32,510,99,Colorado St.,67,99,Oklahoma City,70,
1963,Midwest Regional,32,511,99,Texas,65,99,UTEP,47,
1963,West Regional,32,514,99,Arizona St.,79,99,Utah State,75,OT
1963,West Regional,32,515,99,Seattle,66,99,Oregon St.,70,
1963,East Regional,16,401,99,Duke,81,99,NYU,76,
1963,East Regional,16,402,99,West Virginia,88,99,St. Joseph's,97,
1963,Mideast Regional,16,403,99,Illinois,70,99,Bowling Green,67,
1963,Mideast Regional,16,404,99,Loyola Chicago,61,99,Miss State,51,
1963,Midwest Regional,16,405,99,Colorado,78,99,Oklahoma City,72,
1963,Midwest Regional,16,406,99,Texas,68,99,Cincinnati,73,
1963,West Regional,16,407,99,UCLA,79,99,Arizona St.,93,
1963,West Regional,16,408,99,Oregon St.,65,99,San Francisco,61,
1963,East Regional,9,351,99,West Virginia,83,99,NYU,73,
1963,Mideast Regional,9,352,99,Miss State,65,99,Bowling Green,60,
1963,Midwest Regional,9,353,99,Texas,90,99,Oklahoma City,83,
1963,West Regional,9,354,99,San Francisco,76,99,UCLA,75,
1963,East Regional,8,301,99,Duke,73,99,St. Joseph's,59,
1963,Mideast Regional,8,302,99,Illinois,64,99,Loyola Chicago,79,
1963,Midwest Regional,8,303,99,Colorado,60,99,Cincinnati,67,
1963,West Regional,8,304,99,Arizona St.,65,99,Oregon St.,83,
1963,Final Four,4,201,99,Duke,75,99,Loyola Chicago,94,
1963,Final Four,4,202,99,Cincinnati,80,99,Oregon St.,46,
1963,Final Four,3,151,99,Duke,85,99,Oregon St.,63,
1963,Final Four,2,101,99,Loyola Chicago,60,99,Cincinnati,58,OT
1964,East Regional,32,502,99,Villanova,77,99,Providence,66,
1964,East Regional,32,503,99,Temple,48,99,Connecticut,53,
1964,East Regional,32,504,99,Princeton,86,99,VMI,60,
1964,Mideast Regional,32,506,99,Ohio,71,99,Louisville,69,OT
1964,Mideast Regional,32,507,99,Murray St.,91,99,Loyola Chicago,101,
1964,Midwest Regional,32,510,99,Oklahoma City,78,99,Creighton,89,
1964,Midwest Regional,32,511,99,Texas A&M,62,99,UTEP,68,
1964,West Regional,32,514,99,Oregon St.,57,99,Seattle,61,
1964,West Regional,32,515,99,Arizona St.,90,99,Utah State,92,
1964,East Regional,16,401,99,Duke,87,99,Villanova,73,
1964,East Regional,16,402,99,Connecticut,52,99,Princeton,50,
1964,Mideast Regional,16,403,99,Kentucky,69,99,Ohio,85,
1964,Mideast Regional,16,404,99,Loyola Chicago,80,99,Michigan,84,
1964,Midwest Regional,16,405,99,Wichita St.,84,99,Creighton,68,
1964,Midwest Regional,16,406,99,UTEP,60,99,Kansas St.,64,
1964,West Regional,16,407,99,UCLA,95,99,Seattle,90,
1964,West Regional,16,408,99,Utah State,58,99,San Francisco,64,
1964,East Regional,9,351,99,Villanova,74,99,Princeton,62,
1964,Mideast Regional,9,352,99,Loyola Chicago,100,99,Kentucky,91,
1964,Midwest Regional,9,353,99,UTEP,63,99,Creighton,52,
1964,West Regional,9,354,99,Seattle,88,99,Utah State,78,
1964,East Regional,8,301,99,Duke,101,99,Connecticut,54,
1964,Mideast Regional,8,302,99,Ohio,57,99,Michigan,69,
1964,Midwest Regional,8,303,99,Wichita St.,86,99,Kansas St.,94,
1964,West Regional,8,304,99,UCLA,76,99,San Francisco,72,
1964,Final Four,4,201,99,Duke,91,99,Michigan,80,
1964,Final Four,4,202,99,Kansas St.,84,99,UCLA,90,
1964,Final Four,3,151,99,Michigan,100,99,Kansas St.,90,
1964,Final Four,2,101,99,Duke,83,99,UCLA,98,
1965,East Regional,32,502,99,Princeton,60,99,Penn State,58,
1965,East Regional,32,503,99,St. Joseph's,67,99,Connecticut,61,
1965,East Regional,32,504,99,West Virginia,67,99,Providence,91,
1965,Mideast Regional,32,506,99,Ohio,65,99,Dayton,66,
1965,Mideast Regional,32,507,99,Eastern Ky.,52,99,DePaul,99,
1965,Midwest Regional,32,510,99,Houston,99,99,Notre Dame,98,
1965,West Regional,32,514,99,Oklahoma City,70,99,Colorado St.,68,
1965,East Regional,16,401,99,NC State,48,99,Princeton,66,
1965,East Regional,16,402,99,St. Joseph's,73,99,Providence,81,OT
1965,Mideast Regional,16,403,99,Michigan,98,99,Dayton,71,
1965,Mideast Regional,16,404,99,DePaul,78,99,Vanderbilt,83,OT
1965,Midwest Regional,16,405,99,Oklahoma St.,75,99,Houston,60,
1965,Midwest Regional,16,406,99,SMU,81,99,Wichita St.,86,
1965,West Regional,16,407,99,San Francisco,91,99,Oklahoma City,67,
1965,West Regional,16,408,99,BYU,76,99,UCLA,100,
1965,East Regional,9,351,99,NC State,103,99,St. Joseph's,81,
1965,Mideast Regional,9,352,99,Dayton,75,99,DePaul,69,
1965,Midwest Regional,9,353,99,SMU,89,99,Houston,87,
1965,West Regional,9,354,99,Oklahoma City,112,99,BYU,102,
1965,East Regional,8,301,99,Princeton,109,99,Providence,69,
1965,Mideast Regional,8,302,99,Michigan,87,99,Vanderbilt,85,
1965,Midwest Regional,8,303,99,Oklahoma St.,46,99,Wichita St.,54,
1965,West Regional,8,304,99,San Francisco,93,99,UCLA,101,
1965,Final Four,4,201,99,Princeton,76,99,Michigan,93,
1965,Final Four,4,202,99,Wichita St.,89,99,UCLA,108,
1965,Final Four,3,151,99,Princeton,118,99,Wichita St.,82,
1965,Final Four,2,101,99,Michigan,80,99,UCLA,91,
1966,East Regional,32,502,99,St. Joseph's,65,99,Providence,48,
1966,East Regional,32,503,99,Davidson,95,99,Rhode Island,65,
1966,Mideast Regional,32,506,99,Miami Ohio,51,99,Dayton,58,
1966,Mideast Regional,32,507,99,Western Ky.,105,99,Loyola Chicago,86,
1966,Midwest Regional,32,510,99,UTEP,89,99,Oklahoma City,74,
1966,West Regional,32,514,99,Houston,82,99,Colorado St.,76,
1966,East Regional,16,401,99,Duke,76,99,St. Joseph's,74,
1966,East Regional,16,402,99,Davidson,78,99,Syracuse,94,
1966,Mideast Regional,16,403,99,Kentucky,86,99,Dayton,79,
1966,Mideast Regional,16,404,99,Western Ky.,79,99,Michigan,80,
1966,Midwest Regional,16,405,99,Cincinnati,76,99,UTEP,78,OT
1966,Midwest Regional,16,406,99,SMU,70,99,Kansas,76,
1966,West Regional,16,407,99,Oregon St.,63,99,Houston,60,
1966,West Regional,16,408,99,Utah,83,99,Pacific,74,
1966,East Regional,9,351,99,St. Joseph's,92,99,Davidson,76,
1966,Mideast Regional,9,352,99,Western Ky.,82,99,Dayton,62,
1966,Midwest Regional,9,353,99,SMU,89,99,Cincinnati,84,
1966,West Regional,9,354,99,Houston,102,99,Pacific,91,
1966,East Regional,8,301,99,Duke,91,99,Syracuse,81,
1966,Mideast Regional,8,302,99,Kentucky,84,99,Michigan,77,
1966,Midwest Regional,8,303,99,UTEP,81,99,Kansas,80,2OT
1966,West Regional,8,304,99,Oregon St.,64,99,Utah,70,
1966,Final Four,4,201,99,Duke,79,99,Kentucky,83,
1966,Final Four,4,202,99,UTEP,85,99,Utah,78,
1966,Final Four,3,151,99,Duke,79,99,Utah,77,
1966,Final Four,2,101,99,Kentucky,65,99,UTEP,72,
1967,East Regional,32,502,99,Princeton,68,99,West Virginia,57,
1967,East Regional,32,503,99,St. John's,57,99,Temple,53,
1967,East Regional,32,504,99,Boston College,48,99,Connecticut,42,
1967,Mideast Regional,32,506,99,Dayton,69,99,Western Ky.,67,OT
1967,Mideast Regional,32,507,99,Virginia Tech,82,99,Toledo,76,
1967,Midwest Regional,32,510,99,Houston,59,99,New Mexico St.,58,
1967,West Regional,32,514,99,UTEP,62,99,Seattle,54,
1967,East Regional,16,401,99,North Carolina,78,99,Princeton,70,OT
1967,East Regional,16,402,99,St. John's,62,99,Boston College,63,
1967,Mideast Regional,16,403,99,Tennessee,52,99,Dayton,53,
1967,Mideast Regional,16,404,99,Virginia Tech,79,99,Indiana,70,
1967,Midwest Regional,16,405,99,Kansas,53,99,Houston,66,
1967,Midwest Regional,16,406,99,SMU,83,99,Louisville,81,
1967,West Regional,16,407,99,Pacific,72,99,UTEP,63,
1967,West Regional,16,408,99,UCLA,109,99,Wyoming,60,
1967,East Regional,9,351,99,Princeton,78,99,St. John's,58,
1967,Mideast Regional,9,352,99,Indiana,51,99,Tennessee,44,
1967,Midwest Regional,9,353,99,Kansas,70,99,Louisville,68,
1967,West Regional,9,354,99,UTEP,69,99,Wyoming,67,
1967,East Regional,8,301,99,North Carolina,96,99,Boston College,80,
1967,Mideast Regional,8,302,99,Dayton,71,99,Virginia Tech,66,OT
1967,Midwest Regional,8,303,99,Houston,83,99,SMU,75,
1967,West Regional,8,304,99,Pacific,64,99,UCLA,80,
1967,Final Four,4,201,99,North Carolina,62,99,Dayton,76,
1967,Final Four,4,202,99,Houston,58,99,UCLA,73,
1967,Final Four,3,151,99,North Carolina,62,99,Houston,84,
1967,Final Four,2,101,99,Dayton,64,99,UCLA,79,
1968,East Regional,32,502,99,St. Bonaventure,102,99,Boston College,93,
1968,East Regional,32,503,99,Davidson,79,99,St. John's,70,
1968,East Regional,32,504,99,Columbia,83,99,La Salle,69,
1968,Mideast Regional,32,506,99,ETSU,79,99,Florida St.,69,
1968,Mideast Regional,32,507,99,Marquette,72,99,Bowling Green,71,
1968,Midwest Regional,32,510,99,Houston,94,99,Loyola Chicago,76,
1968,West Regional,32,514,99,New Mexico St.,68,99,Weber St.,57,
1968,East Regional,16,401,99,North Carolina,91,99,St. Bonaventure,72,
1968,East Regional,16,402,99,Davidson,61,99,Columbia,59,OT
1968,Mideast Regional,16,403,99,Ohio State,79,99,ETSU,72,
1968,Mideast Regional,16,404,99,Marquette,89,99,Kentucky,107,
1968,Midwest Regional,16,405,99,Louisville,75,99,Houston,91,
1968,Midwest Regional,16,406,99,TCU,77,99,Kansas St.,72,
1968,West Regional,16,407,99,UCLA,58,99,New Mexico St.,49,
1968,West Regional,16,408,99,Santa Clara,86,99,New Mexico,73,
1968,East Regional,9,351,99,Columbia,95,99,St. Bonaventure,75,
1968,Mideast Regional,9,352,99,Marquette,69,99,ETSU,57,
1968,Midwest Regional,9,353,99,Louisville,93,99,Kansas St.,63,
1968,West Regional,9,354,99,New Mexico St.,62,99,New Mexico,58,
1968,East Regional,8,301,99,North Carolina,70,99,Davidson,66,
1968,Mideast Regional,8,302,99,Ohio State,82,99,Kentucky,81,
1968,Midwest Regional,8,303,99,Houston,103,99,TCU,68,
1968,West Regional,8,304,99,UCLA,87,99,Santa Clara,66,
1968,Final Four,4,201,99,North Carolina,80,99,Ohio State,66,
1968,Final Four,4,202,99,Houston,69,99,UCLA,101,
1968,Final Four,3,151,99,Ohio State,89,99,Houston,85,
1968,Final Four,2,101,99,North Carolina,55,99,UCLA,78,
1969,East Regional,32,502,99,Duquesne,74,99,St. Joseph's,52,
1969,East Regional,32,503,99,Davidson,75,99,Villanova,61,
1969,East Regional,32,504,99,St. John's,72,99,Princeton,63,
1969,Mideast Regional,32,506,99,Miami Ohio,63,99,Notre Dame,60,
1969,Mideast Regional,32,507,99,Marquette,82,99,Murray St.,62,
1969,Midwest Regional,32,510,99,Texas A&M,81,99,Trinity,66,
1969,Midwest Regional,32,511,99,Colorado St.,52,99,Dayton,50,
1969,West Regional,32,514,99,New Mexico St.,74,99,BYU,62,
1969,West Regional,32,515,99,Weber St.,75,99,Seattle,73,
1969,East Regional,16,401,99,North Carolina,79,99,Duquesne,78,
1969,East Regional,16,402,99,Davidson,79,99,St. John's,69,
1969,Mideast Regional,16,403,99,Purdue,91,99,Miami Ohio,71,
1969,Mideast Regional,16,404,99,Marquette,81,99,Kentucky,74,
1969,Midwest Regional,16,405,99,Drake,81,99,Texas A&M,63,
1969,Midwest Regional,16,406,99,Colorado St.,64,99,Colorado,56,
1969,West Regional,16,407,99,UCLA,53,99,New Mexico St.,38,
1969,West Regional,16,408,99,Weber St.,59,99,Santa Clara,63,OT
1969,East Regional,9,351,99,Duquesne,75,99,St. John's,72,
1969,Mideast Regional,9,352,99,Kentucky,72,99,Miami Ohio,71,
1969,Midwest Regional,9,353,99,Colorado,97,99,Texas A&M,82,
1969,West Regional,9,354,99,Weber St.,58,99,New Mexico St.,56,
1969,East Regional,8,301,99,North Carolina,87,99,Davidson,85,
1969,Mideast Regional,8,302,99,Purdue,75,99,Marquette,73,OT
1969,Midwest Regional,8,303,99,Drake,84,99,Colorado St.,77,
1969,West Regional,8,304,99,UCLA,90,99,Santa Clara,52,
1969,Final Four,4,201,99,North Carolina,65,99,Purdue,92,
1969,Final Four,4,202,99,Drake,82,99,UCLA,85,
1969,Final Four,3,151,99,North Carolina,84,99,Drake,104,
1969,Final Four,2,101,99,Purdue,72,99,UCLA,92,
1970,East Regional,32,502,99,St. Bonaventure,85,99,Davidson,72,
1970,East Regional,32,503,99,Villanova,77,99,Temple,69,
1970,East Regional,32,504,99,Niagara,79,99,Pennsylvania,69,
1970,Mideast Regional,32,506,99,Jacksonville,109,99,Western Ky.,96,
1970,Mideast Regional,32,507,99,Notre Dame,112,99,Ohio,82,
1970,Midwest Regional,32,510,99,New Mexico St.,101,99,Rice,77,
1970,Midwest Regional,32,511,99,Houston,71,99,Dayton,64,
1970,West Regional,32,514,99,Long Beach St.,92,99,Weber St.,73,
1970,West Regional,32,515,99,Utah State,91,99,UTEP,81,
1970,East Regional,16,401,99,NC State,68,99,St. Bonaventure,80,
1970,East Regional,16,402,99,Villanova,98,99,Niagara,73,
1970,Mideast Regional,16,403,99,Iowa,103,99,Jacksonville,104,
1970,Mideast Regional,16,404,99,Notre Dame,99,99,Kentucky,109,
1970,Midwest Regional,16,405,99,Kansas St.,66,99,New Mexico St.,70,
1970,Midwest Regional,16,406,99,Houston,87,99,Drake,92,
1970,West Regional,16,407,99,UCLA,88,99,Long Beach St.,65,
1970,West Regional,16,408,99,Utah State,69,99,Santa Clara,68,
1970,East Regional,9,351,99,NC State,108,99,Niagara,88,
1970,Mideast Regional,9,352,99,Iowa,121,99,Notre Dame,106,
1970,Midwest Regional,9,353,99,Kansas St.,107,99,Houston,98,
1970,West Regional,9,354,99,Santa Clara,89,99,Long Beach St.,86,
1970,East Regional,8,301,99,St. Bonaventure,97,99,Villanova,74,
1970,Mideast Regional,8,302,99,Jacksonville,106,99,Kentucky,100,
1970,Midwest Regional,8,303,99,New Mexico St.,87,99,Drake,78,
1970,West Regional,8,304,99,UCLA,101,99,Utah State,79,
1970,Final Four,4,201,99,St. Bonaventure,83,99,Jacksonville,91,
1970,Final Four,4,202,99,New Mexico St.,77,99,UCLA,93,
1970,Final Four,3,151,99,St. Bonaventure,73,99,New Mexico St.,79,
1970,Final Four,2,101,99,Jacksonville,69,99,UCLA,80,
1971,East Regional,32,503,99,Villanova,93,99,St. Joseph's,75,
1971,East Regional,32,504,99,Fordham,105,99,Furman,74,
1971,East Regional,32,502,99,Pennsylvania,70,99,Duquesne,65,
1971,Mideast Regional,32,506,99,Western Ky.,74,99,Jacksonville,72,
1971,Mideast Regional,32,507,99,Marquette,62,99,Miami Ohio,47,
1971,Midwest Regional,32,510,99,Houston,72,99,New Mexico St.,69,
1971,Midwest Regional,32,511,99,Notre Dame,102,99,TCU,94,
1971,West Regional,32,514,99,BYU,91,99,Utah State,82,
1971,West Regional,32,515,99,Long Beach St.,77,99,Weber St.,66,
1971,East Regional,16,402,99,Villanova,85,99,Fordham,75,
1971,East Regional,16,401,99,South Carolina,64,99,Pennsylvania,79,
1971,Mideast Regional,16,403,99,Kentucky,83,99,Western Ky.,107,
1971,Mideast Regional,16,404,99,Marquette,59,99,Ohio State,60,
1971,Midwest Regional,16,405,99,Kansas,78,99,Houston,77,
1971,Midwest Regional,16,406,99,Notre Dame,72,99,Drake,79,OT
1971,West Regional,16,407,99,UCLA,91,99,BYU,73,
1971,West Regional,16,408,99,Long Beach St.,78,99,Pacific,65,
1971,East Regional,9,351,99,South Carolina,90,99,Fordham,100,
1971,Mideast Regional,9,352,99,Marquette,91,99,Kentucky,74,
1971,Midwest Regional,9,353,99,Houston,119,99,Notre Dame,106,
1971,West Regional,9,354,99,Pacific,84,99,BYU,81,
1971,East Regional,8,301,99,Pennsylvania,47,99,Villanova,90,
1971,Mideast Regional,8,302,99,Western Ky.,81,99,Ohio State,78,OT
1971,Midwest Regional,8,303,99,Kansas,73,99,Drake,71,
1971,West Regional,8,304,99,UCLA,57,99,Long Beach St.,55,
1971,Final Four,4,201,99,Villanova,92,99,Western Ky.,89,2OT
1971,Final Four,4,202,99,Kansas,60,99,UCLA,68,
1971,Final Four,3,151,99,Western Ky.,77,99,Kansas,75,
1971,Final Four,2,101,99,Villanova,62,99,UCLA,68,
1972,East Regional,32,502,99,South Carolina,53,99,Temple,51,
1972,East Regional,32,503,99,Pennsylvania,76,99,Providence,60,
1972,East Regional,32,504,99,Villanova,85,99,East Carolina,70,
1972,Mideast Regional,32,506,99,Florida St.,83,99,Eastern Ky.,81,
1972,Mideast Regional,32,507,99,Marquette,73,99,Ohio,49,
1972,Midwest Regional,32,510,99,Louisiana,112,99,Marshall,101,
1972,Midwest Regional,32,511,99,Texas,85,99,Houston,74,
1972,West Regional,32,514,99,Long Beach St.,95,99,BYU,90,OT
1972,West Regional,32,515,99,Weber St.,91,99,Hawaii,64,
1972,East Regional,16,401,99,North Carolina,92,99,South Carolina,69,
1972,East Regional,16,402,99,Pennsylvania,78,99,Villanova,67,
1972,Mideast Regional,16,403,99,Minnesota,56,99,Florida St.,70,
1972,Mideast Regional,16,404,99,Marquette,69,99,Kentucky,85,
1972,Midwest Regional,16,405,99,Louisville,88,99,Louisiana,84,
1972,Midwest Regional,16,406,99,Texas,55,99,Kansas St.,66,
1972,West Regional,16,407,99,UCLA,90,99,Weber St.,58,
1972,West Regional,16,408,99,Long Beach St.,75,99,San Francisco,55,
1972,East Regional,9,351,99,South Carolina,90,99,Villanova,78,
1972,Mideast Regional,9,352,99,Minnesota,77,99,Marquette,72,
1972,Midwest Regional,9,353,99,Louisiana,100,99,Texas,70,
1972,West Regional,9,354,99,San Francisco,74,99,Weber St.,64,
1972,East Regional,8,301,99,North Carolina,73,99,Pennsylvania,59,
1972,Mideast Regional,8,302,99,Florida St.,73,99,Kentucky,54,
1972,Midwest Regional,8,303,99,Louisville,72,99,Kansas St.,65,
1972,West Regional,8,304,99,UCLA,73,99,Long Beach St.,57,
1972,Final Four,4,201,99,North Carolina,75,99,Florida St.,79,
1972,Final Four,4,202,99,Louisville,77,99,UCLA,96,
1972,Final Four,3,151,99,North Carolina,105,99,Louisville,91,
1972,Final Four,2,101,99,Florida St.,76,99,UCLA,81,
1973,Midwest Regional,32,506,99,South Carolina,78,99,Texas Tech,70,
1973,Midwest Regional,32,507,99,Louisiana,102,99,Houston,89,
1973,East Regional,32,503,99,Providence,89,99,St. Joseph's,76,
1973,East Regional,32,504,99,Pennsylvania,62,99,St. John's,61,
1973,East Regional,32,502,99,Syracuse,83,99,Furman,82,
1973,Mideast Regional,32,510,99,Marquette,77,99,Miami Ohio,62,
1973,Mideast Regional,32,511,99,Austin Peay,77,99,Jacksonville,75,
1973,West Regional,32,514,99,Arizona St.,103,99,Oklahoma City,78,
1973,West Regional,32,515,99,Long Beach St.,88,99,Weber St.,75,
1973,East Regional,16,402,99,Providence,87,99,Pennsylvania,65,
1973,East Regional,16,401,99,Maryland,91,99,Syracuse,75,
1973,Midwest Regional,16,403,99,Memphis,90,99,South Carolina,76,
1973,Midwest Regional,16,404,99,Louisiana,63,99,Kansas St.,66,
1973,Mideast Regional,16,405,99,Indiana,75,99,Marquette,69,
1973,Mideast Regional,16,406,99,Austin Peay,100,99,Kentucky,106,OT
1973,West Regional,16,407,99,UCLA,98,99,Arizona St.,81,
1973,West Regional,16,408,99,Long Beach St.,67,99,San Francisco,77,
1973,East Regional,9,351,99,Syracuse,69,99,Pennsylvania,68,
1973,Midwest Regional,9,352,99,South Carolina,90,99,Louisiana,85,
1973,Mideast Regional,9,353,99,Marquette,88,99,Austin Peay,73,
1973,West Regional,9,354,99,Long Beach St.,84,99,Arizona St.,80,
1973,East Regional,8,301,99,Maryland,89,99,Providence,103,
1973,Midwest Regional,8,302,99,Memphis,92,99,Kansas St.,72,
1973,Mideast Regional,8,303,99,Indiana,72,99,Kentucky,65,
1973,West Regional,8,304,99,UCLA,54,99,San Francisco,39,
1973,Final Four,4,201,99,Providence,85,99,Memphis,98,
1973,Final Four,4,202,99,Indiana,59,99,UCLA,70,
1973,Final Four,3,151,99,Providence,79,99,Indiana,97,
1973,Final Four,2,101,99,Memphis,66,99,UCLA,87,
1974,East Regional,32,502,99,Providence,84,99,Pennsylvania,69,
1974,East Regional,32,503,99,Pittsburgh,54,99,St. Joseph's,42,
1974,East Regional,32,504,99,Furman,75,99,South Carolina,67,
1974,West Regional,32,506,99,Dayton,88,99,CS Los Angeles,80,
1974,West Regional,32,507,99,New Mexico,73,99,Idaho St.,65,
1974,Mideast Regional,32,510,99,Marquette,85,99,Ohio,59,
1974,Mideast Regional,32,511,99,Austin Peay,66,99,Notre Dame,108,
1974,Midwest Regional,32,514,99,Creighton,77,99,Texas,61,
1974,Midwest Regional,32,515,99,Oral Roberts,86,99,Syracuse,82,OT
1974,East Regional,16,401,99,NC State,92,99,Providence,78,
1974,East Regional,16,402,99,Pittsburgh,81,99,Furman,78,
1974,West Regional,16,403,99,Dayton,100,99,UCLA,111,3OT
1974,West Regional,16,404,99,New Mexico,61,99,San Francisco,64,
1974,Mideast Regional,16,405,99,Vanderbilt,61,99,Marquette,59,
1974,Mideast Regional,16,406,99,Notre Dame,68,99,Michigan,77,
1974,Midwest Regional,16,407,99,Kansas,55,99,Creighton,54,
1974,Midwest Regional,16,408,99,Oral Roberts,96,99,Louisville,93,
1974,East Regional,9,351,99,Providence,95,99,Furman,83,
1974,West Regional,9,352,99,New Mexico,66,99,Dayton,61,
1974,Mideast Regional,9,353,99,Notre Dame,118,99,Vanderbilt,88,
1974,Midwest Regional,9,354,99,Creighton,80,99,Louisville,71,
1974,East Regional,8,301,99,NC State,100,99,Pittsburgh,72,
1974,West Regional,8,302,99,UCLA,83,99,San Francisco,60,
1974,Mideast Regional,8,303,99,Marquette,72,99,Michigan,70,
1974,Midwest Regional,8,304,99,Kansas,93,99,Oral Roberts,90,OT
1974,Final Four,4,201,99,NC State,80,99,UCLA,77,2OT
1974,Final Four,4,202,99,Marquette,64,99,Kansas,51,
