sport,year,round,event,name1,name2,seed1,team1,score1,seed2,team2,score2,ot,loc
NCAABB,1979,32,MER2,Mideast Regional,Second Round,5,Toledo,74,4,Iowa,72,,
NCAABB,1979,32,MWR2,Midwest Regional,Second Round,1,Indiana St.,86,8,Virginia Tech,69,,
NCAABB,1979,32,MWR2,Midwest Regional,Second Round,2,Arkansas,74,7,Weber St.,63,,
NCAABB,1979,32,MWR2,Midwest Regional,Second Round,3,Louisville,69,6,South Alabama,66,,
NCAABB,1979,32,MWR2,Midwest Regional,Second Round,5,Oklahoma,90,4,Texas,76,,
NCAABB,1979,32,WER2,West Regional,Second Round,1,UCLA,76,9,Pepperdine,71,,
NCAABB,1979,32,WER2,West Regional,Second Round,2,DePaul,89,7,USC,78,,
NCAABB,1979,32,WER2,West Regional,Second Round,3,Marquette,73,6,Pacific,48,,
NCAABB,1979,32,WER2,West Regional,Second Round,4,San Francisco,86,5,BYU,63,,
NCAABB,1979,16,EASF,East Regional,Semifinals,9,Pennsylvania,84,4,Syracuse,76,,
NCAABB,1979,16,EASF,East Regional,Semifinals,10,St. John's,67,6,Rutgers,65,,
NCAABB,1979,16,MESF,Mideast Regional,Semifinals,1,Notre Dame,79,5,Toledo,71,,
NCAABB,1979,16,MESF,Mideast Regional,Semifinals,2,Michigan St.,87,3,LSU,71,,
NCAABB,1979,16,MWSF,Midwest Regional,Semifinals,1,Indiana St.,93,5,Oklahoma,72,,
NCAABB,1979,16,MWSF,Midwest Regional,Semifinals,2,Arkansas,73,3,Louisville,62,,
NCAABB,1979,16,WESF,West Regional,Semifinals,1,UCLA,99,4,San Francisco,81,,
NCAABB,1979,16,WESF,West Regional,Semifinals,2,DePaul,62,3,Marquette,56,,
NCAABB,1979,8,EAFinal,East Regional,Final,9,Pennsylvania,64,10,St. John's,62,,
NCAABB,1979,8,MEFinal,Mideast Regional,Final,2,Michigan St.,80,1,Notre Dame,68,,
NCAABB,1979,8,MWFinal,Midwest Regional,Final,1,Indiana St.,73,2,Arkansas,71,,
NCAABB,1979,8,WEFinal,West Regional,Final,2,DePaul,95,1,UCLA,91,,
NCAABB,1979,4,NCAASF,Final Four,Semifinals,1,Indiana St.,76,2,DePaul,74,,
NCAABB,1979,4,NCAASF,Final Four,Semifinals,2,Michigan St.,101,9,Pennsylvania,67,,
NCAABB,1979,3,NCAA3rd,Final Four,Third Place,2,DePaul,96,9,Pennsylvania,93,OT,
NCAABB,1979,2,NCAAFinal,Final Four,Championship,2,Michigan St.,75,1,Indiana St.,64,,Salt Lake City
NCAABB,1980,64,EAR1,East Regional,First Round,5,Iowa,86,12,VCU,72,,
NCAABB,1980,64,EAR1,East Regional,First Round,6,Iona,84,11,Holy Cross,78,,
NCAABB,1980,64,EAR1,East Regional,First Round,7,Tennessee,80,10,Furman,69,,
NCAABB,1980,64,EAR1,East Regional,First Round,8,Villanova,77,9,Marquette,59,,
NCAABB,1980,64,MER1,Mideast Regional,First Round,6,Purdue,90,11,La Salle,82,,
NCAABB,1980,64,MER1,Mideast Regional,First Round,7,Virginia Tech,89,10,Western Ky.,85,OT,
NCAABB,1980,64,MER1,Mideast Regional,First Round,8,Florida St.,94,9,Toledo,91,,
NCAABB,1980,64,MER1,Mideast Regional,First Round,12,Pennsylvania,62,5,Washington St.,55,,
NCAABB,1980,64,MWR1,Midwest Regional,First Round,5,Missouri,61,12,San Jose St.,51,,
NCAABB,1980,64,MWR1,Midwest Regional,First Round,6,Texas A&M,55,11,Bradley,53,,
NCAABB,1980,64,MWR1,Midwest Regional,First Round,7,Kansas St.,71,10,Arkansas,53,,
NCAABB,1980,64,MWR1,Midwest Regional,First Round,8,Alcorn St.,70,9,South Alabama,62,,
NCAABB,1980,64,WER1,West Regional,First Round,5,Arizona St.,99,12,Loyola Marymount,71,,
NCAABB,1980,64,WER1,West Regional,First Round,6,Clemson,76,11,Utah State,73,,
NCAABB,1980,64,WER1,West Regional,First Round,8,UCLA,87,9,Old Dominion,74,,
NCAABB,1980,64,WER1,West Regional,First Round,10,Lamar,87,7,Weber St.,86,,
NCAABB,1980,32,EAR2,East Regional,Second Round,1,Syracuse,97,8,Villanova,83,,
NCAABB,1980,32,EAR2,East Regional,Second Round,2,Maryland,86,7,Tennessee,75,,
NCAABB,1980,32,EAR2,East Regional,Second Round,3,Georgetown,74,6,Iona,71,,
NCAABB,1980,32,EAR2,East Regional,Second Round,5,Iowa,77,4,NC State,64,,
NCAABB,1980,32,MER2,Mideast Regional,Second Round,1,Kentucky,97,8,Florida St.,78,,
NCAABB,1980,32,MER2,Mideast Regional,Second Round,2,Indiana,68,7,Virginia Tech,59,,
NCAABB,1980,32,MER2,Mideast Regional,Second Round,4,Duke,52,12,Pennsylvania,42,,
NCAABB,1980,32,MER2,Mideast Regional,Second Round,6,Purdue,87,3,St. John's,72,,
NCAABB,1980,32,MWR2,Midwest Regional,Second Round,1,LSU,98,8,Alcorn St.,88,,
NCAABB,1980,32,MWR2,Midwest Regional,Second Round,2,Louisville,71,7,Kansas St.,69,OT,
NCAABB,1980,32,MWR2,Midwest Regional,Second Round,5,Missouri,87,4,Notre Dame,84,OT,
NCAABB,1980,32,MWR2,Midwest Regional,Second Round,6,Texas A&M,78,3,North Carolina,61,2OT,
NCAABB,1980,32,WER2,West Regional,Second Round,4,Ohio State,89,5,Arizona St.,75,,
NCAABB,1980,32,WER2,West Regional,Second Round,6,Clemson,71,3,BYU,66,,
NCAABB,1980,32,WER2,West Regional,Second Round,8,UCLA,77,1,DePaul,71,,
NCAABB,1980,32,WER2,West Regional,Second Round,10,Lamar,81,2,Oregon St.,77,,
NCAABB,1980,16,EASF,East Regional,Semifinals,3,Georgetown,74,2,Maryland,68,,
NCAABB,1980,16,EASF,East Regional,Semifinals,5,Iowa,88,1,Syracuse,77,,
NCAABB,1980,16,MESF,Mideast Regional,Semifinals,4,Duke,55,1,Kentucky,54,,
NCAABB,1980,16,MESF,Mideast Regional,Semifinals,6,Purdue,76,2,Indiana,69,,
NCAABB,1980,16,MWSF,Midwest Regional,Semifinals,1,LSU,68,5,Missouri,63,,
NCAABB,1980,16,MWSF,Midwest Regional,Semifinals,2,Louisville,66,6,Texas A&M,55,OT,
NCAABB,1980,16,WESF,West Regional,Semifinals,6,Clemson,74,10,Lamar,66,,
NCAABB,1980,16,WESF,West Regional,Semifinals,8,UCLA,72,4,Ohio State,68,,
NCAABB,1980,8,EAFinal,East Regional,Final,5,Iowa,81,3,Georgetown,80,,
NCAABB,1980,8,MEFinal,Mideast Regional,Final,6,Purdue,68,4,Duke,60,,
NCAABB,1980,8,MWFinal,Midwest Regional,Final,2,Louisville,86,1,LSU,66,,
NCAABB,1980,8,WEFinal,West Regional,Final,8,UCLA,85,6,Clemson,74,,
NCAABB,1980,4,NCAASF,Final Four,Semifinals,2,Louisville,80,5,Iowa,72,,
NCAABB,1980,4,NCAASF,Final Four,Semifinals,8,UCLA,67,6,Purdue,62,,
NCAABB,1980,3,NCAA3rd,Final Four,Third Place,6,Purdue,75,5,Iowa,58,,
NCAABB,1980,2,NCAAFinal,Final Four,Championship,2,Louisville,59,8,UCLA,54,,Indianapolis
NCAABB,1981,64,EAR1,East Regional,First Round,5,VCU,85,12,Long Island,69,,
NCAABB,1981,64,EAR1,East Regional,First Round,6,BYU,60,11,Princeton,51,,
NCAABB,1981,64,EAR1,East Regional,First Round,9,Villanova,90,8,Houston,72,,
NCAABB,1981,64,EAR1,East Regional,First Round,10,James Madison,61,7,Georgetown,55,,
NCAABB,1981,64,MER1,Mideast Regional,First Round,5,Boston College,93,12,Ball State,90,,
NCAABB,1981,64,MER1,Mideast Regional,First Round,6,Maryland,81,11,Chattanooga,69,,
NCAABB,1981,64,MER1,Mideast Regional,First Round,7,UAB,93,10,Western Ky.,68,,
NCAABB,1981,64,MER1,Mideast Regional,First Round,9,St. Joseph's,59,8,Creighton,57,,
NCAABB,1981,64,MWR1,Midwest Regional,First Round,5,Arkansas,73,12,Mercer,67,,
NCAABB,1981,64,MWR1,Midwest Regional,First Round,6,Wichita St.,95,11,Southern,70,,
NCAABB,1981,64,MWR1,Midwest Regional,First Round,7,Kansas,69,10,Mississippi,66,,
NCAABB,1981,64,MWR1,Midwest Regional,First Round,8,Lamar,71,9,Missouri,67,,
NCAABB,1981,64,WER1,West Regional,First Round,5,Wyoming,78,12,Howard,43,,
NCAABB,1981,64,WER1,West Regional,First Round,8,Kansas St.,64,9,San Francisco,60,,
NCAABB,1981,64,WER1,West Regional,First Round,10,Pittsburgh,70,7,Idaho,69,OT,
NCAABB,1981,64,WER1,West Regional,First Round,11,Northeastern,55,6,Fresno St.,53,,
NCAABB,1981,32,EAR2,East Regional,Second Round,1,Virginia,54,9,Villanova,50,,
NCAABB,1981,32,EAR2,East Regional,Second Round,2,Notre Dame,54,10,James Madison,45,,
NCAABB,1981,32,EAR2,East Regional,Second Round,4,Tennessee,58,5,VCU,56,OT,
NCAABB,1981,32,EAR2,East Regional,Second Round,6,BYU,78,3,UCLA,55,,
NCAABB,1981,32,MER2,Mideast Regional,Second Round,3,Indiana,99,6,Maryland,64,,
NCAABB,1981,32,MER2,Mideast Regional,Second Round,5,Boston College,67,4,Wake Forest,64,,
NCAABB,1981,32,MER2,Mideast Regional,Second Round,7,UAB,69,2,Kentucky,62,,
NCAABB,1981,32,MER2,Mideast Regional,Second Round,9,St. Joseph's,49,1,DePaul,48,,
NCAABB,1981,32,MWR2,Midwest Regional,Second Round,1,LSU,100,8,Lamar,78,,
NCAABB,1981,32,MWR2,Midwest Regional,Second Round,5,Arkansas,74,4,Louisville,73,,
NCAABB,1981,32,MWR2,Midwest Regional,Second Round,6,Wichita St.,60,3,Iowa,56,,
NCAABB,1981,32,MWR2,Midwest Regional,Second Round,7,Kansas,88,2,Arizona St.,71,,
NCAABB,1981,32,WER2,West Regional,Second Round,2,North Carolina,74,10,Pittsburgh,57,,
NCAABB,1981,32,WER2,West Regional,Second Round,3,Utah,94,11,Northeastern,69,,
NCAABB,1981,32,WER2,West Regional,Second Round,4,Illinois,67,5,Wyoming,65,,
NCAABB,1981,32,WER2,West Regional,Second Round,8,Kansas St.,50,1,Oregon St.,48,,
NCAABB,1981,16,EASF,East Regional,Semifinals,1,Virginia,62,4,Tennessee,48,,
NCAABB,1981,16,EASF,East Regional,Semifinals,6,BYU,51,2,Notre Dame,50,,
NCAABB,1981,16,MESF,Mideast Regional,Semifinals,3,Indiana,87,7,UAB,72,,
NCAABB,1981,16,MESF,Mideast Regional,Semifinals,9,St. Joseph's,42,5,Boston College,41,,
NCAABB,1981,16,MWSF,Midwest Regional,Semifinals,1,LSU,72,5,Arkansas,56,,
NCAABB,1981,16,MWSF,Midwest Regional,Semifinals,6,Wichita St.,66,7,Kansas,65,,
NCAABB,1981,16,WESF,West Regional,Semifinals,2,North Carolina,61,3,Utah,56,,
NCAABB,1981,16,WESF,West Regional,Semifinals,8,Kansas St.,57,4,Illinois,52,,
NCAABB,1981,8,EAFinal,East Regional,Final,1,Virginia,74,6,BYU,60,,
NCAABB,1981,8,MEFinal,Mideast Regional,Final,3,Indiana,78,9,St. Joseph's,46,,
NCAABB,1981,8,MWFinal,Midwest Regional,Final,1,LSU,96,6,Wichita St.,85,,
NCAABB,1981,8,WEFinal,West Regional,Final,2,North Carolina,82,8,Kansas St.,68,,
NCAABB,1981,4,NCAASF,Final Four,Semifinals,2,North Carolina,78,1,Virginia,65,,
NCAABB,1981,4,NCAASF,Final Four,Semifinals,3,Indiana,67,1,LSU,49,,
NCAABB,1981,3,NCAA3rd,Final Four,Third Place,1,Virginia,78,1,LSU,74,,
NCAABB,1981,2,NCAAFinal,Final Four,Championship,3,Indiana,63,2,North Carolina,50,,Philadelphia
NCAABB,1982,64,EAR1,East Regional,First Round,5,St. John's,66,12,Pennsylvania,56,,
NCAABB,1982,64,EAR1,East Regional,First Round,7,Wake Forest,74,10,Old Dominion,57,,
NCAABB,1982,64,EAR1,East Regional,First Round,9,James Madison,55,8,Ohio State,48,,
NCAABB,1982,64,EAR1,East Regional,First Round,11,Northeastern,63,6,St. Joseph's,62,,
NCAABB,1982,64,MER1,Mideast Regional,First Round,5,Indiana,94,12,Robert Morris,62,,
NCAABB,1982,64,MER1,Mideast Regional,First Round,9,Tennessee,61,8,Louisiana,57,,
NCAABB,1982,64,MER1,Mideast Regional,First Round,10,Chattanooga,58,7,NC State,51,,
NCAABB,1982,64,MER1,Mideast Regional,First Round,11,Middle Tenn.,50,6,Kentucky,44,,
NCAABB,1982,64,MWR1,Midwest Regional,First Round,5,Kansas St.,77,12,Northern Ill.,68,,
NCAABB,1982,64,MWR1,Midwest Regional,First Round,6,Houston,94,11,Alcorn St.,84,,
NCAABB,1982,64,MWR1,Midwest Regional,First Round,7,Marquette,67,10,Evansville,62,,
NCAABB,1982,64,MWR1,Midwest Regional,First Round,8,Boston College,70,9,San Francisco,66,,
NCAABB,1982,64,WER1,West Regional,First Round,5,West Virginia,102,12,NC A&T,72,,
NCAABB,1982,64,WER1,West Regional,First Round,6,Iowa,70,11,UL Monroe,63,,
NCAABB,1982,64,WER1,West Regional,First Round,7,Pepperdine,99,10,Pittsburgh,88,,
NCAABB,1982,64,WER1,West Regional,First Round,8,Wyoming,61,9,USC,58,,
NCAABB,1982,32,EAR2,East Regional,Second Round,1,North Carolina,52,9,James Madison,50,,
NCAABB,1982,32,EAR2,East Regional,Second Round,2,Memphis,56,7,Wake Forest,55,,
NCAABB,1982,32,EAR2,East Regional,Second Round,3,Villanova,76,11,Northeastern,72,3OT,
NCAABB,1982,32,EAR2,East Regional,Second Round,4,Alabama,69,5,St. John's,68,,
NCAABB,1982,32,MER2,Mideast Regional,Second Round,1,Virginia,54,9,Tennessee,51,,
NCAABB,1982,32,MER2,Mideast Regional,Second Round,2,Minnesota,62,10,Chattanooga,61,,
NCAABB,1982,32,MER2,Mideast Regional,Second Round,3,Louisville,81,11,Middle Tenn.,56,,
NCAABB,1982,32,MER2,Mideast Regional,Second Round,4,UAB,80,5,Indiana,70,,
NCAABB,1982,32,MWR2,Midwest Regional,Second Round,2,Missouri,73,7,Marquette,69,,
NCAABB,1982,32,MWR2,Midwest Regional,Second Round,5,Kansas St.,65,4,Arkansas,64,,
NCAABB,1982,32,MWR2,Midwest Regional,Second Round,6,Houston,78,3,Tulsa,74,,
NCAABB,1982,32,MWR2,Midwest Regional,Second Round,8,Boston College,82,1,DePaul,75,,
NCAABB,1982,32,WER2,West Regional,Second Round,1,Georgetown,51,8,Wyoming,43,,
NCAABB,1982,32,WER2,West Regional,Second Round,2,Oregon St.,70,7,Pepperdine,51,,
NCAABB,1982,32,WER2,West Regional,Second Round,3,Idaho,69,6,Iowa,67,OT,
NCAABB,1982,32,WER2,West Regional,Second Round,4,Fresno St.,50,5,West Virginia,46,,
NCAABB,1982,16,EASF,East Regional,Semifinals,1,North Carolina,74,4,Alabama,69,,
NCAABB,1982,16,EASF,East Regional,Semifinals,3,Villanova,70,2,Memphis,66,,
NCAABB,1982,16,MESF,Mideast Regional,Semifinals,3,Louisville,67,2,Minnesota,61,,
NCAABB,1982,16,MESF,Mideast Regional,Semifinals,4,UAB,68,1,Virginia,66,,
NCAABB,1982,16,MWSF,Midwest Regional,Semifinals,6,Houston,79,2,Missouri,78,,
NCAABB,1982,16,MWSF,Midwest Regional,Semifinals,8,Boston College,69,5,Kansas St.,64,,
NCAABB,1982,16,WESF,West Regional,Semifinals,1,Georgetown,58,4,Fresno St.,40,,
NCAABB,1982,16,WESF,West Regional,Semifinals,2,Oregon St.,60,3,Idaho,42,,
NCAABB,1982,8,EAFinal,East Regional,Final,1,North Carolina,70,3,Villanova,60,,
NCAABB,1982,8,MEFinal,Mideast Regional,Final,3,Louisville,75,4,UAB,68,,
NCAABB,1982,8,MWFinal,Midwest Regional,Final,6,Houston,99,8,Boston College,92,,
NCAABB,1982,8,WEFinal,West Regional,Final,1,Georgetown,69,2,Oregon St.,45,,
NCAABB,1982,4,NCAASF,Final Four,Semifinals,1,Georgetown,50,3,Louisville,46,,
NCAABB,1982,4,NCAASF,Final Four,Semifinals,1,North Carolina,68,6,Houston,63,,
NCAABB,1982,2,NCAAFinal,Final Four,Championship,1,North Carolina,63,1,Georgetown,62,,New Orleans
NCAABB,1983,128,EAOR,East Regional,Opening Round,12,La Salle,70,12,Boston U.,58,,
NCAABB,1983,128,MEOR,Mideast Regional,Opening Round,12,Robert Morris,64,12,Ga. Southern,54,,
NCAABB,1983,128,MWOR,Midwest Regional,Opening Round,12,Alcorn St.,81,12,Xavier,75,,
NCAABB,1983,128,WEOR,West Regional,Opening Round,12,Princeton,51,12,NC A&T,42,,
NCAABB,1983,64,EAR1,East Regional,First Round,5,VCU,76,12,La Salle,67,,
NCAABB,1983,64,EAR1,East Regional,First Round,6,Syracuse,74,11,Morehead St.,59,,
NCAABB,1983,64,EAR1,East Regional,First Round,9,Rutgers,60,8,Louisiana,53,,
NCAABB,1983,64,EAR1,East Regional,First Round,10,James Madison,57,7,West Virginia,50,,
NCAABB,1983,64,MER1,Mideast Regional,First Round,5,Purdue,55,12,Robert Morris,53,,
NCAABB,1983,64,MER1,Mideast Regional,First Round,7,Oklahoma,71,10,UAB,63,,
NCAABB,1983,64,MER1,Mideast Regional,First Round,8,Tennessee,57,9,Marquette,56,,
NCAABB,1983,64,MER1,Mideast Regional,First Round,11,Ohio,51,6,Illinois St.,49,,
NCAABB,1983,64,MWR1,Midwest Regional,First Round,5,Georgetown,68,12,Alcorn St.,63,,
NCAABB,1983,64,MWR1,Midwest Regional,First Round,7,Iowa,64,10,Utah State,59,,
NCAABB,1983,64,MWR1,Midwest Regional,First Round,8,Maryland,52,9,Chattanooga,51,,
NCAABB,1983,64,MWR1,Midwest Regional,First Round,11,Lamar,73,6,Alabama,50,,
NCAABB,1983,64,WER1,West Regional,First Round,6,NC State,69,11,Pepperdine,67,2OT,
NCAABB,1983,64,WER1,West Regional,First Round,8,Washington St.,62,9,Weber St.,52,,
NCAABB,1983,64,WER1,West Regional,First Round,10,Utah,52,7,Illinois,49,,
NCAABB,1983,64,WER1,West Regional,First Round,12,Princeton,56,5,Oklahoma St.,53,,
NCAABB,1983,32,EAR2,East Regional,Second Round,1,St. John's,66,9,Rutgers,55,,
NCAABB,1983,32,EAR2,East Regional,Second Round,2,North Carolina,68,10,James Madison,49,,
NCAABB,1983,32,EAR2,East Regional,Second Round,3,Ohio State,79,6,Syracuse,74,,
NCAABB,1983,32,EAR2,East Regional,Second Round,4,Georgia,56,5,VCU,54,,
NCAABB,1983,32,MER2,Mideast Regional,Second Round,1,Louisville,70,8,Tennessee,57,,
NCAABB,1983,32,MER2,Mideast Regional,Second Round,2,Indiana,63,7,Oklahoma,49,,
NCAABB,1983,32,MER2,Mideast Regional,Second Round,3,Kentucky,57,11,Ohio,40,,
NCAABB,1983,32,MER2,Mideast Regional,Second Round,4,Arkansas,78,5,Purdue,68,,
NCAABB,1983,32,MWR2,Midwest Regional,Second Round,1,Houston,60,8,Maryland,50,,
NCAABB,1983,32,MWR2,Midwest Regional,Second Round,3,Villanova,60,11,Lamar,58,,
NCAABB,1983,32,MWR2,Midwest Regional,Second Round,4,Memphis,66,5,Georgetown,57,,
NCAABB,1983,32,MWR2,Midwest Regional,Second Round,7,Iowa,77,2,Missouri,63,,
NCAABB,1983,32,WER2,West Regional,Second Round,1,Virginia,54,8,Washington St.,49,,
NCAABB,1983,32,WER2,West Regional,Second Round,2,UCLA,67,10,Utah,61,,
NCAABB,1983,32,WER2,West Regional,Second Round,4,Boston College,51,12,Princeton,42,,
NCAABB,1983,32,WER2,West Regional,Second Round,6,NC State,71,3,UNLV,70,,
NCAABB,1983,16,EASF,East Regional,Semifinals,2,North Carolina,64,3,Ohio State,51,,
NCAABB,1983,16,EASF,East Regional,Semifinals,4,Georgia,70,1,St. John's,67,,
NCAABB,1983,16,MESF,Mideast Regional,Semifinals,1,Louisville,65,4,Arkansas,63,,
NCAABB,1983,16,MESF,Mideast Regional,Semifinals,3,Kentucky,64,2,Indiana,59,,
NCAABB,1983,16,MWSF,Midwest Regional,Semifinals,1,Houston,70,4,Memphis,63,,
NCAABB,1983,16,MWSF,Midwest Regional,Semifinals,3,Villanova,55,7,Iowa,54,,
NCAABB,1983,16,WESF,West Regional,Semifinals,1,Virginia,95,4,Boston College,92,,
NCAABB,1983,16,WESF,West Regional,Semifinals,6,NC State,75,10,Utah,56,,
NCAABB,1983,8,EAFinal,East Regional,Final,4,Georgia,82,2,North Carolina,77,,
NCAABB,1983,8,MEFinal,Mideast Regional,Final,1,Louisville,80,3,Kentucky,68,OT,
NCAABB,1983,8,MWFinal,Midwest Regional,Final,1,Houston,89,3,Villanova,71,,
NCAABB,1983,8,WEFinal,West Regional,Final,6,NC State,63,1,Virginia,62,,
NCAABB,1983,4,NCAASF,Final Four,Semifinals,1,Houston,94,1,Louisville,81,,
NCAABB,1983,4,NCAASF,Final Four,Semifinals,6,NC State,67,4,Georgia,60,,
NCAABB,1983,2,NCAAFinal,Final Four,Championship,6,NC State,54,1,Houston,52,,Albuquerque
NCAABB,1984,128,EAOR,East Regional,Opening Round,11,Northeastern,90,11,Long Island,87,,
NCAABB,1984,128,EAOR,East Regional,Opening Round,12,Richmond,89,12,Rider,65,,
NCAABB,1984,128,MEOR,Mideast Regional,Opening Round,12,Morehead St.,70,12,NC A&T,69,,
NCAABB,1984,128,MWOR,Midwest Regional,Opening Round,12,Alcorn St.,79,12,Houston Christian,60,,
NCAABB,1984,128,WEOR,West Regional,Opening Round,12,Princeton,65,12,San Diego,56,,
NCAABB,1984,64,EAR1,East Regional,First Round,6,VCU,70,11,Northeastern,69,,
NCAABB,1984,64,EAR1,East Regional,First Round,7,Virginia,58,10,Iona,57,,
NCAABB,1984,64,EAR1,East Regional,First Round,8,Temple,65,9,St. John's,63,,
NCAABB,1984,64,EAR1,East Regional,First Round,12,Richmond,72,5,Auburn,71,,
NCAABB,1984,64,MER1,Mideast Regional,First Round,5,Louisville,72,12,Morehead St.,59,,
NCAABB,1984,64,MER1,Mideast Regional,First Round,7,Villanova,84,10,Marshall,72,,
NCAABB,1984,64,MER1,Mideast Regional,First Round,8,BYU,84,9,UAB,68,,
NCAABB,1984,64,MER1,Mideast Regional,First Round,11,West Virginia,64,6,Oregon St.,62,,
NCAABB,1984,64,MWR1,Midwest Regional,First Round,5,Kansas,57,12,Alcorn St.,56,,
NCAABB,1984,64,MWR1,Midwest Regional,First Round,6,Memphis,92,11,Oral Roberts,83,,
NCAABB,1984,64,MWR1,Midwest Regional,First Round,8,Illinois St.,49,9,Alabama,48,,
NCAABB,1984,64,MWR1,Midwest Regional,First Round,10,Louisiana Tech,66,7,Fresno St.,56,,
NCAABB,1984,64,WER1,West Regional,First Round,5,UNLV,68,12,Princeton,56,,
NCAABB,1984,64,WER1,West Regional,First Round,6,Washington,64,11,Nevada,54,,
NCAABB,1984,64,WER1,West Regional,First Round,9,SMU,83,8,Miami Ohio,69,,
NCAABB,1984,64,WER1,West Regional,First Round,10,Dayton,74,7,LSU,66,,
NCAABB,1984,32,EAR2,East Regional,Second Round,1,North Carolina,77,8,Temple,66,,
NCAABB,1984,32,EAR2,East Regional,Second Round,3,Syracuse,78,6,VCU,63,,
NCAABB,1984,32,EAR2,East Regional,Second Round,4,Indiana,75,12,Richmond,67,,
NCAABB,1984,32,EAR2,East Regional,Second Round,7,Virginia,53,2,Arkansas,51,OT,
NCAABB,1984,32,MER2,Mideast Regional,Second Round,1,Kentucky,93,8,BYU,68,,
NCAABB,1984,32,MER2,Mideast Regional,Second Round,2,Illinois,64,7,Villanova,56,,
NCAABB,1984,32,MER2,Mideast Regional,Second Round,3,Maryland,102,11,West Virginia,77,,
NCAABB,1984,32,MER2,Mideast Regional,Second Round,5,Louisville,69,4,Tulsa,67,,
NCAABB,1984,32,MWR2,Midwest Regional,Second Round,1,DePaul,75,8,Illinois St.,61,,
NCAABB,1984,32,MWR2,Midwest Regional,Second Round,2,Houston,77,10,Louisiana Tech,69,,
NCAABB,1984,32,MWR2,Midwest Regional,Second Round,4,Wake Forest,69,5,Kansas,59,,
NCAABB,1984,32,MWR2,Midwest Regional,Second Round,6,Memphis,66,3,Purdue,48,,
NCAABB,1984,32,WER2,West Regional,Second Round,1,Georgetown,37,9,SMU,36,,
NCAABB,1984,32,WER2,West Regional,Second Round,5,UNLV,73,4,UTEP,60,,
NCAABB,1984,32,WER2,West Regional,Second Round,6,Washington,80,3,Duke,78,,
NCAABB,1984,32,WER2,West Regional,Second Round,10,Dayton,89,2,Oklahoma,85,,
NCAABB,1984,16,EASF,East Regional,Semifinals,4,Indiana,72,1,North Carolina,68,,
NCAABB,1984,16,EASF,East Regional,Semifinals,7,Virginia,63,3,Syracuse,55,,
NCAABB,1984,16,MESF,Mideast Regional,Semifinals,1,Kentucky,72,5,Louisville,67,,
NCAABB,1984,16,MESF,Mideast Regional,Semifinals,2,Illinois,72,3,Maryland,70,,
NCAABB,1984,16,MWSF,Midwest Regional,Semifinals,2,Houston,78,6,Memphis,71,,
NCAABB,1984,16,MWSF,Midwest Regional,Semifinals,4,Wake Forest,73,1,DePaul,71,OT,
NCAABB,1984,16,WESF,West Regional,Semifinals,1,Georgetown,62,5,UNLV,48,,
NCAABB,1984,16,WESF,West Regional,Semifinals,10,Dayton,64,6,Washington,58,,
NCAABB,1984,8,EAFinal,East Regional,Final,7,Virginia,50,4,Indiana,48,,
NCAABB,1984,8,MEFinal,Mideast Regional,Final,1,Kentucky,54,2,Illinois,51,,
NCAABB,1984,8,MWFinal,Midwest Regional,Final,2,Houston,68,4,Wake Forest,63,,
NCAABB,1984,8,WEFinal,West Regional,Final,1,Georgetown,61,10,Dayton,49,,
NCAABB,1984,4,NCAASF,Final Four,Semifinals,1,Georgetown,53,1,Kentucky,40,,
NCAABB,1984,4,NCAASF,Final Four,Semifinals,2,Houston,49,7,Virginia,47,OT,
NCAABB,1984,2,NCAAFinal,Final Four,Championship,1,Georgetown,84,2,Houston,75,,Seattle
NCAABB,1985,64,EAR1,East Regional,First Round,1,Georgetown,68,16,Lehigh,43,,
NCAABB,1985,64,EAR1,East Regional,First Round,2,Georgia Tech,65,15,Mercer,58,,
NCAABB,1985,64,EAR1,East Regional,First Round,3,Illinois,76,14,Northeastern,57,,
NCAABB,1985,64,EAR1,East Regional,First Round,4,Loyola Chicago,59,13,Iona,58,,
NCAABB,1985,64,EAR1,East Regional,First Round,5,SMU,85,12,Old Dominion,68,,
NCAABB,1985,64,EAR1,East Regional,First Round,6,Georgia,67,11,Wichita St.,59,,
NCAABB,1985,64,EAR1,East Regional,First Round,7,Syracuse,70,10,DePaul,65,,
NCAABB,1985,64,EAR1,East Regional,First Round,8,Temple,60,9,Virginia Tech,57,,
NCAABB,1985,64,MWR1,Midwest Regional,First Round,1,Oklahoma,96,16,NC A&T,83,,
NCAABB,1985,64,MWR1,Midwest Regional,First Round,2,Memphis,67,15,Pennsylvania,55,,
NCAABB,1985,64,MWR1,Midwest Regional,First Round,3,Duke,75,14,Pepperdine,62,,
NCAABB,1985,64,MWR1,Midwest Regional,First Round,4,Ohio State,75,13,Iowa State,64,,
NCAABB,1985,64,MWR1,Midwest Regional,First Round,5,Louisiana Tech,78,12,Pittsburgh,54,,
NCAABB,1985,64,MWR1,Midwest Regional,First Round,7,UAB,70,10,Michigan St.,68,,
NCAABB,1985,64,MWR1,Midwest Regional,First Round,9,Illinois St.,58,8,USC,55,,
NCAABB,1985,64,MWR1,Midwest Regional,First Round,11,Boston College,55,6,Texas Tech,53,,
NCAABB,1985,64,SER1,Southeast Regional,First Round,1,Michigan,59,16,FDU,55,,
