sport,year,round,event,name1,name2,seed1,team1,score1,seed2,team2,score2,ot,loc
NCAABB,2015,32,SOR3,South Regional,Second Round,11,UCLA,92,14,UAB,75,,
NCAABB,2015,32,WER3,West Regional,Second Round,1,Wisconsin,72,8,Oregon,65,,
NCAABB,2015,32,WER3,West Regional,Second Round,2,Arizona,73,10,Ohio State,58,,
NCAABB,2015,32,WER3,West Regional,Second Round,4,North Carolina,87,5,Arkansas,78,,
NCAABB,2015,32,WER3,West Regional,Second Round,6,Xavier,75,14,Georgia St.,67,,
NCAABB,2015,16,EASF,East Regional,Semifinals,4,Louisville,75,8,NC State,65,,
NCAABB,2015,16,EASF,East Regional,Semifinals,7,Michigan St.,62,3,Oklahoma,58,,
NCAABB,2015,16,MWSF,Midwest Regional,Semifinals,1,Kentucky,78,5,West Virginia,39,,
NCAABB,2015,16,MWSF,Midwest Regional,Semifinals,3,Notre Dame,81,7,Wichita St.,70,,
NCAABB,2015,16,SOSF,South Regional,Semifinals,1,Duke,63,5,Utah,57,,
NCAABB,2015,16,SOSF,South Regional,Semifinals,2,Gonzaga,74,11,UCLA,62,,
NCAABB,2015,16,WESF,West Regional,Semifinals,1,Wisconsin,79,4,North Carolina,72,,
NCAABB,2015,16,WESF,West Regional,Semifinals,2,Arizona,68,6,Xavier,60,,
NCAABB,2015,8,EAFinal,East Regional,Final,7,Michigan St.,76,4,Louisville,70,OT,
NCAABB,2015,8,MWFinal,Midwest Regional,Final,1,Kentucky,68,3,Notre Dame,66,,
NCAABB,2015,8,SOFinal,South Regional,Final,1,Duke,66,2,Gonzaga,52,,
NCAABB,2015,8,WEFinal,West Regional,Final,1,Wisconsin,85,2,Arizona,78,,
NCAABB,2015,4,NCAASF,Final Four,Semifinals,1,Duke,81,7,Michigan St.,61,,
NCAABB,2015,4,NCAASF,Final Four,Semifinals,1,Wisconsin,71,1,Kentucky,64,,
NCAABB,2015,2,NCAAFinal,Final Four,Championship,1,Duke,68,1,Wisconsin,63,,Indianapolis
NCAABB,2016,128,EAR1,East Regional,Opening Round,16,FGCU,96,16,FDU,65,,
NCAABB,2016,128,SOR1,South Regional,Opening Round,11,Wichita St.,70,11,Vanderbilt,50,,
NCAABB,2016,128,WER1,West Regional,Opening Round,16,Holy Cross,59,16,Southern,55,,
NCAABB,2016,128,EAR1,East Regional,Opening Round,11,Michigan,67,11,Tulsa,62,,
NCAABB,2016,64,EAR2,East Regional,First Round,1,North Carolina,83,16,FGCU,67,,
NCAABB,2016,64,EAR2,East Regional,First Round,9,Providence,70,8,USC,69,,
NCAABB,2016,64,EAR2,East Regional,First Round,5,Indiana,99,12,Chattanooga,74,,
NCAABB,2016,64,EAR2,East Regional,First Round,4,Kentucky,85,13,Stony Brook,57,,
NCAABB,2016,64,EAR2,East Regional,First Round,2,Xavier,71,15,Weber St.,53,,
NCAABB,2016,64,EAR2,East Regional,First Round,7,Wisconsin,47,10,Pittsburgh,43,,
NCAABB,2016,64,EAR2,East Regional,First Round,14,S.F. Austin,70,3,West Virginia,56,,
NCAABB,2016,64,EAR2,East Regional,First Round,6,Notre Dame,70,11,Michigan,63,,
NCAABB,2016,64,MWR2,Midwest Regional,First Round,9,Butler,71,8,Texas Tech,61,,
NCAABB,2016,64,MWR2,Midwest Regional,First Round,1,Virginia,81,16,Hampton,45,,
NCAABB,2016,64,MWR2,Midwest Regional,First Round,12,Little Rock,85,5,Purdue,83,2OT,
NCAABB,2016,64,MWR2,Midwest Regional,First Round,4,Iowa State,94,13,Iona,81,,
NCAABB,2016,64,MWR2,Midwest Regional,First Round,3,Utah,80,14,Fresno St.,69,,
NCAABB,2016,64,MWR2,Midwest Regional,First Round,11,Gonzaga,68,6,Seton Hall,52,,
NCAABB,2016,64,MWR2,Midwest Regional,First Round,15,Middle Tenn.,90,2,Michigan St.,81,,
NCAABB,2016,64,MWR2,Midwest Regional,First Round,10,Syracuse,70,7,Dayton,51,,
NCAABB,2016,64,SOR2,South Regional,First Round,1,Kansas,105,16,Austin Peay,79,,
NCAABB,2016,64,SOR2,South Regional,First Round,9,Connecticut,74,8,Colorado,67,,
NCAABB,2016,64,SOR2,South Regional,First Round,3,Miami,79,14,Buffalo,72,,
NCAABB,2016,64,SOR2,South Regional,First Round,11,Wichita St.,65,6,Arizona,55,,
NCAABB,2016,64,SOR2,South Regional,First Round,5,Maryland,79,12,South Dakota St.,74,,
NCAABB,2016,64,SOR2,South Regional,First Round,13,Hawaii,77,4,California,66,,
NCAABB,2016,64,SOR2,South Regional,First Round,2,Villanova,86,15,NC Asheville,56,,
NCAABB,2016,64,SOR2,South Regional,First Round,7,Iowa,72,10,Temple,70,OT,
NCAABB,2016,64,WER2,West Regional,First Round,4,Duke,93,13,NC Wilmington,85,,
NCAABB,2016,64,WER2,West Regional,First Round,12,Yale,79,5,Baylor,75,,
NCAABB,2016,64,WER2,West Regional,First Round,1,Oregon,91,16,Holy Cross,52,,
NCAABB,2016,64,WER2,West Regional,First Round,8,St. Joseph's,78,9,Cincinnati,76,,
NCAABB,2016,64,WER2,West Regional,First Round,2,Oklahoma,82,15,CS Bakersfield,68,,
NCAABB,2016,64,WER2,West Regional,First Round,10,VCU,75,7,Oregon St.,67,,
NCAABB,2016,64,WER2,West Regional,First Round,3,Texas A&M,92,14,Green Bay,65,,
NCAABB,2016,64,WER2,West Regional,First Round,11,Northern Iowa,75,6,Texas,72,,
NCAABB,2016,32,EAR3,East Regional,Second Round,5,Indiana,73,4,Kentucky,67,,
NCAABB,2016,32,EAR3,East Regional,Second Round,1,North Carolina,85,9,Providence,66,,
NCAABB,2016,32,EAR3,East Regional,Second Round,7,Wisconsin,66,2,Xavier,63,,
NCAABB,2016,32,EAR3,East Regional,Second Round,6,Notre Dame,76,14,S.F. Austin,75,,
NCAABB,2016,32,MWR3,Midwest Regional,Second Round,4,Iowa State,78,12,Little Rock,61,,
NCAABB,2016,32,MWR3,Midwest Regional,Second Round,11,Gonzaga,82,3,Utah,59,,
NCAABB,2016,32,MWR3,Midwest Regional,Second Round,1,Virginia,77,9,Butler,69,,
NCAABB,2016,32,MWR3,Midwest Regional,Second Round,10,Syracuse,75,15,Middle Tenn.,50,,
NCAABB,2016,32,SOR3,South Regional,Second Round,1,Kansas,73,9,Connecticut,61,,
NCAABB,2016,32,SOR3,South Regional,Second Round,3,Miami,65,11,Wichita St.,57,,
NCAABB,2016,32,SOR3,South Regional,Second Round,5,Maryland,73,13,Hawaii,60,,
NCAABB,2016,32,SOR3,South Regional,Second Round,2,Villanova,87,7,Iowa,68,,
NCAABB,2016,32,WER3,West Regional,Second Round,4,Duke,71,12,Yale,64,,
NCAABB,2016,32,WER3,West Regional,Second Round,2,Oklahoma,85,10,VCU,81,,
NCAABB,2016,32,WER3,West Regional,Second Round,1,Oregon,69,8,St. Joseph's,64,,
NCAABB,2016,32,WER3,West Regional,Second Round,3,Texas A&M,92,11,Northern Iowa,88,2OT,
NCAABB,2016,16,EASF,East Regional,Semifinals,6,Notre Dame,61,7,Wisconsin,56,,
NCAABB,2016,16,EASF,East Regional,Semifinals,1,North Carolina,101,5,Indiana,86,,
NCAABB,2016,16,MWSF,Midwest Regional,Semifinals,1,Virginia,84,4,Iowa State,71,,
NCAABB,2016,16,MWSF,Midwest Regional,Semifinals,10,Syracuse,63,11,Gonzaga,60,,
NCAABB,2016,16,SOSF,South Regional,Semifinals,2,Villanova,92,3,Miami,69,,
NCAABB,2016,16,SOSF,South Regional,Semifinals,1,Kansas,79,5,Maryland,63,,
NCAABB,2016,16,WESF,West Regional,Semifinals,2,Oklahoma,77,3,Texas A&M,63,,
NCAABB,2016,16,WESF,West Regional,Semifinals,1,Oregon,82,4,Duke,68,,
NCAABB,2016,8,EAFinal,East Regional,Final,1,North Carolina,88,6,Notre Dame,74,,
NCAABB,2016,8,MWFinal,Midwest Regional,Final,10,Syracuse,68,1,Virginia,62,,
NCAABB,2016,8,SOFinal,South Regional,Final,2,Villanova,64,1,Kansas,59,,
NCAABB,2016,8,WEFinal,West Regional,Final,2,Oklahoma,80,1,Oregon,68,,
NCAABB,2016,4,NCAASF,Final Four,Semifinals,2,Villanova,95,2,Oklahoma,51,,
NCAABB,2016,4,NCAASF,Final Four,Semifinals,1,North Carolina,83,10,Syracuse,66,,
NCAABB,2016,2,NCAAFinal,Final Four,Championship,2,Villanova,77,1,North Carolina,74,,Houston
NCAABB,2017,128,EAR1,East Regional,Opening Round,16,Mount St. Mary's,67,16,New Orleans,66,,
NCAABB,2017,128,EAR1,East Regional,Opening Round,11,USC,75,11,Providence,71,,
NCAABB,2017,128,MWR1,Midwest Regional,Opening Round,16,UC Davis,67,16,NC Central,63,,
NCAABB,2017,128,SOR1,South Regional,Opening Round,11,Kansas St.,95,11,Wake Forest,88,,
NCAABB,2017,64,EAR2,East Regional,First Round,1,Villanova,76,16,Mount St. Mary's,56,,
NCAABB,2017,64,EAR2,East Regional,First Round,8,Wisconsin,84,9,Virginia Tech,74,,
NCAABB,2017,64,EAR2,East Regional,First Round,5,Virginia,76,12,NC Wilmington,71,,
NCAABB,2017,64,EAR2,East Regional,First Round,4,Florida,80,13,ETSU,65,,
NCAABB,2017,64,EAR2,East Regional,First Round,11,USC,66,6,SMU,65,,
NCAABB,2017,64,EAR2,East Regional,First Round,3,Baylor,91,14,New Mexico St.,73,,
NCAABB,2017,64,EAR2,East Regional,First Round,7,South Carolina,93,10,Marquette,73,,
NCAABB,2017,64,EAR2,East Regional,First Round,2,Duke,87,15,Troy,65,,
NCAABB,2017,64,MWR2,Midwest Regional,First Round,1,Kansas,100,16,UC Davis,62,,
NCAABB,2017,64,MWR2,Midwest Regional,First Round,9,Michigan St.,78,8,Miami,58,,
NCAABB,2017,64,MWR2,Midwest Regional,First Round,5,Iowa State,84,12,Nevada,73,,
NCAABB,2017,64,MWR2,Midwest Regional,First Round,4,Purdue,80,13,Vermont,70,,
NCAABB,2017,64,MWR2,Midwest Regional,First Round,11,Rhode Island,84,6,Creighton,72,,
NCAABB,2017,64,MWR2,Midwest Regional,First Round,3,Oregon,93,14,Iona,77,,
NCAABB,2017,64,MWR2,Midwest Regional,First Round,7,Michigan,92,10,Oklahoma St.,71,,
NCAABB,2017,64,MWR2,Midwest Regional,First Round,2,Louisville,78,15,Jacksonville St.,63,,
NCAABB,2017,64,SOR2,South Regional,First Round,1,North Carolina,103,16,Texas Southern,64,,
NCAABB,2017,64,SOR2,South Regional,First Round,8,Arkansas,77,9,Seton Hall,71,,
NCAABB,2017,64,SOR2,South Regional,First Round,12,Middle Tenn.,81,5,Minnesota,72,,
NCAABB,2017,64,SOR2,South Regional,First Round,4,Butler,76,13,Winthrop,64,,
NCAABB,2017,64,SOR2,South Regional,First Round,6,Cincinnati,75,11,Kansas St.,61,,
NCAABB,2017,64,SOR2,South Regional,First Round,3,UCLA,97,14,Kent State,80,,
NCAABB,2017,64,SOR2,South Regional,First Round,10,Wichita St.,64,7,Dayton,58,,
NCAABB,2017,64,SOR2,South Regional,First Round,2,Kentucky,79,15,Northern Ky.,70,,
NCAABB,2017,64,WER2,West Regional,First Round,1,Gonzaga,66,16,South Dakota St.,46,,
NCAABB,2017,64,WER2,West Regional,First Round,8,Northwestern,68,9,Vanderbilt,66,,
NCAABB,2017,64,WER2,West Regional,First Round,5,Notre Dame,60,12,Princeton,58,,
NCAABB,2017,64,WER2,West Regional,First Round,4,West Virginia,86,13,Bucknell,80,,
NCAABB,2017,64,WER2,West Regional,First Round,11,Xavier,76,6,Maryland,65,,
NCAABB,2017,64,WER2,West Regional,First Round,3,Florida St.,86,14,FGCU,80,,
NCAABB,2017,64,WER2,West Regional,First Round,7,St. Mary's,85,10,VCU,77,,
NCAABB,2017,64,WER2,West Regional,First Round,2,Arizona,100,15,North Dakota,82,,
NCAABB,2017,32,EAR3,East Regional,Second Round,8,Wisconsin,65,1,Villanova,62,,
NCAABB,2017,32,EAR3,East Regional,Second Round,4,Florida,65,5,Virginia,39,,
NCAABB,2017,32,EAR3,East Regional,Second Round,3,Baylor,82,11,USC,78,,
NCAABB,2017,32,EAR3,East Regional,Second Round,7,South Carolina,88,2,Duke,81,,
NCAABB,2017,32,MWR3,Midwest Regional,Second Round,1,Kansas,90,9,Michigan St.,70,,
NCAABB,2017,32,MWR3,Midwest Regional,Second Round,4,Purdue,80,5,Iowa State,76,,
NCAABB,2017,32,MWR3,Midwest Regional,Second Round,3,Oregon,75,11,Rhode Island,72,,
NCAABB,2017,32,MWR3,Midwest Regional,Second Round,7,Michigan,73,2,Louisville,69,,
NCAABB,2017,32,SOR3,South Regional,Second Round,1,North Carolina,72,8,Arkansas,65,,
NCAABB,2017,32,SOR3,South Regional,Second Round,4,Butler,74,12,Middle Tenn.,65,,
NCAABB,2017,32,SOR3,South Regional,Second Round,3,UCLA,79,6,Cincinnati,67,,
NCAABB,2017,32,SOR3,South Regional,Second Round,2,Kentucky,65,10,Wichita St.,62,,
NCAABB,2017,32,WER3,West Regional,Second Round,1,Gonzaga,79,8,Northwestern,73,,
NCAABB,2017,32,WER3,West Regional,Second Round,4,West Virginia,83,5,Notre Dame,71,,
NCAABB,2017,32,WER3,West Regional,Second Round,11,Xavier,91,3,Florida St.,66,,
NCAABB,2017,32,WER3,West Regional,Second Round,2,Arizona,89,7,St. Mary's,60,,
NCAABB,2017,16,EASF,East Regional,Semifinals,4,Florida,84,8,Wisconsin,83,OT,
NCAABB,2017,16,EASF,East Regional,Semifinals,7,South Carolina,70,3,Baylor,50,,
NCAABB,2017,16,MWSF,Midwest Regional,Semifinals,1,Kansas,98,4,Purdue,66,,
NCAABB,2017,16,MWSF,Midwest Regional,Semifinals,3,Oregon,69,7,Michigan,68,,
NCAABB,2017,16,SOSF,South Regional,Semifinals,1,North Carolina,92,4,Butler,80,,
NCAABB,2017,16,SOSF,South Regional,Semifinals,2,Kentucky,86,3,UCLA,75,,
NCAABB,2017,16,WESF,West Regional,Semifinals,1,Gonzaga,61,4,West Virginia,58,,
NCAABB,2017,16,WESF,West Regional,Semifinals,11,Xavier,73,2,Arizona,71,,
NCAABB,2017,8,EAFinal,East Regional,Final,7,South Carolina,77,4,Florida,70,,
NCAABB,2017,8,MWFinal,Midwest Regional,Final,3,Oregon,74,1,Kansas,60,,
NCAABB,2017,8,SOFinal,South Regional,Final,1,North Carolina,75,2,Kentucky,73,,
NCAABB,2017,8,WEFinal,West Regional,Final,1,Gonzaga,83,11,Xavier,59,,
NCAABB,2017,4,NCAASF,Final Four,Semifinals,1,Gonzaga,77,7,South Carolina,73,,
NCAABB,2017,4,NCAASF,Final Four,Semifinals,1,North Carolina,77,3,Oregon,76,,
NCAABB,2017,2,NCAAFinal,Final Four,Championship,1,North Carolina,71,1,Gonzaga,65,,Glendale
NCAABB,2018,128,EAR1,East Regional,Opening Round,16,Radford,71,16,Long Island,61,,
NCAABB,2018,128,EAR1,East Regional,Opening Round,11,St. Bonaventure,65,11,UCLA,58,,
NCAABB,2018,128,WER1,West Regional,Opening Round,16,Texas Southern,64,16,NC Central,46,,
NCAABB,2018,128,MWR1,Midwest Regional,Opening Round,11,Syracuse,60,16,Arizona St.,56,,
NCAABB,2018,64,EAR2,East Regional,First Round,1,Villanova,87,16,Radford,61,,
NCAABB,2018,64,EAR2,East Regional,First Round,9,Alabama,86,8,Virginia Tech,83,,
NCAABB,2018,64,EAR2,East Regional,First Round,5,West Virginia,85,12,Murray St.,68,,
NCAABB,2018,64,EAR2,East Regional,First Round,13,Marshall,81,4,Wichita St.,75,,
NCAABB,2018,64,EAR2,East Regional,First Round,6,Florida,77,11,St. Bonaventure,62,,
NCAABB,2018,64,EAR2,East Regional,First Round,3,Texas Tech,70,14,S.F. Austin,60,,
NCAABB,2018,64,EAR2,East Regional,First Round,10,Butler,79,7,Arkansas,62,,
NCAABB,2018,64,EAR2,East Regional,First Round,2,Purdue,74,15,CS Fullerton,48,,
NCAABB,2018,64,MWR2,Midwest Regional,First Round,1,Kansas,76,16,Pennsylvania,60,,
NCAABB,2018,64,MWR2,Midwest Regional,First Round,8,Seton Hall,94,9,NC State,83,,
NCAABB,2018,64,MWR2,Midwest Regional,First Round,5,Clemson,79,12,New Mexico St.,68,,
NCAABB,2018,64,MWR2,Midwest Regional,First Round,4,Auburn,62,13,Charleston,58,,
NCAABB,2018,64,MWR2,Midwest Regional,First Round,11,Syracuse,57,6,TCU,52,,
NCAABB,2018,64,MWR2,Midwest Regional,First Round,3,Michigan St.,82,14,Bucknell,78,,
NCAABB,2018,64,MWR2,Midwest Regional,First Round,7,Rhode Island,83,10,Oklahoma,78,OT,
NCAABB,2018,64,MWR2,Midwest Regional,First Round,2,Duke,89,15,Iona,67,,
NCAABB,2018,64,SOR2,South Regional,First Round,16,UMBC,74,1,Virginia,54,,
NCAABB,2018,64,SOR2,South Regional,First Round,9,Kansas St.,69,8,Creighton,59,,
NCAABB,2018,64,SOR2,South Regional,First Round,5,Kentucky,78,12,Davidson,73,,
NCAABB,2018,64,SOR2,South Regional,First Round,13,Buffalo,89,4,Arizona,68,,
NCAABB,2018,64,SOR2,South Regional,First Round,11,Loyola Chicago,64,6,Miami,62,,
NCAABB,2018,64,SOR2,South Regional,First Round,3,Tennessee,73,14,Wright St.,47,,
NCAABB,2018,64,SOR2,South Regional,First Round,7,Nevada,87,10,Texas,83,OT,
NCAABB,2018,64,SOR2,South Regional,First Round,2,Cincinnati,68,15,Georgia St.,53,,
NCAABB,2018,64,WER2,West Regional,First Round,1,Xavier,102,16,Texas Southern,83,,
NCAABB,2018,64,WER2,West Regional,First Round,9,Florida St.,67,8,Missouri,54,,
NCAABB,2018,64,WER2,West Regional,First Round,5,Ohio State,81,12,South Dakota St.,73,,
NCAABB,2018,64,WER2,West Regional,First Round,4,Gonzaga,68,13,NC Greensboro,64,,
NCAABB,2018,64,WER2,West Regional,First Round,6,Houston,67,11,San Diego St.,65,,
NCAABB,2018,64,WER2,West Regional,First Round,3,Michigan,61,14,Montana,47,,
NCAABB,2018,64,WER2,West Regional,First Round,7,Texas A&M,73,10,Providence,69,,
NCAABB,2018,64,WER2,West Regional,First Round,2,North Carolina,84,15,Lipscomb,66,,
NCAABB,2018,32,EAR3,East Regional,Second Round,1,Villanova,81,9,Alabama,58,,
NCAABB,2018,32,EAR3,East Regional,Second Round,5,West Virginia,94,13,Marshall,71,,
NCAABB,2018,32,EAR3,East Regional,Second Round,3,Texas Tech,69,6,Florida,66,,
NCAABB,2018,32,EAR3,East Regional,Second Round,2,Purdue,76,10,Butler,73,,
NCAABB,2018,32,MWR3,Midwest Regional,Second Round,1,Kansas,83,8,Seton Hall,79,,
NCAABB,2018,32,MWR3,Midwest Regional,Second Round,5,Clemson,84,4,Auburn,53,,
NCAABB,2018,32,MWR3,Midwest Regional,Second Round,11,Syracuse,55,3,Michigan St.,53,,
NCAABB,2018,32,MWR3,Midwest Regional,Second Round,2,Duke,87,7,Rhode Island,62,,
NCAABB,2018,32,SOR3,South Regional,Second Round,9,Kansas St.,50,16,UMBC,43,,
NCAABB,2018,32,SOR3,South Regional,Second Round,5,Kentucky,95,13,Buffalo,75,,
NCAABB,2018,32,SOR3,South Regional,Second Round,11,Loyola Chicago,63,3,Tennessee,62,,
NCAABB,2018,32,SOR3,South Regional,Second Round,7,Nevada,75,2,Cincinnati,73,,
NCAABB,2018,32,WER3,West Regional,Second Round,9,Florida St.,75,1,Xavier,70,,
NCAABB,2018,32,WER3,West Regional,Second Round,4,Gonzaga,90,5,Ohio State,84,,
NCAABB,2018,32,WER3,West Regional,Second Round,3,Michigan,64,6,Houston,63,,
NCAABB,2018,32,WER3,West Regional,Second Round,7,Texas A&M,86,2,North Carolina,65,,
NCAABB,2018,16,EASF,East Regional,Semifinals,1,Villanova,90,5,West Virginia,78,,
NCAABB,2018,16,EASF,East Regional,Semifinals,3,Texas Tech,78,2,Purdue,65,,
NCAABB,2018,16,MWSF,Midwest Regional,Semifinals,1,Kansas,80,5,Clemson,76,,
NCAABB,2018,16,MWSF,Midwest Regional,Semifinals,2,Duke,69,11,Syracuse,65,,
NCAABB,2018,16,SOSF,South Regional,Semifinals,9,Kansas St.,61,5,Kentucky,58,,
NCAABB,2018,16,SOSF,South Regional,Semifinals,11,Loyola Chicago,69,7,Nevada,68,,
NCAABB,2018,16,WESF,West Regional,Semifinals,9,Florida St.,75,4,Gonzaga,60,,
NCAABB,2018,16,WESF,West Regional,Semifinals,3,Michigan,99,7,Texas A&M,72,,
NCAABB,2018,8,EAFinal,East Regional,Final,1,Villanova,71,3,Texas Tech,59,,
NCAABB,2018,8,MWFinal,Midwest Regional,Final,1,Kansas,85,2,Duke,81,OT,
NCAABB,2018,8,SOFinal,South Regional,Final,11,Loyola Chicago,78,9,Kansas St.,62,,
NCAABB,2018,8,WEFinal,West Regional,Final,3,Michigan,58,9,Florida St.,54,,
NCAABB,2018,4,NCAASF,Final Four,Semifinals,3,Michigan,69,11,Loyola Chicago,57,,
NCAABB,2018,4,NCAASF,Final Four,Semifinals,1,Villanova,95,1,Kansas,79,,
NCAABB,2018,2,NCAAFinal,Final Four,Championship,1,Villanova,79,3,Michigan,62,,San Antonio
NCAABB,2019,128,EAR1,West Regional,Opening Round,16,FDU,82,16,Prairie View,76,,
NCAABB,2019,128,EAR1,East Regional,Opening Round,11,Belmont,81,11,Temple,70,,
NCAABB,2019,128,WER1,East Regional,Opening Round,16,North Dakota St.,78,16,NC Central,74,,
NCAABB,2019,128,MWR1,West Regional,Opening Round,11,Arizona St.,74,11,St. John's,65,,
NCAABB,2019,64,EAR2,East Regional,First Round,1,Duke,85,16,North Dakota St.,62,,
NCAABB,2019,64,EAR2,East Regional,First Round,9,UCF,73,8,VCU,58,,
NCAABB,2019,64,EAR2,East Regional,First Round,12,Liberty,80,5,Miss State,76,,
NCAABB,2019,64,EAR2,East Regional,First Round,4,Virginia Tech,66,13,St. Louis,52,,
NCAABB,2019,64,EAR2,East Regional,First Round,6,Maryland,79,11,Belmont,77,,
NCAABB,2019,64,EAR2,East Regional,First Round,3,LSU,79,14,Yale,74,,
NCAABB,2019,64,EAR2,East Regional,First Round,10,Minnesota,86,7,Louisville,76,,
NCAABB,2019,64,EAR2,East Regional,First Round,2,Michigan St.,76,15,Bradley,65,,
NCAABB,2019,64,MWR2,Midwest Regional,First Round,1,North Carolina,88,16,Iona,73,,
NCAABB,2019,64,MWR2,Midwest Regional,First Round,9,Washington,78,8,Utah State,61,,
NCAABB,2019,64,MWR2,Midwest Regional,First Round,5,Auburn,78,12,New Mexico St.,77,,
NCAABB,2019,64,MWR2,Midwest Regional,First Round,4,Kansas,87,13,Northeastern,53,,
NCAABB,2019,64,MWR2,Midwest Regional,First Round,11,Ohio State,62,6,Iowa State,59,,
NCAABB,2019,64,MWR2,Midwest Regional,First Round,3,Houston,84,14,Georgia St.,55,,
NCAABB,2019,64,MWR2,Midwest Regional,First Round,7,Wofford,84,10,Seton Hall,68,,
NCAABB,2019,64,MWR2,Midwest Regional,First Round,2,Kentucky,79,15,Abilene Christian,44,,
NCAABB,2019,64,SOR2,South Regional,First Round,1,Virginia,71,16,Gardner Webb,56,,
NCAABB,2019,64,SOR2,South Regional,First Round,9,Oklahoma,95,8,Mississippi,72,,
NCAABB,2019,64,SOR2,South Regional,First Round,12,Oregon,72,5,Wisconsin,54,,
NCAABB,2019,64,SOR2,South Regional,First Round,13,UC Irvine,70,4,Kansas St.,64,,
NCAABB,2019,64,SOR2,South Regional,First Round,6,Villanova,61,11,St. Mary's,57,,
NCAABB,2019,64,SOR2,South Regional,First Round,3,Purdue,61,14,Old Dominion,48,,
NCAABB,2019,64,SOR2,South Regional,First Round,10,Iowa,79,7,Cincinnati,72,,
NCAABB,2019,64,SOR2,South Regional,First Round,2,Tennessee,77,15,Colgate,70,,
NCAABB,2019,64,WER2,West Regional,First Round,1,Gonzaga,87,16,FDU,49,,
NCAABB,2019,64,WER2,West Regional,First Round,9,Baylor,78,8,Syracuse,69,,
NCAABB,2019,64,WER2,West Regional,First Round,12,Murray St.,83,5,Marquette,64,,
NCAABB,2019,64,WER2,West Regional,First Round,4,Florida St.,76,13,Vermont,69,,
NCAABB,2019,64,WER2,West Regional,First Round,6,Buffalo,91,11,Arizona St.,74,,
NCAABB,2019,64,WER2,West Regional,First Round,3,Texas Tech,72,14,Northern Ky.,57,,
NCAABB,2019,64,WER2,West Regional,First Round,10,Florida,70,7,Nevada,61,,
NCAABB,2019,64,WER2,West Regional,First Round,2,Michigan,74,15,Montana,55,,
NCAABB,2019,32,EAR3,East Regional,Second Round,1,Duke,77,9,UCF,76,,
NCAABB,2019,32,EAR3,East Regional,Second Round,4,Virginia Tech,67,12,Liberty,58,,
NCAABB,2019,32,EAR3,East Regional,Second Round,3,LSU,69,6,Maryland,67,,
NCAABB,2019,32,EAR3,East Regional,Second Round,2,Michigan St.,70,10,Minnesota,50,,
NCAABB,2019,32,MWR3,Midwest Regional,Second Round,1,North Carolina,81,9,Washington,59,,
NCAABB,2019,32,MWR3,Midwest Regional,Second Round,5,Auburn,89,4,Kansas,75,,
NCAABB,2019,32,MWR3,Midwest Regional,Second Round,3,Houston,74,11,Ohio State,59,,
NCAABB,2019,32,MWR3,Midwest Regional,Second Round,2,Kentucky,62,7,Wofford,56,,
NCAABB,2019,32,SOR3,South Regional,Second Round,1,Virginia,63,9,Oklahoma,51,,
NCAABB,2019,32,SOR3,South Regional,Second Round,12,Oregon,73,13,UC Irvine,54,,
NCAABB,2019,32,SOR3,South Regional,Second Round,3,Purdue,87,6,Villanova,61,,
NCAABB,2019,32,SOR3,South Regional,Second Round,2,Tennessee,83,10,Iowa,77,OT,
NCAABB,2019,32,WER3,West Regional,Second Round,1,Gonzaga,83,9,Baylor,71,,
NCAABB,2019,32,WER3,West Regional,Second Round,4,Florida St.,90,12,Murray St.,62,,
NCAABB,2019,32,WER3,West Regional,Second Round,3,Texas Tech,78,6,Buffalo,58,,
NCAABB,2019,32,WER3,West Regional,Second Round,2,Michigan,64,10,Florida,49,,
NCAABB,2019,16,EASF,East Regional,Semifinals,1,Duke,75,4,Virginia Tech,73,,
NCAABB,2019,16,EASF,East Regional,Semifinals,2,Michigan St.,80,3,LSU,63,,
NCAABB,2019,16,MWSF,Midwest Regional,Semifinals,5,Auburn,97,1,North Carolina,80,,
NCAABB,2019,16,MWSF,Midwest Regional,Semifinals,2,Kentucky,62,3,Houston,58,,
NCAABB,2019,16,SOSF,South Regional,Semifinals,1,Virginia,53,12,Oregon,49,,
NCAABB,2019,16,SOSF,South Regional,Semifinals,3,Purdue,99,2,Tennessee,94,OT,
NCAABB,2019,16,WESF,West Regional,Semifinals,1,Gonzaga,72,4,Florida St.,58,,
NCAABB,2019,16,WESF,West Regional,Semifinals,3,Texas Tech,63,2,Michigan,44,,
NCAABB,2019,8,EAFinal,East Regional,Final,2,Michigan St.,68,1,Duke,67,,
NCAABB,2019,8,MWFinal,Midwest Regional,Final,5,Auburn,77,2,Kentucky,71,OT,
NCAABB,2019,8,SOFinal,South Regional,Final,1,Virginia,80,3,Purdue,75,OT,
NCAABB,2019,8,WEFinal,West Regional,Final,3,Texas Tech,75,1,Gonzaga,69,,
NCAABB,2019,4,NCAASF,Final Four,Semifinals,3,Texas Tech,61,2,Michigan St.,51,,
NCAABB,2019,4,NCAASF,Final Four,Semifinals,1,Virginia,63,5,Auburn,62,,
NCAABB,2019,2,NCAAFinal,Final Four,Championship,1,Virginia,85,3,Texas Tech,77,OT,Minneapolis
NCAABB,2021,128,EAR1,West Regional,Opening Round,16,Norfolk St.,54,16,Appalachian St.,53,,
NCAABB,2021,128,EAR1,East Regional,Opening Round,16,Texas Southern,60,16,Mount St. Mary's,52,,
