sport,year,name1,name2,round,game,team1,score1,team2,score2,ot,...12,...13,check1,check2
WSO,2001,Quarterfinals,Quarterfinals,8,301,North Carolina,2,Penn State,1,,,,502,431
WSO,2001,Quarterfinals,Quarterfinals,8,302,Texas A&M,1,Portland,4,,,,354,120
WSO,2001,Quarterfinals,Quarterfinals,8,303,UCLA,0,Florida,1,2OT,,,741,380
WSO,2001,Quarterfinals,Quarterfinals,8,304,Virginia,2,Santa Clara,3,,,,381,181
WSO,2001,Semifinals,Semifinals,4,201,North Carolina,2,Portland,1,,,,502,120
WSO,2001,Semifinals,Semifinals,4,202,Florida,2,Santa Clara,3,OT,,,380,181
WSO,2001,Championship,Championship,1,101,North Carolina,0,Santa Clara,1,,,,502,181
WSO,2002,First Round,First Round,64,601,Stanford,4,Cal Poly,0,,,,605,53
WSO,2002,First Round,First Round,64,602,California,2,Denver,0,,,,338,154
WSO,2002,First Round,First Round,64,603,Purdue,1.123,Eastern Ill.,1,2OT PK,,,161,19
WSO,2002,First Round,First Round,64,604,Ohio State,1,Notre Dame,3,,,,278,481
WSO,2002,First Round,First Round,64,605,Charlotte,0,James Madison,1,,,,48,117
WSO,2002,First Round,First Round,64,606,Richmond,1,Clemson,0,,,,22,221
WSO,2002,First Round,First Round,64,607,Utah,3,BYU,2,OT,,,156,232
WSO,2002,First Round,First Round,64,608,Idaho St.,0,Portland,3,,,,15,120
WSO,2002,First Round,First Round,64,609,West Virginia,3,Loyola MD,0,,,,116,25
WSO,2002,First Round,First Round,64,610,Virginia,3,Dayton,2,,,,381,69
WSO,2002,First Round,First Round,64,611,Penn State,2,Princeton,0,,,,431,159
WSO,2002,First Round,First Round,64,612,American,0,Maryland,1,,,,47,364
WSO,2002,First Round,First Round,64,613,Florida St.,2,Mississippi,0,,,,403,114
WSO,2002,First Round,First Round,64,614,Auburn,2,UCF,0,,,,171,128
WSO,2002,First Round,First Round,64,615,Rhode Island,2,Dartmouth,1,2OT,,,26,69
WSO,2002,First Round,First Round,64,616,Central Conn.,0,Connecticut,2,,,,22,366
WSO,2002,First Round,First Round,64,617,Pepperdine,2,Milwaukee,0,,,,77,50
WSO,2002,First Round,First Round,64,618,Wisconsin,3,Marquette,2,,,,284,78
WSO,2002,First Round,First Round,64,619,Miami Ohio,2,Michigan St.,1,,,,46,238
WSO,2002,First Round,First Round,64,620,Oakland,0,Michigan,1,,,,32,404
WSO,2002,First Round,First Round,64,621,Nebraska,2,Hartford,0,,,,372,39
WSO,2002,First Round,First Round,64,622,Yale,0.123,Villanova,0,2OT PK,,,68,53
WSO,2002,First Round,First Round,64,623,Arizona St.,2,Washington St.,1,,,,262,64
WSO,2002,First Round,First Round,64,624,Creighton,1,Santa Clara,5,,,,164,181
WSO,2002,First Round,First Round,64,625,UCLA,4,Loyola Marymount,0,,,,741,57
WSO,2002,First Round,First Round,64,626,USC,1,San Diego,0,OT,,,231,104
WSO,2002,First Round,First Round,64,627,SMU,2,Texas,1,,,,122,436
WSO,2002,First Round,First Round,64,628,Northwestern St.,0,Texas A&M,8,,,,19,354
WSO,2002,First Round,First Round,64,629,Tennessee,5,Furman,0,,,,389,39
WSO,2002,First Round,First Round,64,630,Cincinnati,1,Kentucky,0,,,,38,234
WSO,2002,First Round,First Round,64,631,Wake Forest,2,William & Mary,0,,,,122,66
WSO,2002,First Round,First Round,64,632,Radford,1,North Carolina,6,,,,27,502
WSO,2002,Second Round,Second Round,32,501,Stanford,1,California,0,OT,,,605,338
WSO,2002,Second Round,Second Round,32,502,Purdue,1,Notre Dame,3,,,,161,481
WSO,2002,Second Round,Second Round,32,503,James Madison,0,Richmond,1,,,,117,22
WSO,2002,Second Round,Second Round,32,504,Utah,0,Portland,3,,,,156,120
WSO,2002,Second Round,Second Round,32,505,West Virginia,0,Virginia,1,,,,116,381
WSO,2002,Second Round,Second Round,32,506,Penn State,2,Maryland,1,,,,431,364
WSO,2002,Second Round,Second Round,32,507,Florida St.,2,Auburn,1,,,,403,171
WSO,2002,Second Round,Second Round,32,508,Rhode Island,1,Connecticut,2,OT,,,26,366
WSO,2002,Second Round,Second Round,32,509,Pepperdine,2,Wisconsin,1,OT,,,77,284
WSO,2002,Second Round,Second Round,32,510,Miami Ohio,0,Michigan,4,,,,46,404
WSO,2002,Second Round,Second Round,32,511,Nebraska,1,Yale,0,,,,372,68
WSO,2002,Second Round,Second Round,32,512,Arizona St.,1,Santa Clara,5,,,,262,181
WSO,2002,Second Round,Second Round,32,513,UCLA,1,USC,0,2OT,,,741,231
WSO,2002,Second Round,Second Round,32,514,SMU,1,Texas A&M,1.123,2OT PK,,,122,354
WSO,2002,Second Round,Second Round,32,515,Tennessee,2,Cincinnati,1,,,,389,38
WSO,2002,Second Round,Second Round,32,516,Wake Forest,1,North Carolina,3,,,,122,502
WSO,2002,Third Round,Third Round,16,401,Stanford,1,Notre Dame,0,,,,605,481
WSO,2002,Third Round,Third Round,16,402,Richmond,0,Portland,4,,,,22,120
WSO,2002,Third Round,Third Round,16,403,Virginia,0,Penn State,3,,,,381,431
WSO,2002,Third Round,Third Round,16,404,Florida St.,0,Connecticut,1,,,,403,366
WSO,2002,Third Round,Third Round,16,405,Pepperdine,0,Michigan,2,,,,77,404
WSO,2002,Third Round,Third Round,16,406,Nebraska,2,Santa Clara,3,,,,372,181
WSO,2002,Third Round,Third Round,16,407,UCLA,0,Texas A&M,0.123,2OT PK,,,741,354
WSO,2002,Third Round,Third Round,16,408,Tennessee,1,North Carolina,3,,,,389,502
WSO,2002,Quarterfinals,Quarterfinals,8,301,Stanford,0,Portland,0.123,2OT PK,,,605,120
WSO,2002,Quarterfinals,Quarterfinals,8,302,Penn State,2,Connecticut,1,,,,431,366
WSO,2002,Quarterfinals,Quarterfinals,8,303,Michigan,1,Santa Clara,3,,,,404,181
WSO,2002,Quarterfinals,Quarterfinals,8,304,Texas A&M,0,North Carolina,3,,,,354,502
WSO,2002,Semifinals,Semifinals,4,201,Portland,2,Penn State,0,,,,120,431
WSO,2002,Semifinals,Semifinals,4,202,Santa Clara,2,North Carolina,1,,,,181,502
WSO,2002,Championship,Championship,1,101,Portland,2,Santa Clara,1,2OT,,,120,181
WSO,2003,First Round,First Round,64,601,North Carolina,8,High Point,0,,,,502,30
WSO,2003,First Round,First Round,64,602,NC Greensboro,2,Wake Forest,1,,,,50,122
WSO,2003,First Round,First Round,64,603,Purdue,2,DePaul,1,,,,161,137
WSO,2003,First Round,First Round,64,604,Western Mich.,2,Illinois,0,,,,74,149
WSO,2003,First Round,First Round,64,605,Santa Clara,1,Stanford,0,,,,181,605
WSO,2003,First Round,First Round,64,606,Arizona St.,3,Cal Poly,1,,,,262,53
WSO,2003,First Round,First Round,64,607,Nebraska,2,Washington,1,,,,372,425
WSO,2003,First Round,First Round,64,608,Denver,0,Portland,1,,,,154,120
WSO,2003,First Round,First Round,64,609,Penn State,5,Navy,1,,,,431,80
WSO,2003,First Round,First Round,64,610,Rutgers,1.123,Maryland,1,2OT PK,,,158,364
WSO,2003,First Round,First Round,64,611,Texas A&M,1.123,SMU,1,2OT PK,,,354,122
WSO,2003,First Round,First Round,64,612,S.F. Austin,0,Duke,3,,,,48,386
WSO,2003,First Round,First Round,64,613,Kansas,3,Illinois St.,1,,,,124,68
WSO,2003,First Round,First Round,64,614,Missouri,1,Eastern Ill.,0,,,,201,19
WSO,2003,First Round,First Round,64,615,Pepperdine,1,USC,0,,,,77,231
WSO,2003,First Round,First Round,64,616,San Diego,0,UCLA,2,,,,104,741
WSO,2003,First Round,First Round,64,617,Florida,3,UCF,2,2OT,,,380,128
WSO,2003,First Round,First Round,64,618,Mississippi,1,Texas,0,,,,114,436
WSO,2003,First Round,First Round,64,619,Georgia,2,Clemson,1,,,,276,221
WSO,2003,First Round,First Round,64,620,Oklahoma,0,Tennessee,1,,,,325,389
WSO,2003,First Round,First Round,64,621,Florida St.,5,Dartmouth,0,,,,403,69
WSO,2003,First Round,First Round,64,622,Auburn,1,Oklahoma St.,0,,,,171,201
WSO,2003,First Round,First Round,64,623,Ohio State,3,Dayton,0,,,,278,69
WSO,2003,First Round,First Round,64,624,Loyola MD,2,West Virginia,4,,,,25,116
WSO,2003,First Round,First Round,64,625,Virginia,1.123,William & Mary,1,2OT PK,,,381,66
WSO,2003,First Round,First Round,64,626,Villanova,2,Princeton,1,,,,53,159
WSO,2003,First Round,First Round,64,627,Idaho St.,0.123,Utah,0,2OT PK,,,15,156
WSO,2003,First Round,First Round,64,628,BYU,2,Colorado,0,,,,232,103
WSO,2003,First Round,First Round,64,629,Boston College,0,Central Conn.,1,,,,195,22
WSO,2003,First Round,First Round,64,630,Connecticut,1,Boston U.,0,,,,366,174
WSO,2003,First Round,First Round,64,631,Michigan,1,Oakland,0,,,,404,32
WSO,2003,First Round,First Round,64,632,Loyola Chicago,0,Notre Dame,5,,,,22,481
WSO,2003,Second Round,Second Round,32,501,North Carolina,5,NC Greensboro,0,,,,502,50
WSO,2003,Second Round,Second Round,32,502,Western Mich.,2,Purdue,3,,,,74,161
WSO,2003,Second Round,Second Round,32,503,Santa Clara,1,Arizona St.,0,,,,181,262
WSO,2003,Second Round,Second Round,32,504,Nebraska,1,Portland,4,,,,372,120
WSO,2003,Second Round,Second Round,32,505,Penn State,3,Rutgers,1,,,,431,158
WSO,2003,Second Round,Second Round,32,506,Texas A&M,2,Duke,1,,,,354,386
WSO,2003,Second Round,Second Round,32,507,Kansas,2,Missouri,0,,,,124,201
WSO,2003,Second Round,Second Round,32,508,Pepperdine,0,UCLA,2,,,,77,741
WSO,2003,Second Round,Second Round,32,509,Florida,4,Mississippi,3,2OT,,,380,114
WSO,2003,Second Round,Second Round,32,510,Georgia,0,Tennessee,1,,,,276,389
WSO,2003,Second Round,Second Round,32,511,Florida St.,2,Auburn,1,,,,403,171
WSO,2003,Second Round,Second Round,32,512,Ohio State,0,West Virginia,3,,,,278,116
WSO,2003,Second Round,Second Round,32,513,Virginia,0,Villanova,0.123,2OT PK,,,381,53
WSO,2003,Second Round,Second Round,32,514,Idaho St.,0,BYU,2,,,,15,232
WSO,2003,Second Round,Second Round,32,515,Central Conn.,2,Connecticut,3,2OT,,,22,366
WSO,2003,Second Round,Second Round,32,516,Michigan,1,Notre Dame,0,,,,404,481
WSO,2003,Third Round,Third Round,16,401,North Carolina,7,Purdue,0,,,,502,161
WSO,2003,Third Round,Third Round,16,402,Santa Clara,0.123,Portland,0,2OT PK,,,181,120
WSO,2003,Third Round,Third Round,16,403,Penn State,3,Texas A&M,0,,,,431,354
WSO,2003,Third Round,Third Round,16,404,Kansas,0,UCLA,1,,,,124,741
WSO,2003,Third Round,Third Round,16,405,Florida,1,Tennessee,0,,,,380,389
WSO,2003,Third Round,Third Round,16,406,Florida St.,3,West Virginia,2,2OT,,,403,116
WSO,2003,Third Round,Third Round,16,407,Villanova,0,BYU,0.123,2OT PK,,,53,232
WSO,2003,Third Round,Third Round,16,408,Connecticut,5,Michigan,0,,,,366,404
WSO,2003,Quarterfinals,Quarterfinals,8,301,North Carolina,3,Santa Clara,0,,,,502,181
WSO,2003,Quarterfinals,Quarterfinals,8,302,Penn State,0,UCLA,4,,,,431,741
WSO,2003,Quarterfinals,Quarterfinals,8,303,Florida,1,Florida St.,2,,,,380,403
WSO,2003,Quarterfinals,Quarterfinals,8,304,BYU,1,Connecticut,3,,,,232,366
WSO,2003,Semifinals,Semifinals,4,201,North Carolina,3,UCLA,0,,,,502,741
WSO,2003,Semifinals,Semifinals,4,202,Florida St.,0,Connecticut,2,,,,403,366
WSO,2003,Championship,Championship,1,101,North Carolina,6,Connecticut,0,,,,502,366
WSO,2004,First Round,First Round,64,601,North Carolina,6,Campbell,0,,,,502,25
WSO,2004,First Round,First Round,64,602,William & Mary,2,Virginia Tech,1,,,,66,144
WSO,2004,First Round,First Round,64,603,Stanford,2,Cal Poly,0,,,,605,53
WSO,2004,First Round,First Round,64,604,California,1,Santa Clara,2,,,,338,181
WSO,2004,First Round,First Round,64,605,Texas A&M,10,Texas St.,0,,,,354,61
WSO,2004,First Round,First Round,64,606,Illinois,2,Rice,0,,,,149,24
WSO,2004,First Round,First Round,64,607,Nebraska,3,Oral Roberts,0,,,,372,20
WSO,2004,First Round,First Round,64,608,Creighton,1,Kansas,3,,,,164,124
WSO,2004,First Round,First Round,64,609,Portland,3,Weber St.,0,,,,120,22
WSO,2004,First Round,First Round,64,610,Colorado,3,Utah,0,,,,103,156
WSO,2004,First Round,First Round,64,611,West Virginia,2,SMU,1,,,,116,122
WSO,2004,First Round,First Round,64,612,North Texas,0,Texas,3,,,,15,436
WSO,2004,First Round,First Round,64,613,Arizona,0,Colgate,1,,,,361,47
WSO,2004,First Round,First Round,64,614,Connecticut,2,Harvard,1,,,,366,156
WSO,2004,First Round,First Round,64,615,Wisconsin,2,Dayton,1,OT,,,284,69
WSO,2004,First Round,First Round,64,616,Eastern Ill.,0,Notre Dame,4,,,,19,481
WSO,2004,First Round,First Round,64,617,Virginia,6,James Madison,0,,,,381,117
WSO,2004,First Round,First Round,64,618,Duke,2,VCU,1,,,,386,20
WSO,2004,First Round,First Round,64,619,San Diego,1,UNLV,0,2OT,,,104,72
WSO,2004,First Round,First Round,64,620,Pepperdine,0,UCLA,1,,,,77,741
WSO,2004,First Round,First Round,64,621,Tennessee,2,Furman,0,,,,389,39
WSO,2004,First Round,First Round,64,622,UAB,2,Wake Forest,0,,,,39,122
WSO,2004,First Round,First Round,64,623,Detroit,3,Michigan,2,,,,7,404
WSO,2004,First Round,First Round,64,624,Bowling Green,0,Ohio State,2,,,,66,278
WSO,2004,First Round,First Round,64,625,Princeton,5,Central Conn.,0,,,,159,22
WSO,2004,First Round,First Round,64,626,Villanova,2,Yale,1,,,,53,68
WSO,2004,First Round,First Round,64,627,Boston College,0.123,Florida St.,0,2OT PK,,,195,403
WSO,2004,First Round,First Round,64,628,UCF,3,Florida,2,,,,128,380
WSO,2004,First Round,First Round,64,629,Washington,5,Birmingham So.,0,,,,425,1
WSO,2004,First Round,First Round,64,630,Auburn,2,Clemson,0,,,,171,221
WSO,2004,First Round,First Round,64,631,Maryland,3,Loyola MD,0,,,,364,25
WSO,2004,First Round,First Round,64,632,Binghamton,1,Penn State,6,,,,11,431
WSO,2004,Second Round,Second Round,32,501,North Carolina,6,William & Mary,0,,,,502,66
WSO,2004,Second Round,Second Round,32,502,Stanford,0,Santa Clara,1,2OT,,,605,181
WSO,2004,Second Round,Second Round,32,503,Texas A&M,1,Illinois,2,,,,354,149
WSO,2004,Second Round,Second Round,32,504,Nebraska,2,Kansas,1,OT,,,372,124
WSO,2004,Second Round,Second Round,32,505,Portland,3,Colorado,0,,,,120,103
WSO,2004,Second Round,Second Round,32,506,West Virginia,1,Texas,2,,,,116,436
WSO,2004,Second Round,Second Round,32,507,Colgate,0,Connecticut,4,,,,47,366
WSO,2004,Second Round,Second Round,32,508,Wisconsin,0,Notre Dame,1,,,,284,481
WSO,2004,Second Round,Second Round,32,509,Virginia,0,Duke,3,,,,381,386
WSO,2004,Second Round,Second Round,32,510,San Diego,0,UCLA,3,,,,104,741
WSO,2004,Second Round,Second Round,32,511,Tennessee,1,UAB,0,,,,389,39
WSO,2004,Second Round,Second Round,32,512,Detroit,0,Ohio State,3,,,,7,278
WSO,2004,Second Round,Second Round,32,513,Princeton,1,Villanova,0,2OT,,,159,53
WSO,2004,Second Round,Second Round,32,514,UCF,1,Boston College,2,,,,128,195
WSO,2004,Second Round,Second Round,32,515,Washington,1,Auburn,0,,,,425,171
WSO,2004,Second Round,Second Round,32,516,Maryland,1,Penn State,0,,,,364,431
WSO,2004,Third Round,Third Round,16,401,North Carolina,0,Santa Clara,1,OT,,,502,181
WSO,2004,Third Round,Third Round,16,402,Illinois,2,Nebraska,1,,,,149,372
WSO,2004,Third Round,Third Round,16,403,Portland,2,Texas,0,,,,120,436
WSO,2004,Third Round,Third Round,16,404,Connecticut,0,Notre Dame,2,,,,366,481
WSO,2004,Third Round,Third Round,16,405,Duke,0,UCLA,2,,,,386,741
WSO,2004,Third Round,Third Round,16,406,Tennessee,0,Ohio State,1,,,,389,278
WSO,2004,Third Round,Third Round,16,407,Princeton,2,Boston College,0,,,,159,195
WSO,2004,Third Round,Third Round,16,408,Washington,1,Maryland,0,,,,425,364
WSO,2004,Quarterfinals,Quarterfinals,8,301,Santa Clara,2,Illinois,0,,,,181,149
WSO,2004,Quarterfinals,Quarterfinals,8,302,Portland,1,Notre Dame,3,,,,120,481
WSO,2004,Quarterfinals,Quarterfinals,8,303,UCLA,1,Ohio State,0,,,,741,278
WSO,2004,Quarterfinals,Quarterfinals,8,304,Princeton,3,Washington,1,,,,159,425
WSO,2004,Semifinals,Semifinals,4,201,Santa Clara,0,Notre Dame,1,,,,181,481
WSO,2004,Semifinals,Semifinals,4,202,UCLA,2,Princeton,0,,,,741,159
WSO,2004,Championship,Championship,1,101,Notre Dame,1.123,UCLA,1,2OT PK,,,481,741
WSO,2005,First Round,First Round,64,601,Penn State,6,Bucknell,0,,,,431,28
WSO,2005,First Round,First Round,64,602,West Virginia,3,Hofstra,0,,,,116,128
WSO,2005,First Round,First Round,64,603,SMU,3,North Texas,0,,,,122,15
WSO,2005,First Round,First Round,64,604,Northwestern St.,0,Texas A&M,7,,,,19,354
WSO,2005,First Round,First Round,64,605,Connecticut,0,Boston U.,1,,,,366,174
WSO,2005,First Round,First Round,64,606,Boston College,2,Dartmouth,1,,,,195,69
WSO,2005,First Round,First Round,64,607,St. Louis,2,Stanford,0,,,,142,605
WSO,2005,First Round,First Round,64,608,Fresno St.,0,Santa Clara,5,,,,203,181
WSO,2005,First Round,First Round,64,609,Portland,5,Iowa State,0,,,,120,91
WSO,2005,First Round,First Round,64,610,Nebraska,1,Creighton,0,,,,372,164
WSO,2005,First Round,First Round,64,611,Arizona,1,Utah,0,,,,361,156
WSO,2005,First Round,First Round,64,612,Weber St.,1.123,BYU,1,2OT PK,,,22,232
WSO,2005,First Round,First Round,64,613,Duke,4,Fairfield,0,,,,386,40
WSO,2005,First Round,First Round,64,614,Yale,3,Central Conn.,0,,,,68,22
WSO,2005,First Round,First Round,64,615,Michigan St.,4,Bowling Green,0,,,,238,66
WSO,2005,First Round,First Round,64,616,Valparaiso,0,Notre Dame,6,,,,15,481
WSO,2005,First Round,First Round,64,617,UCLA,9,Miss Valley,0,,,,741,22
WSO,2005,First Round,First Round,64,618,Colorado,0.123,UC Riverside,0,2OT PK,,,103,6
WSO,2005,First Round,First Round,64,619,Milwaukee,0.123,Purdue,0,2OT PK,,,50,161
WSO,2005,First Round,First Round,64,620,Wisconsin,0,Marquette,1,,,,284,78
WSO,2005,First Round,First Round,64,621,CS Fullerton,1,UNLV,0,OT,,,164,72
WSO,2005,First Round,First Round,64,622,USC,1,Gonzaga,0,,,,231,36
WSO,2005,First Round,First Round,64,623,Tennessee,5,Wake Forest,2,,,,389,122
WSO,2005,First Round,First Round,64,624,Liberty,0,Virginia,4,,,,67,381
WSO,2005,First Round,First Round,64,625,North Carolina,2,Western Caro.,0,,,,502,5
WSO,2005,First Round,First Round,64,626,VCU,3,Clemson,1,,,,20,221
WSO,2005,First Round,First Round,64,627,Samford,1.123,Vanderbilt,1,2OT PK,,,23,98
WSO,2005,First Round,First Round,64,628,Mississippi,0,Pepperdine,1,,,,114,77
WSO,2005,First Round,First Round,64,629,California,2,Rice,0,,,,338,24
WSO,2005,First Round,First Round,64,630,UTEP,3,Texas,2,,,,7,436
WSO,2005,First Round,First Round,64,631,Illinois,1,Florida,0,,,,149,380
WSO,2005,First Round,First Round,64,632,Fla. Atlantic,0,Florida St.,3,,,,43,403
WSO,2005,Second Round,Second Round,32,501,Penn State,5,West Virginia,2,,,,431,116
WSO,2005,Second Round,Second Round,32,502,SMU,2,Texas A&M,4,,,,122,354
WSO,2005,Second Round,Second Round,32,503,Boston U.,0,Boston College,1,,,,174,195
WSO,2005,Second Round,Second Round,32,504,St. Louis,0,Santa Clara,4,,,,142,181
WSO,2005,Second Round,Second Round,32,505,Portland,3,Nebraska,2,,,,120,372
WSO,2005,Second Round,Second Round,32,506,Weber St.,0,Arizona,1,,,,22,361
WSO,2005,Second Round,Second Round,32,507,Duke,1,Yale,2,,,,386,68
WSO,2005,Second Round,Second Round,32,508,Michigan St.,0,Notre Dame,3,,,,238,481
WSO,2005,Second Round,Second Round,32,509,UCLA,3,Colorado,0,,,,741,103
WSO,2005,Second Round,Second Round,32,510,Milwaukee,0,Marquette,1,,,,50,78
WSO,2005,Second Round,Second Round,32,511,CS Fullerton,3,USC,1,,,,164,231
WSO,2005,Second Round,Second Round,32,512,Tennessee,0,Virginia,3,,,,389,381
WSO,2005,Second Round,Second Round,32,513,North Carolina,6,VCU,2,,,,502,20
WSO,2005,Second Round,Second Round,32,514,Samford,1,Pepperdine,2,,,,23,77
WSO,2005,Second Round,Second Round,32,515,California,2,UTEP,1,,,,338,7
WSO,2005,Second Round,Second Round,32,516,Illinois,1,Florida St.,2,,,,149,403
WSO,2005,Third Round,Third Round,16,401,Penn State,4,Texas A&M,1,,,,431,354
WSO,2005,Third Round,Third Round,16,402,Boston College,1,Santa Clara,2,,,,195,181
WSO,2005,Third Round,Third Round,16,403,Portland,4,Arizona,0,,,,120,361
WSO,2005,Third Round,Third Round,16,404,Yale,2,Notre Dame,5,,,,68,481
WSO,2005,Third Round,Third Round,16,405,UCLA,4,Marquette,0,,,,741,78
WSO,2005,Third Round,Third Round,16,406,CS Fullerton,1,Virginia,2,,,,164,381
WSO,2005,Third Round,Third Round,16,407,North Carolina,6,Pepperdine,0,,,,502,77
WSO,2005,Third Round,Third Round,16,408,California,1,Florida St.,2,,,,338,403
WSO,2005,Quarterfinals,Quarterfinals,8,301,Penn State,2,Santa Clara,1,,,,431,181
WSO,2005,Quarterfinals,Quarterfinals,8,302,Portland,3,Notre Dame,1,,,,120,481
WSO,2005,Quarterfinals,Quarterfinals,8,303,UCLA,5,Virginia,0,,,,741,381
WSO,2005,Quarterfinals,Quarterfinals,8,304,North Carolina,1,Florida St.,1.123,2OT PK,,,502,403
WSO,2005,Semifinals,Semifinals,4,201,Penn State,0,Portland,0.123,2OT PK,,,431,120
WSO,2005,Semifinals,Semifinals,4,202,UCLA,4,Florida St.,0,,,,741,403
WSO,2005,Championship,Championship,1,101,Portland,4,UCLA,0,,,,120,741
WSO,2006,First Round,First Round,64,601,North Carolina,7,NC Asheville,0,,,,502,4
WSO,2006,First Round,First Round,64,602,Navy,0.123,William & Mary,0,2OT PK,,,80,66
WSO,2006,First Round,First Round,64,603,Duke,0.123,Louisville,0,2OT PK,,,386,241
WSO,2006,First Round,First Round,64,604,UAB,0,Tennessee,4,,,,39,389
WSO,2006,First Round,First Round,64,605,Wake Forest,4,Old Dominion,0,,,,122,87
WSO,2006,First Round,First Round,64,606,Virginia,2,West Virginia,0,,,,381,116
WSO,2006,First Round,First Round,64,607,SMU,2,McNeese,0,,,,122,31
WSO,2006,First Round,First Round,64,608,Grambling,0,Texas A&M,5,,,,9,354
WSO,2006,First Round,First Round,64,609,Texas,4,Long Island,0,,,,436,71
WSO,2006,First Round,First Round,64,610,Connecticut,2,Columbia,1,,,,366,33
WSO,2006,First Round,First Round,64,611,Portland,2,BYU,1,,,,120,232
WSO,2006,First Round,First Round,64,612,Idaho St.,2,Utah,3,2OT,,,15,156
WSO,2006,First Round,First Round,64,613,Florida,2,Loyola Chicago,0,,,,380,22
WSO,2006,First Round,First Round,64,614,Marquette,1,Purdue,0,,,,78,161
WSO,2006,First Round,First Round,64,615,CS Fullerton,3,Loyola Marymount,0,,,,164,57
WSO,2006,First Round,First Round,64,616,UNLV,1,UCLA,6,,,,72,741
WSO,2006,First Round,First Round,64,617,Santa Clara,0,USC,1,,,,181,231
WSO,2006,First Round,First Round,64,618,Stanford,2,Nevada,1,,,,605,15
WSO,2006,First Round,First Round,64,619,Clemson,1.123,Vanderbilt,1,2OT PK,,,221,98
WSO,2006,First Round,First Round,64,620,NC Greensboro,0,Oklahoma St.,2,,,,50,201
WSO,2006,First Round,First Round,64,621,Illinois,2,SE Missouri,0,,,,149,19
WSO,2006,First Round,First Round,64,622,St. Louis,2,Drake,0,,,,142,40
WSO,2006,First Round,First Round,64,623,California,3,Auburn,1,,,,338,171
WSO,2006,First Round,First Round,64,624,Jacksonville,0,Florida St.,6,,,,16,403
WSO,2006,First Round,First Round,64,625,Notre Dame,7,Oakland,1,,,,481,32
WSO,2006,First Round,First Round,64,626,Milwaukee,0.123,Michigan,0,2OT PK,,,50,404
WSO,2006,First Round,First Round,64,627,Denver,2,Kentucky,0,,,,154,234
WSO,2006,First Round,First Round,64,628,Colorado Coll.,1,Colorado,2,,,,62,103
WSO,2006,First Round,First Round,64,629,Rutgers,2,Hartford,0,,,,158,39
WSO,2006,First Round,First Round,64,630,Boston College,3,Boston U.,0,,,,195,174
WSO,2006,First Round,First Round,64,631,Villanova,5,Toledo,1,,,,53,29
WSO,2006,First Round,First Round,64,632,Niagara,1,Penn State,3,,,,12,431
WSO,2006,Second Round,Second Round,32,501,North Carolina,4,Navy,0,,,,502,80
WSO,2006,Second Round,Second Round,32,502,Duke,0,Tennessee,0.123,2OT PK,,,386,389
WSO,2006,Second Round,Second Round,32,503,Wake Forest,0,Virginia,2,,,,122,381
WSO,2006,Second Round,Second Round,32,504,SMU,0,Texas A&M,4,,,,122,354
WSO,2006,Second Round,Second Round,32,505,Texas,1.123,Connecticut,1,2OT PK,,,436,366
WSO,2006,Second Round,Second Round,32,506,Portland,3,Utah,0,,,,120,156
WSO,2006,Second Round,Second Round,32,507,Florida,0.123,Marquette,0,2OT PK,,,380,78
WSO,2006,Second Round,Second Round,32,508,CS Fullerton,1,UCLA,3,,,,164,741
WSO,2006,Second Round,Second Round,32,509,USC,0,Stanford,2,,,,231,605
WSO,2006,Second Round,Second Round,32,510,Clemson,0.123,Oklahoma St.,0,2OT PK,,,221,201
WSO,2006,Second Round,Second Round,32,511,Illinois,4,St. Louis,1,,,,149,142
WSO,2006,Second Round,Second Round,32,512,California,1,Florida St.,3,,,,338,403
WSO,2006,Second Round,Second Round,32,513,Notre Dame,1,Milwaukee,0,,,,481,50
WSO,2006,Second Round,Second Round,32,514,Denver,1,Colorado,2,,,,154,103
WSO,2006,Second Round,Second Round,32,515,Rutgers,0,Boston College,0.123,2OT PK,,,158,195
WSO,2006,Second Round,Second Round,32,516,Villanova,0,Penn State,2,,,,53,431
WSO,2006,Third Round,Third Round,16,401,North Carolina,6,Tennessee,2,,,,502,389
WSO,2006,Third Round,Third Round,16,402,Virginia,1,Texas A&M,2,,,,381,354
WSO,2006,Third Round,Third Round,16,403,Texas,0,Portland,2,,,,436,120
WSO,2006,Third Round,Third Round,16,404,Florida,2,UCLA,3,,,,380,741
WSO,2006,Third Round,Third Round,16,405,Stanford,0,Clemson,0.123,2OT PK,,,605,221
WSO,2006,Third Round,Third Round,16,406,Illinois,0,Florida St.,1,,,,149,403
WSO,2006,Third Round,Third Round,16,407,Notre Dame,3,Colorado,0,,,,481,103
WSO,2006,Third Round,Third Round,16,408,Boston College,0,Penn State,1,,,,195,431
WSO,2006,Quarterfinals,Quarterfinals,8,301,North Carolina,3,Texas A&M,2,,,,502,354
WSO,2006,Quarterfinals,Quarterfinals,8,302,Portland,1,UCLA,2,,,,120,741
WSO,2006,Quarterfinals,Quarterfinals,8,303,Clemson,1,Florida St.,2,,,,221,403
WSO,2006,Quarterfinals,Quarterfinals,8,304,Notre Dame,4,Penn State,0,,,,481,431
WSO,2006,Semifinals,Semifinals,4,201,North Carolina,2,UCLA,0,,,,502,741
WSO,2006,Semifinals,Semifinals,4,202,Florida St.,1,Notre Dame,2,,,,403,481
