sport,year,name1,name2,round,game,team1,score1,team2,score2,ot,...12,...13,check1,check2
HKY,1948,Frozen Four,Semifinals,4,201,Dartmouth,8,Colorado Coll.,4,,,,69,62
HKY,1948,Frozen Four,Semifinals,4,202,Michigan,6,Boston College,4,ot,,,404,195
HKY,1948,Frozen Four,Championship,1,101,Dartmouth,4,Michigan,8,,,,69,404
HKY,1949,Frozen Four,Semifinals,4,201,Boston College,7,Colorado Coll.,3,,,,195,62
HKY,1949,Frozen Four,Semifinals,4,202,Michigan,2,Dartmouth,4,,,,404,69
HKY,1949,Frozen Four,Third Place,3,150,Colorado Coll.,4,Michigan,10,,,,62,404
HKY,1949,Frozen Four,Championship,1,101,Boston College,4,Dartmouth,3,,,,195,69
HKY,1950,Frozen Four,Semifinals,4,201,Boston College,3,Colorado Coll.,10,,,,195,62
HKY,1950,Frozen Four,Semifinals,4,202,Michigan,3,Boston U.,4,,,,404,174
HKY,1950,Frozen Four,Third Place,3,150,Boston College,6,Michigan,10,,,,195,404
HKY,1950,Frozen Four,Championship,1,101,Colorado Coll.,13,Boston U.,4,,,,62,174
HKY,1951,Frozen Four,Semifinals,4,201,Brown,8,Colorado Coll.,4,,,,116,62
HKY,1951,Frozen Four,Semifinals,4,202,Michigan,8,Boston U.,2,,,,404,174
HKY,1951,Frozen Four,Third Place,3,150,Colorado Coll.,4,Boston U.,7,,,,62,174
HKY,1951,Frozen Four,Championship,1,101,Brown,1,Michigan,7,,,,116,404
HKY,1952,Frozen Four,Semifinals,4,202,Michigan,9,St. Lawrence,3,,,,404,31
HKY,1952,Frozen Four,Semifinals,4,202,Colorado Coll.,4,Yale,3,,,,62,68
HKY,1952,Frozen Four,Third Place,3,150,St. Lawrence,1,Yale,4,,,,31,68
HKY,1952,Frozen Four,Championship,1,101,Colorado Coll.,1,Michigan,4,,,,62,404
HKY,1953,Frozen Four,Semifinals,4,201,Rensselaer,2,Minnesota,3,,,,18,312
HKY,1953,Frozen Four,Semifinals,4,202,Michigan,14,Boston U.,2,,,,404,174
HKY,1953,Frozen Four,Third Place,3,150,Rensselaer,6,Boston U.,3,,,,18,174
HKY,1953,Frozen Four,Championship,1,101,Minnesota,3,Michigan,7,,,,312,404
HKY,1954,Frozen Four,Semifinals,4,201,Boston College,1,Minnesota,14,,,,195,312
HKY,1954,Frozen Four,Semifinals,4,202,Michigan,4,Rensselaer,6,,,,404,18
HKY,1954,Frozen Four,Third Place,3,150,Boston College,2,Michigan,7,,,,195,404
HKY,1954,Frozen Four,Championship,1,101,Minnesota,4,Rensselaer,5,ot,,,312,18
HKY,1955,Frozen Four,Semifinals,4,201,Harvard,3,Michigan,7,,,,156,404
HKY,1955,Frozen Four,Semifinals,4,202,Colorado Coll.,2,St. Lawrence,1,,,,62,31
HKY,1955,Frozen Four,Third Place,3,150,Harvard,6,St. Lawrence,3,,,,156,31
HKY,1955,Frozen Four,Championship,1,101,Michigan,5,Colorado Coll.,3,,,,404,62
HKY,1956,Frozen Four,Semifinals,4,201,Boston College,4,Michigan Tech,10,,,,195,28
HKY,1956,Frozen Four,Semifinals,4,202,Michigan,2,St. Lawrence,1,ot,,,404,31
HKY,1956,Frozen Four,Third Place,3,150,Boston College,2,St. Lawrence,6,,,,195,31
HKY,1956,Frozen Four,Championship,1,101,Michigan Tech,5,Michigan,7,,,,28,404
HKY,1957,Frozen Four,Semifinals,4,201,Harvard,1,Michigan,6,,,,156,404
HKY,1957,Frozen Four,Semifinals,4,202,Colorado Coll.,5,Clarkson,3,,,,62,39
HKY,1957,Frozen Four,Third Place,3,150,Harvard,1,Clarkson,2,2ot,,,156,39
HKY,1957,Frozen Four,Championship,1,101,Michigan,6,Colorado Coll.,13,,,,404,62
HKY,1958,Frozen Four,Semifinals,4,201,Clarkson,2,Denver,6,,,,39,154
HKY,1958,Frozen Four,Semifinals,4,202,North Dakota,9,Harvard,1,,,,88,156
HKY,1958,Frozen Four,Third Place,3,150,Clarkson,5,Harvard,1,,,,39,156
HKY,1958,Frozen Four,Championship,1,101,Denver,6,North Dakota,2,,,,154,88
HKY,1959,Frozen Four,Semifinals,4,201,St. Lawrence,3,North Dakota,4,ot,,,31,88
HKY,1959,Frozen Four,Semifinals,4,202,Michigan St.,4,Boston College,3,,,,238,195
HKY,1959,Frozen Four,Third Place,3,150,St. Lawrence,6,Boston College,7,2ot,,,31,195
HKY,1959,Frozen Four,Championship,1,101,North Dakota,4,Michigan St.,3,ot,,,88,238
HKY,1960,Playoff,Playoff,8,0,St. Lawrence,4,Boston College,3,,,,31,195
HKY,1960,Playoff,Playoff,8,0,Boston U.,4,Dartmouth,1,,,,174,69
HKY,1960,Frozen Four,Semifinals,4,201,St. Lawrence,3,Michigan Tech,13,,,,31,28
HKY,1960,Frozen Four,Semifinals,4,202,Denver,6,Boston U.,4,,,,154,174
HKY,1960,Frozen Four,Third Place,3,150,St. Lawrence,6,Boston U.,7,,,,31,174
HKY,1960,Frozen Four,Championship,1,101,Michigan Tech,3,Denver,5,,,,28,154
HKY,1961,Frozen Four,Semifinals,4,201,St. Lawrence,6,Rensselaer,3,,,,31,18
HKY,1961,Frozen Four,Semifinals,4,202,Denver,6,Minnesota,1,,,,154,312
HKY,1961,Frozen Four,Third Place,3,150,Rensselaer,3,Minnesota,4,,,,18,312
HKY,1961,Frozen Four,Championship,1,101,St. Lawrence,2,Denver,12,,,,31,154
HKY,1962,Frozen Four,Semifinals,4,201,Clarkson,5,Michigan,4,,,,39,404
HKY,1962,Frozen Four,Semifinals,4,202,Michigan Tech,6,St. Lawrence,1,,,,28,31
HKY,1962,Frozen Four,Third Place,3,150,Michigan,5,St. Lawrence,1,,,,404,31
HKY,1962,Frozen Four,Championship,1,101,Clarkson,1,Michigan Tech,7,,,,39,28
HKY,1963,Frozen Four,Semifinals,4,202,North Dakota,8,Boston College,2,,,,88,195
HKY,1963,Frozen Four,Semifinals,4,202,Denver,6,Clarkson,2,,,,154,39
HKY,1963,Frozen Four,Third Place,3,150,Boston College,3,Clarkson,5,,,,195,39
HKY,1963,Frozen Four,Championship,1,101,Denver,5,North Dakota,6,,,,154,88
HKY,1964,Frozen Four,Semifinals,4,201,Providence,2,Michigan,3,,,,84,404
HKY,1964,Frozen Four,Semifinals,4,202,Denver,4,Rensselaer,1,,,,154,18
HKY,1964,Frozen Four,Third Place,3,150,Providence,1,Rensselaer,2,,,,84,18
HKY,1964,Frozen Four,Championship,1,101,Michigan,6,Denver,3,,,,404,154
HKY,1965,Frozen Four,Semifinals,4,201,Boston College,4,North Dakota,3,,,,195,88
HKY,1965,Frozen Four,Semifinals,4,202,Michigan Tech,4,Brown,0,,,,28,116
HKY,1965,Frozen Four,Third Place,3,150,North Dakota,9,Brown,5,,,,88,116
HKY,1965,Frozen Four,Championship,1,101,Boston College,2,Michigan Tech,8,,,,195,28
HKY,1966,Frozen Four,Semifinals,4,201,Boston U.,1,Michigan St.,2,,,,174,238
HKY,1966,Frozen Four,Semifinals,4,202,Denver,3,Clarkson,4,,,,154,39
HKY,1966,Frozen Four,Third Place,3,150,Boston U.,3,Denver,4,,,,174,154
HKY,1966,Frozen Four,Championship,1,101,Michigan St.,6,Clarkson,1,,,,238,39
HKY,1967,Frozen Four,Semifinals,4,201,Boston U.,4,Michigan St.,2,,,,174,238
HKY,1967,Frozen Four,Semifinals,4,202,North Dakota,0,Cornell,1,,,,88,155
HKY,1967,Frozen Four,Third Place,3,150,Michigan St.,6,North Dakota,1,,,,238,88
HKY,1967,Frozen Four,Championship,1,101,Boston U.,1,Cornell,4,,,,174,155
HKY,1968,Frozen Four,Semifinals,4,201,Cornell,1,North Dakota,3,,,,155,88
HKY,1968,Frozen Four,Semifinals,4,202,Denver,4,Boston College,1,,,,154,195
HKY,1968,Frozen Four,Third Place,3,150,Cornell,6,Boston College,1,,,,155,195
HKY,1968,Frozen Four,Championship,1,101,North Dakota,0,Denver,4,,,,88,154
HKY,1969,Frozen Four,Semifinals,4,201,Cornell,4,Michigan Tech,3,ot,,,155,28
HKY,1969,Frozen Four,Semifinals,4,202,Denver,9,Harvard,2,,,,154,156
HKY,1969,Frozen Four,Third Place,3,150,Michigan Tech,5,Harvard,6,ot,,,28,156
HKY,1969,Frozen Four,Championship,1,101,Cornell,3,Denver,4,,,,155,154
HKY,1970,Frozen Four,Semifinals,4,201,Cornell,2,Wisconsin,1,,,,155,284
HKY,1970,Frozen Four,Semifinals,4,202,Michigan Tech,3,Clarkson,4,,,,28,39
HKY,1970,Frozen Four,Third Place,3,150,Wisconsin,6,Michigan Tech,5,,,,284,28
HKY,1970,Frozen Four,Championship,1,101,Cornell,6,Clarkson,4,,,,155,39
HKY,1971,Frozen Four,Semifinals,4,201,Harvard,5,Minnesota,6,ot,,,156,312
HKY,1971,Frozen Four,Semifinals,4,202,Denver,2,Boston U.,4,,,,154,174
HKY,1971,Frozen Four,Third Place,3,150,Harvard,0,Denver,1,,,,156,154
HKY,1971,Frozen Four,Championship,1,101,Minnesota,2,Boston U.,4,,,,312,174
HKY,1972,Frozen Four,Semifinals,4,201,Boston U.,4,Wisconsin,1,,,,174,284
HKY,1972,Frozen Four,Semifinals,4,202,Denver,2,Cornell,7,,,,154,155
HKY,1972,Frozen Four,Third Place,3,150,Wisconsin,5,Denver,2,,,,284,154
HKY,1972,Frozen Four,Championship,1,101,Boston U.,4,Cornell,0,,,,174,155
HKY,1973,Frozen Four,Semifinals,4,201,Cornell,5,Wisconsin,6,ot,,,155,284
HKY,1973,Frozen Four,Semifinals,4,202,Denver,10,Boston College,4,,,,154,195
HKY,1973,Frozen Four,Third Place,3,150,Cornell,1,Boston College,3,,,,155,195
HKY,1973,Frozen Four,Championship,1,101,Wisconsin,4,Denver,2,,,,284,154
HKY,1974,Frozen Four,Semifinals,4,201,Boston U.,4,Minnesota,5,,,,174,312
HKY,1974,Frozen Four,Semifinals,4,202,Michigan Tech,6,Harvard,5,ot,,,28,156
HKY,1974,Frozen Four,Third Place,3,150,Boston U.,7,Harvard,5,,,,174,156
HKY,1974,Frozen Four,Championship,1,101,Minnesota,4,Michigan Tech,2,,,,312,28
HKY,1975,Frozen Four,Semifinals,4,201,Boston U.,5,Michigan Tech,9,,,,174,28
HKY,1975,Frozen Four,Semifinals,4,202,Minnesota,6,Harvard,4,,,,312,156
HKY,1975,Frozen Four,Third Place,3,150,Boston U.,10,Harvard,5,,,,174,156
HKY,1975,Frozen Four,Championship,1,101,Michigan Tech,6,Minnesota,1,,,,28,312
HKY,1976,Frozen Four,Semifinals,4,201,Boston U.,2,Minnesota,4,,,,174,312
HKY,1976,Frozen Four,Semifinals,4,202,Michigan Tech,7,Brown,6,2ot,,,28,116
HKY,1976,Frozen Four,Third Place,3,150,Boston U.,7,Brown,8,,,,174,116
HKY,1976,Frozen Four,Championship,1,101,Minnesota,6,Michigan Tech,4,,,,312,28
HKY,1977,First Round,First Round,8,302,Bowling Green,5,Michigan,7,,,,66,404
HKY,1977,Frozen Four,First Round,4,201,Boston U.,4,Michigan,6,,,,174,404
HKY,1977,Frozen Four,First Round,4,202,Wisconsin,4,New Hampshire,3,ot,,,284,67
HKY,1977,Frozen Four,First Round,3,150,Boston U.,6,New Hampshire,5,,,,174,67
HKY,1977,Frozen Four,First Round,1,101,Michigan,5,Wisconsin,6,ot,,,404,284
HKY,1978,First Round,First Round,8,302,Bowling Green,5,Colorado Coll.,3,,,,66,62
HKY,1978,First Round,First Round,8,304,Boston U.,5,Providence,3,,,,174,84
HKY,1978,Frozen Four,Semifinals,4,201,Boston College,6,Bowling Green,2,,,,195,66
HKY,1978,Frozen Four,Semifinals,4,202,Wisconsin,2,Boston U.,5,,,,284,174
HKY,1978,Frozen Four,Third Place,3,150,Bowling Green,4,Wisconsin,3,,,,66,284
HKY,1978,Frozen Four,Championship,1,101,Boston College,3,Boston U.,5,,,,195,174
HKY,1979,First Round,First Round,8,302,Bowling Green,3,Minnesota,6,,,,66,312
HKY,1979,Frozen Four,Semifinals,4,201,New Hampshire,3,Minnesota,4,,,,67,312
HKY,1979,Frozen Four,Semifinals,4,202,North Dakota,4,Dartmouth,2,,,,88,69
HKY,1979,Frozen Four,Third Place,3,150,New Hampshire,3,Dartmouth,7,,,,67,69
HKY,1979,Frozen Four,Championship,1,101,Minnesota,4,North Dakota,3,,,,312,88
HKY,1980,First Round,First Round,8,302,Northern Mich.,4,Minnesota,3,,,,20,312
HKY,1980,Frozen Four,Semifinals,4,201,Cornell,4,Northern Mich.,5,,,,155,20
HKY,1980,Frozen Four,Semifinals,4,202,North Dakota,4,Dartmouth,1,,,,88,69
HKY,1980,Frozen Four,Third Place,3,150,Cornell,4,Dartmouth,8,,,,155,69
HKY,1980,Frozen Four,Championship,1,101,Northern Mich.,2,North Dakota,5,,,,20,88
HKY,1981,Quarterfinal A,Game 1,10,301,Clarkson,2,Wisconsin,3,,,,39,284
HKY,1981,Quarterfinal A,Game 2,10,301,Clarkson,6,Wisconsin,6,,,,39,284
HKY,1981,Quarterfinal B,Game 1,10,302,Cornell,3,Northern Mich.,7,,,,155,20
HKY,1981,Quarterfinal B,Game 2,10,302,Cornell,4,Northern Mich.,3,,,,155,20
HKY,1981,Quarterfinal C,Game 1,10,303,Minnesota,9,Colgate,4,,,,312,47
HKY,1981,Quarterfinal C,Game 2,10,303,Minnesota,5,Colgate,4,,,,312,47
HKY,1981,Quarterfinal D,Game 1,10,304,Michigan Tech,7,Providence,3,,,,28,84
HKY,1981,Quarterfinal D,Game 2,10,304,Michigan Tech,6,Providence,5,,,,28,84
HKY,1981,Frozen Four,Semifinals,4,201,Wisconsin,5,Northern Mich.,1,,,,284,20
HKY,1981,Frozen Four,Semifinals,4,202,Minnesota,7,Michigan Tech,2,,,,312,28
HKY,1981,Frozen Four,Third Place,3,150,Michigan Tech,5,Northern Mich.,2,,,,28,20
HKY,1981,Frozen Four,Championship,1,101,Wisconsin,6,Minnesota,3,,,,284,312
HKY,1982,Quarterfinal A,Game 1,10,301,Northeastern,2,Bowling Green,2,,,,24,66
HKY,1982,Quarterfinal A,Game 2,10,301,Northeastern,3,Bowling Green,2,ot,,,24,66
HKY,1982,Quarterfinal B,Game 1,10,302,Clarkson,1,North Dakota,5,,,,39,88
HKY,1982,Quarterfinal B,Game 2,10,302,Clarkson,1,North Dakota,2,,,,39,88
HKY,1982,Quarterfinal C,Game 1,10,303,Wisconsin,6,Harvard,1,,,,284,156
HKY,1982,Quarterfinal C,Game 2,10,303,Wisconsin,4,Harvard,3,,,,284,156
HKY,1982,Quarterfinal D,Game 1,10,304,Michigan St.,2,New Hampshire,3,,,,238,67
HKY,1982,Quarterfinal D,Game 2,10,304,Michigan St.,2,New Hampshire,6,,,,238,67
HKY,1982,Frozen Four,Semifinals,4,201,Northeastern,2,North Dakota,6,,,,24,88
HKY,1982,Frozen Four,Semifinals,4,202,Wisconsin,5,New Hampshire,0,,,,284,67
HKY,1982,Frozen Four,Third Place,3,150,Northeastern,10,New Hampshire,4,,,,24,67
HKY,1982,Frozen Four,Championship,1,101,North Dakota,5,Wisconsin,2,,,,88,284
HKY,1983,Quarterfinal A,Game 1,10,301,Harvard,6,Michigan St.,5,,,,156,238
HKY,1983,Quarterfinal A,Game 2,10,301,Harvard,3,Michigan St.,3,,,,156,238
HKY,1983,Quarterfinal B,Game 1,10,302,New Hampshire,6,Minnesota,9,,,,67,312
HKY,1983,Quarterfinal B,Game 2,10,302,New Hampshire,2,Minnesota,7,,,,67,312
HKY,1983,Quarterfinal C,Game 1,10,303,Wisconsin,6,St. Lawrence,2,,,,284,31
HKY,1983,Quarterfinal C,Game 2,10,303,Wisconsin,7,St. Lawrence,1,,,,284,31
HKY,1983,Quarterfinal D,Game 1,10,304,Minn. Duluth,3,Providence,7,,,,45,84
HKY,1983,Quarterfinal D,Game 2,10,304,Minn. Duluth,2,Providence,3,,,,45,84
HKY,1983,Frozen Four,Semifinals,4,201,Harvard,5,Minnesota,3,,,,156,312
HKY,1983,Frozen Four,Semifinals,4,202,Wisconsin,2,Providence,0,,,,284,84
HKY,1983,Frozen Four,Third Place,3,150,Providence,4,Minnesota,3,,,,84,312
HKY,1983,Frozen Four,Championship,1,101,Harvard,2,Wisconsin,6,,,,156,284
HKY,1984,Quarterfinal A,Game 1,10,301,Rensselaer,4,North Dakota,5,,,,18,88
HKY,1984,Quarterfinal A,Game 2,10,301,Rensselaer,2,North Dakota,4,,,,18,88
HKY,1984,Quarterfinal B,Game 1,10,302,Clarkson,2,Minn. Duluth,6,,,,39,45
HKY,1984,Quarterfinal B,Game 2,10,302,Clarkson,6,Minn. Duluth,3,,,,39,45
HKY,1984,Quarterfinal C,Game 1,10,303,Michigan St.,6,Boston College,2,,,,238,195
HKY,1984,Quarterfinal C,Game 2,10,303,Michigan St.,7,Boston College,6,,,,238,195
HKY,1984,Quarterfinal D,Game 1,10,304,Bowling Green,3,Boston U.,6,,,,66,174
HKY,1984,Quarterfinal D,Game 2,10,304,Bowling Green,5,Boston U.,1,ot,,,66,174
HKY,1984,Frozen Four,Semifinals,4,201,North Dakota,1,Minn. Duluth,2,ot,,,88,45
HKY,1984,Frozen Four,Semifinals,4,202,Michigan St.,1,Bowling Green,2,,,,238,66
HKY,1984,Frozen Four,Third Place,3,150,North Dakota,6,Michigan St.,5,ot,,,88,238
HKY,1984,Frozen Four,Championship,1,101,Minn. Duluth,4,Bowling Green,5,4ot,,,45,66
HKY,1985,Quarterfinal A,Game 1,10,301,Rensselaer,7,Lake Superior,3,,,,18,33
HKY,1985,Quarterfinal A,Game 2,10,301,Rensselaer,3,Lake Superior,3,,,,18,33
HKY,1985,Quarterfinal B,Game 1,10,302,Harvard,2,Minn. Duluth,4,,,,156,45
HKY,1985,Quarterfinal B,Game 2,10,302,Harvard,2,Minn. Duluth,4,,,,156,45
HKY,1985,Quarterfinal C,Game 1,10,303,Michigan St.,3,Providence,2,,,,238,84
HKY,1985,Quarterfinal C,Game 2,10,303,Michigan St.,2,Providence,4,,,,238,84
HKY,1985,Quarterfinal D,Game 1,10,304,Minnesota,7,Boston College,5,,,,312,195
HKY,1985,Quarterfinal D,Game 2,10,304,Minnesota,1,Boston College,4,,,,312,195
HKY,1985,Frozen Four,Semifinals,4,201,Rensselaer,6,Minn. Duluth,5,ot,,,18,45
HKY,1985,Frozen Four,Semifinals,4,202,Providence,4,Boston College,3,3ot,,,84,195
HKY,1985,Frozen Four,Third Place,3,150,Minn. Duluth,7,Boston College,6,ot,,,45,195
HKY,1985,Frozen Four,Championship,1,101,Rensselaer,2,Providence,1,,,,18,84
HKY,1986,Quarterfinal A,Game 1,10,301,Boston U.,4,Minnesota,6,,,,174,312
HKY,1986,Quarterfinal A,Game 2,10,301,Boston U.,3,Minnesota,5,,,,174,312
HKY,1986,Quarterfinal B,Game 1,10,302,Boston College,4,Michigan St.,6,,,,195,238
HKY,1986,Quarterfinal B,Game 2,10,302,Boston College,2,Michigan St.,4,,,,195,238
HKY,1986,Quarterfinal C,Game 1,10,303,Denver,4,Cornell,2,,,,154,155
HKY,1986,Quarterfinal C,Game 2,10,303,Denver,3,Cornell,4,,,,154,155
HKY,1986,Quarterfinal D,Game 1,10,304,Western Mich.,2,Harvard,4,,,,74,156
HKY,1986,Quarterfinal D,Game 2,10,304,Western Mich.,2,Harvard,7,,,,74,156
HKY,1986,Frozen Four,Semifinals,4,201,Minnesota,4,Michigan St.,6,,,,312,238
HKY,1986,Frozen Four,Semifinals,4,202,Denver,2,Harvard,5,,,,154,156
HKY,1986,Frozen Four,Third Place,3,150,Minnesota,6,Denver,4,,,,312,154
HKY,1986,Frozen Four,Championship,1,101,Michigan St.,6,Harvard,5,,,,238,156
HKY,1987,Quarterfinal A,Game 1,10,301,Boston College,1,Minnesota,4,,,,195,312
HKY,1987,Quarterfinal A,Game 2,10,301,Boston College,3,Minnesota,2,,,,195,312
HKY,1987,Quarterfinal B,Game 1,10,302,Maine,2,Michigan St.,6,,,,72,238
HKY,1987,Quarterfinal B,Game 2,10,302,Maine,3,Michigan St.,5,,,,72,238
HKY,1987,Quarterfinal C,Game 1,10,303,North Dakota,3,St. Lawrence,1,,,,88,31
HKY,1987,Quarterfinal C,Game 2,10,303,North Dakota,6,St. Lawrence,3,,,,88,31
HKY,1987,Quarterfinal D,Game 1,10,304,Bowling Green,1,Harvard,7,,,,66,156
HKY,1987,Quarterfinal D,Game 2,10,304,Bowling Green,0,Harvard,3,,,,66,156
HKY,1987,Frozen Four,Semifinals,4,201,Minnesota,3,Michigan St.,5,,,,312,238
HKY,1987,Frozen Four,Semifinals,4,202,North Dakota,5,Harvard,2,,,,88,156
HKY,1987,Frozen Four,Third Place,3,150,Minnesota,6,Harvard,3,,,,312,156
HKY,1987,Frozen Four,Championship,1,101,Michigan St.,3,North Dakota,5,,,,238,88
HKY,1988,First Round A,Game 1,20,402,Bowling Green,5,Vermont,1,,,,66,54
HKY,1988,First Round A,Game 2,20,402,Bowling Green,5,Vermont,1,,,,66,54
HKY,1988,First Round B,Game 1,20,403,Northeastern,5,Merrimack,3,,,,24,7
HKY,1988,First Round B,Game 2,20,403,Northeastern,3,Merrimack,7,,,,24,7
HKY,1988,First Round C,Game 1,20,406,Harvard,5,Michigan St.,6,,,,156,238
HKY,1988,First Round C,Game 2,20,406,Harvard,3,Michigan St.,5,,,,156,238
HKY,1988,First Round D,Game 1,20,407,Wisconsin,7,Mass. Lowell,1,,,,284,18
HKY,1988,First Round D,Game 2,20,407,Wisconsin,4,Mass. Lowell,4,,,,284,18
HKY,1988,Quarterfinal A,Game 1,10,301,Maine,5,Bowling Green,1,,,,72,66
HKY,1988,Quarterfinal A,Game 2,10,301,Maine,4,Bowling Green,3,,,,72,66
HKY,1988,Quarterfinal B,Game 1,10,302,Merrimack,4,Lake Superior,3,,,,7,33
HKY,1988,Quarterfinal B,Game 2,10,302,Merrimack,0,Lake Superior,5,,,,7,33
HKY,1988,Quarterfinal C,Game 1,10,303,Minnesota,4,Michigan St.,2,,,,312,238
HKY,1988,Quarterfinal C,Game 2,10,303,Minnesota,4,Michigan St.,3,,,,312,238
HKY,1988,Quarterfinal D,Game 1,10,304,Wisconsin,0,St. Lawrence,7,,,,284,31
HKY,1988,Quarterfinal D,Game 2,10,304,Wisconsin,4,St. Lawrence,3,,,,284,31
HKY,1988,Frozen Four,Semifinals,4,201,Maine,3,Lake Superior,6,,,,72,33
HKY,1988,Frozen Four,Semifinals,4,202,Minnesota,2,St. Lawrence,3,,,,312,31
HKY,1988,Frozen Four,Third Place,3,150,Maine,5,Minnesota,2,,,,72,312
HKY,1988,Frozen Four,Championship,1,101,Lake Superior,4,St. Lawrence,3,ot,,,33,31
HKY,1989,First Round A,Game 1,20,402,Northern Mich.,9,Providence,5,,,,20,84
HKY,1989,First Round A,Game 2,20,402,Northern Mich.,2,Providence,4,,,,20,84
HKY,1989,First Round A,Game 3,20,402,Northern Mich.,0,Providence,2,,,,20,84
HKY,1989,First Round B,Game 1,20,403,St. Lawrence,1,Wisconsin,3,,,,31,284
HKY,1989,First Round B,Game 2,20,403,St. Lawrence,2,Wisconsin,4,,,,31,284
HKY,1989,First Round C,Game 1,20,406,Boston College,8,Bowling Green,5,,,,195,66
HKY,1989,First Round C,Game 2,20,406,Boston College,4,Bowling Green,2,,,,195,66
HKY,1989,First Round D,Game 1,20,407,Lake Superior,6,St. Cloud St.,3,,,,33,27
HKY,1989,First Round D,Game 2,20,407,Lake Superior,4,St. Cloud St.,2,,,,33,27
HKY,1989,Quarterfinal A,Game 1,10,301,Maine,6,Providence,8,,,,72,84
HKY,1989,Quarterfinal A,Game 2,10,301,Maine,3,Providence,2,,,,72,84
HKY,1989,Quarterfinal A,Game 3,10,301,Maine,4,Providence,3,2ot,,,72,84
HKY,1989,Quarterfinal B,Game 1,10,302,Wisconsin,2,Minnesota,4,,,,284,312
HKY,1989,Quarterfinal B,Game 2,10,302,Wisconsin,2,Minnesota,4,,,,284,312
HKY,1989,Quarterfinal C,Game 1,10,303,Michigan St.,3,Boston College,6,,,,238,195
HKY,1989,Quarterfinal C,Game 2,10,303,Michigan St.,7,Boston College,2,,,,238,195
HKY,1989,Quarterfinal C,Game 3,10,303,Michigan St.,5,Boston College,4,ot,,,238,195
HKY,1989,Quarterfinal D,Game 1,10,304,Lake Superior,2,Harvard,4,,,,33,156
HKY,1989,Quarterfinal D,Game 2,10,304,Lake Superior,2,Harvard,5,,,,33,156
HKY,1989,Frozen Four,Semifinals,4,201,Maine,4,Minnesota,7,,,,72,312
HKY,1989,Frozen Four,Semifinals,4,202,Michigan St.,3,Harvard,6,,,,238,156
HKY,1989,Frozen Four,Third Place,3,150,Michigan St.,7,Maine,4,,,,238,72
HKY,1989,Frozen Four,Championship,1,101,Minnesota,3,Harvard,4,ot,,,312,156
HKY,1990,First Round A,Game 1,20,402,Minnesota,6,Clarkson,1,,,,312,39
HKY,1990,First Round A,Game 2,20,402,Minnesota,5,Clarkson,1,,,,312,39
HKY,1990,First Round B,Game 1,20,403,Maine,8,Bowling Green,4,,,,72,66
HKY,1990,First Round B,Game 2,20,403,Maine,5,Bowling Green,2,,,,72,66
HKY,1990,First Round C,Game 1,20,406,Boston U.,5,North Dakota,8,,,,174,88
HKY,1990,First Round C,Game 2,20,406,Boston U.,5,North Dakota,3,,,,174,88
HKY,1990,First Round C,Game 3,20,406,Boston U.,5,North Dakota,0,,,,174,88
HKY,1990,First Round D,Game 1,20,407,Lake Superior,6,Alaska Anchorage,2,,,,33,7
HKY,1990,First Round D,Game 2,20,407,Lake Superior,10,Alaska Anchorage,3,,,,33,7
HKY,1990,Quarterfinal A,Game 1,10,301,Boston College,4,Minnesota,2,,,,195,312
HKY,1990,Quarterfinal A,Game 2,10,301,Boston College,1,Minnesota,2,,,,195,312
HKY,1990,Quarterfinal A,Game 3,10,301,Boston College,6,Minnesota,1,,,,195,312
HKY,1990,Quarterfinal B,Game 1,10,302,Maine,3,Wisconsin,7,,,,72,284
HKY,1990,Quarterfinal B,Game 2,10,302,Maine,3,Wisconsin,4,ot,,,72,284
HKY,1990,Quarterfinal C,Game 1,10,303,Michigan St.,6,Boston U.,3,,,,238,174
HKY,1990,Quarterfinal C,Game 2,10,303,Michigan St.,3,Boston U.,5,,,,238,174
HKY,1990,Quarterfinal C,Game 3,10,303,Michigan St.,3,Boston U.,5,,,,238,174
HKY,1990,Quarterfinal D,Game 1,10,304,Lake Superior,2,Colgate,3,,,,33,47
HKY,1990,Quarterfinal D,Game 2,10,304,Lake Superior,1,Colgate,2,,,,33,47
HKY,1990,Frozen Four,Semifinals,4,201,Boston College,1,Wisconsin,2,,,,195,284
HKY,1990,Frozen Four,Semifinals,4,202,Boston U.,2,Colgate,3,,,,174,47
HKY,1990,Frozen Four,Championship,1,101,Wisconsin,7,Colgate,3,,,,284,47
HKY,1991,First Round A,Game 1,20,402,Minnesota,3,Providence,4,,,,312,84
HKY,1991,First Round A,Game 2,20,402,Minnesota,8,Providence,4,,,,312,84
HKY,1991,First Round A,Game 3,20,402,Minnesota,8,Providence,3,,,,312,84
HKY,1991,First Round B,Game 1,20,403,Boston College,2,Alaska Anchorage,3,,,,195,7
HKY,1991,First Round B,Game 2,20,403,Boston College,1,Alaska Anchorage,3,,,,195,7
HKY,1991,First Round C,Game 1,20,406,Clarkson,8,Wisconsin,3,,,,39,284
HKY,1991,First Round C,Game 2,20,406,Clarkson,5,Wisconsin,4,,,,39,284
HKY,1991,First Round D,Game 1,20,407,Michigan,4,Cornell,5,ot,,,404,155
HKY,1991,First Round D,Game 2,20,407,Michigan,6,Cornell,4,,,,404,155
HKY,1991,First Round D,Game 3,20,407,Michigan,9,Cornell,3,,,,404,155
HKY,1991,Quarterfinal A,Game 1,10,301,Maine,4,Minnesota,0,,,,72,312
